"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"NWD1","Nwd1",2.598485,1.828321,2.007964,879,157,322,2.14492333333333,0.288455,0.302154,0.106656,11,10,15,19.257832,0.155244812640036
"NWD2","Nwd2",14.448456,14.200509,15.901629,3240,735,1267,14.850198,0.180929,0.39255,0.22651,23,68,42,5.54409866666667,2.42205975297031
"NXF1","Nxf1",44.27297,48.527122,44.344879,1539,371,634,45.7149903333333,63.271193,45.129683,28.559988,719,822,722,0.02487,45.5813813784513
"NXN","Nxn",8.586287,8.071853,7.883747,910,206,339,8.180629,14.27997,17.416424,14.200579,346,542,529,8.75654866666667,0.940970963570929
"NXNL1","Nxnl1",0.063821,0.188258,0.055182,7,5,2,0.102420333333333,0,0.066075,0,0,1,0,0,1.10242033333333
"NXNL2","Nxnl2",0.995071,1.181764,1.234238,46,12,25,1.13702433333333,1.025009,1.026826,1.113884,16,21,26,242.066033333333,0.00879194967732362
"NXPE2","Nxpe2",7.355781,5.083358,5.631393,496,103,151,6.02351066666667,0,0,0.049888,0,0,2,89.9445203333333,0.0772285195515225
"NXPE4","Nxpe4",3.781386,3.655233,3.715953,536,125,220,3.717524,0.029921,0,0,1,0,0,33.5297736666667,0.136621920709375
"NXPH1","Nxph1",1.795895,1.877819,1.340393,196,49,57,1.671369,0.482039,3.075246,1.596853,19,116,44,0,2.671369
"NXPH2","Nxph2",0.009981,0.118197,0.076131,1,3,3,0.068103,0.119325,23.900064,2.633345,5,1365,157,6.82119466666667,0.136565198223767
"NXPH3","Nxph3",4.396036,4.379468,4.216967,359,86,139,4.33082366666667,0.268259,0.137349,0.281973,21,12,29,0.0235896666666667,5.20796940440652
"NXT1","Nxt1",4.537712,3.817525,5.507851,149,32,71,4.62102933333333,5.072689,4.559267,6.519404,70,86,134,0.176235,4.77883189442019
"NXT2","Nxt2",12.266366,10.829673,11.66554,1078,245,412,11.587193,0.700267,0.359175,0.617801,19,19,25,17.54443,0.678758689266804
"NYAP1","Nyap1",34.103197,30.287272,31.042636,4381,1000,1741,31.811035,28.490355,31.335734,33.086428,1278,1823,2203,6.49504333333333,4.37769783852706
"NYAP2","Nyap2",3.094118,2.482095,3.236152,525,108,215,2.937455,3.64829,4.10603,4.711749,323,495,554,0.337303333333333,2.94432452373059
"NYNRIN","Nynrin",1.778003,1.258741,1.747881,422,98,157,1.594875,27.339593,27.19774,16.581071,2137,2668,2111,2.41038933333333,0.760873538583278
"NYX","Nyx",0.095385,0.059463,0.150233,20,3,13,0.101693666666667,0,0,0,0,0,0,18.5351756666667,0.0563953805926871
"OAF","Oaf",13.267751,13.736231,13.093945,289,76,129,13.3659756666667,0.989807,0.121462,0.322332,14,2,4,0,14.3659756666667
"OARD1","Oard1",8.58581,11.247535,10.559189,347,114,159,10.1308446666667,17.067004,15.621247,14.690778,234,299,301,86.4405626666667,0.127296123529062
"OAS1","Oas1c",6.718179,7.073095,7.937951,440,120,166,7.243075,0.089552,0.34858,0.595161,1,6,4,9.27085066666667,0.802569842316209
"OAS2","Oas2",0.159058,0.309137,0.141095,26,7,9,0.203096666666667,0.0964,0.047301,0,3,2,0,0.488126333333333,0.80846406633487
"OAS3","Oas3",0.092777,0.043414,0.104322,12,1,7,0.080171,0.351682,0.239045,0.34916,9,7,13,0.570520333333333,0.687779060909962
"OASL","Oasl1",0.897375,1.794129,2.048944,46,15,25,1.58014933333333,0.019168,0.056296,0,1,4,0,22.3776336666667,0.110368284922365
"OAT","Oat",34.352508,34.936615,34.089046,2852,721,1116,34.4593896666667,91.639304,92.4226,82.820801,1995,2666,2687,0.0338856666666667,34.2972059773212
"OAZ1","Oaz1",545.678955,489.61946,519.154644,8297,1861,3096,518.151019666667,262.972387,300.400972,253.990933,2823,4319,3901,0.00937033333333333,514.331561491636
"OAZ2","Oaz2",129.924817,123.305461,130.004944,6705,1573,2580,127.745074,273.144097,327.593313,285.085669,2693,3226,3318,0,128.745074
"OAZ3","Oaz3",0.827958,0.530394,0.745244,25,7,5,0.701198666666667,4.055198,3.670904,3.082153,40,40,46,6.44129466666667,0.228615952313674
"OBP2B","Obp2a",0,0,0,0,0,0,0,0,0,0,0,0,0,27.3395243333333,0.0352864073594837
"OBSCN","Obscn",0.676568,0.587727,1.494144,88,24,98,0.919479666666667,22.533678,16.822214,11.833449,1351,1697,1451,2.64292166666667,0.526906654137041
"OBSL1","Obsl1",11.766138,12.368223,13.413166,550,132,230,12.5158423333333,44.292605,48.877761,43.932565,1307,2039,2021,0.026373,13.1685482113553
"OC90","Oc90",0.329106,0.327972,0.414714,22,6,3,0.357264,0.541329,0.124835,0.128382,15,5,5,49.781024,0.0267277792586459
"OCA2","Oca2",0.06343,0,0,8,0,0,0.0211433333333333,0.695563,0.269422,0.392048,35,18,27,12.8338163333333,0.0738150130613512
"OCEL1","Ocel1",8.033138,10.853052,5.592013,635,125,233,8.159401,25.270884,22.163526,27.281663,109,145,203,160.116967,0.0568493881839273
"OCIAD1","Ociad1",270.285422,278.178039,255.717677,8385,2084,3113,268.060379333333,328.936996,330.176384,288.009365,2374,3449,3209,0,269.060379333333
"OCIAD2","Ociad2",3.800014,2.451548,3.364129,157,44,84,3.20523033333333,740.270212,765.414451,744.565279,976,1318,1318,0,4.20523033333333
"OCLN","Ocln",0.574314,3.241785,0.552346,68,22,21,1.45614833333333,2.798714,3.33485,3.416176,209,360,298,0.310650666666667,1.87399159501438
"OCM2","Ocm",0,0,0.699932,0,0,1,0.233310666666667,0,0,0,0,0,0,0.040546,1.18525338299957
"OCRL","Ocrl",22.644474,25.174922,23.031983,3657,902,1533,23.6171263333333,23.738496,25.379449,21.793583,1934,2796,2501,0.399433333333333,17.590781744992
"OCSTAMP","Ocstamp",0.122663,0.083131,0.085097,19,3,5,0.0969636666666667,0,0,0,0,0,0,1.98704233333333,0.367240749963704
"ODAM","Odam",0,0,0,0,0,0,0,24.158911,1.018004,7.41784,267,16,96,0.479077666666667,0.676097018119175
"ODC1","Odc1",30.301006,38.350486,41.864279,1861,414,763,36.8385903333333,34.138732,39.813347,35.748904,945,1623,1544,0,37.8385903333333
"ODF1","Odf1",0.051685,0,0,2,0,0,0.0172283333333333,0.970847,0,0.335935,2,0,3,0,1.01722833333333
"ODF2","Odf2",24.098205,18.68058,22.328224,1704,418,707,21.7023363333333,12.039213,13.064555,8.868256,399,587,465,0.900688,11.9442729860626
"ODF2L","Odf2l",17.763135,20.781364,20.310509,506,148,221,19.618336,40.731646,50.346634,36.75623,1027,1461,1192,0.483555333333333,13.8979217941764
"ODF3","Odf3",0.062421,0,0.040477,3,0,1,0.0342993333333333,0.135705,0.0296,0.042085,3,2,3,288.835700333333,0.00356857120135239
"ODF3B","Odf3b",0.670428,0.786005,0.712766,10,5,6,0.723066333333333,6.946028,4.916661,9.200317,40,47,65,5.727223,0.256133375292202
"ODF3L1","Odf3l1",0.105724,0.282352,0.117373,4,3,2,0.168483,0.12901,0.046943,0.044644,2,1,1,7.04551866666667,0.145234017645268
"ODF3L2","Odf3l2",0.065239,0,0.109885,3,0,2,0.0583746666666667,0.722065,0.039836,0.114121,6,1,4,0.887242,0.56080495594453
"ODF4","Odf4",0.055635,0,0.064309,1,0,1,0.0399813333333333,0,0.179283,0.084207,0,2,1,0.155480333333333,0.900042435454693
"ODR4","Odr4",57.678371,57.796028,60.525,3305,829,1429,58.6664663333333,18.445897,14.047073,11.491254,344,482,393,27.904231,2.06428139649636
"OFD1","Ofd1",1.964407,2.061262,2.487965,363,94,182,2.17121133333333,11.018523,10.788556,9.129488,342,516,444,0.0328536666666667,3.07033942530097
"OGA","Oga",42.349214,43.667301,43.12996,6990,1771,2797,43.048825,107.476454,117.101222,91.897051,4795,7072,6128,0,44.048825
"OGDH","Ogdh",70.561357,64.926777,68.351205,11999,2696,4456,67.9464463333333,21.793187,24.195435,17.799779,1058,1422,1386,2.70722133333333,18.5978769903496
"OGFOD1","Ogfod1",17.948299,16.451936,14.46863,2733,602,947,16.2896216666667,21.948604,28.504868,20.256696,644,1047,838,1.40220466666667,7.19739741853803
"OGFOD2","Ogfod2",14.86607,14.764862,15.003032,725,152,285,14.877988,10.892425,12.580675,10.633822,114,172,182,11.8364683333333,1.23694365051862
"OGFOD3","Ogfod3",5.816257,5.173556,6.350019,279,60,120,5.779944,6.828955,8.967782,6.513847,147,273,246,14.1681626666667,0.44698518528546
"OGFR","Ogfr",10.994114,9.380168,13.194016,947,210,387,11.1894326666667,15.708542,15.254769,13.691019,452,661,695,6.14231933333333,1.70664907263084
"OGFRL1","Ogfrl1",59.557785,51.052093,60.461817,7417,1704,2805,57.0238983333333,2.912614,1.448546,1.494637,358,251,264,33.3492986666667,1.68923094751978
"OGG1","Ogg1",5.673932,7.612744,5.293011,249,64,110,6.193229,12.693219,14.017832,12.750934,270,508,421,0.081235,6.65278963407585
"OGN","Ogn",28.860384,27.052867,35.46297,2887,685,1399,30.4587403333333,0.498037,0.016293,0,13,1,0,5.78785433333333,4.63456326380604
"OGT","Ogt",38.169583,38.587841,41.236345,6850,1694,2869,39.3312563333333,30.253682,29.874466,26.453624,2341,3441,3108,0.079919,37.3465568559617
"OIP5","Oip5",0.4877,0.714423,0.781179,33,12,13,0.661100666666667,0.509604,0.049981,0.185737,8,1,4,0.694573666666667,0.980246949035952
"OIT3","Oit3",0.044835,0,0,5,0,0,0.014945,0,0,0.020159,0,0,1,8.92123233333333,0.102300295558042
"OLA1","Ola1",59.264904,61.877943,61.514818,3475,895,1460,60.8858883333333,126.786337,156.007788,120.118866,1630,2728,2465,9.67170133333333,5.79906487263012
"OLAH","Olah",0.036986,0,0.090262,2,0,2,0.042416,0,0.065105,0.181744,0,2,4,7.055533,0.129403727847679
"OLFM1","Olfm1",164.909462,131.133483,145.150707,11066,2273,4151,147.064550666667,234.878373,142.68741,179.778112,4917,3890,5607,30.034262,4.77100279254801
"OLFM2","Olfm2",3.415226,4.239274,4.200145,256,72,124,3.95154833333333,123.725173,123.454298,136.632752,2040,2755,3237,25.2023393333333,0.188973521422731
"OLFM3","Olfm3",1.287987,1.479661,2.18715,154,57,71,1.65159933333333,6.233297,6.979483,8.989494,247,426,556,0.531365,1.73152666629663
"OLFM4","Olfm4",0.125805,0.258189,0.320966,13,2,8,0.234986666666667,0,0,0,0,0,0,91.8784536666667,0.0132968047799217
"OLFML2A","Olfml2a",5.462829,6.258816,6.076856,1313,366,570,5.93283366666667,0.789561,0.084527,0.166877,85,12,24,2.94627733333333,1.75680345831413
"OLFML2B","Olfml2b",5.270147,6.721675,5.720925,681,211,288,5.904249,2.125157,3.190165,2.328587,55,116,71,0.721112,4.01150477133388
"OLFML3","Olfml3",4.762991,5.425626,4.961987,866,235,320,5.05020133333333,1.526767,0.112013,0.112966,40,4,5,0.0820843333333333,5.5912475090512
"OLIG1","Olig1",0.012695,0,0.028933,1,0,1,0.013876,0,0.09936,0.529487,0,4,9,0,1.013876
"OLIG2","Olig2",0.011078,0,0,1,0,0,0.00369266666666667,0.354273,0.128181,0.040012,3,4,3,1.16603766666667,0.463377291222852
"OLIG3","Olig3",0.180323,0.160123,0.184106,14,3,6,0.174850666666667,0,0,0,0,0,0,0.282026,0.916401591439383
"OLR1","Olr1",0.034553,0,0.070429,5,0,4,0.034994,0.747833,0.186089,0.17784,6,4,4,1.865976,0.361131426083121
"OMA1","Oma1",5.672635,3.612601,6.529368,191,38,86,5.27153466666667,7.642404,5.336325,5.303568,42,44,42,0.432800666666667,4.37711596076868
"OMD","Omd",0.693018,1.047667,0.652221,41,17,17,0.797635333333333,0,0,0,0,0,0,0.0698283333333333,1.6803026030656
"OMG","Omg",6.458566,6.323178,7.056022,557,135,239,6.61258866666667,0.337219,0.305751,0.721002,7,9,27,5.62141,1.14969299086851
"OMP","Omp",1.615168,1.908271,2.520842,140,40,85,2.01476033333333,0.707417,0.171036,0,3,1,0,0,3.01476033333333
"ONECUT1","Onecut1",1.381592,1.186431,1.271258,196,47,83,1.27976033333333,4.016732,2.003979,1.396376,140,98,112,0,2.27976033333333
"ONECUT2","Onecut2",4.962731,4.352951,5.43247,3388,738,1479,4.91605066666667,16.397712,14.998611,11.243585,4256,5536,4425,7.385676,0.705494782611046
"ONECUT3","Onecut3",0.040299,0.047987,0.026728,7,2,2,0.038338,25.982064,21.666078,16.043645,2727,3141,2645,18.288623,0.0538316291422151
"OOEP","Ooep",1.026853,1.310959,1.613028,86,27,53,1.31694666666667,0,0.181968,0,0,1,0,0.00979566666666667,2.29447079557679
"OOSP2","Oosp2",0,0,0,0,0,0,0,0,0.172944,0,0,2,0,28.308618,0.0341196572284643
"OPA1","Opa1",36.748808,34.201805,39.595707,7829,1893,3322,36.8487733333333,54.729932,43.147598,56.056393,2254,2810,2936,0.0406833333333333,36.3691548822088
"OPA3","Opa3",20.88948,19.671963,19.000627,2927,669,1043,19.8540233333333,5.208199,4.916413,4.028663,473,707,621,1.961945,7.0406517789268
"OPALIN","Opalin",0.008858,0,0.068454,1,0,3,0.0257706666666667,0,0,0,0,0,0,9.87876966666667,0.0942910547880889
"OPHN1","Ophn1",30.427235,35.292837,29.892332,1971,501,796,31.8708013333333,3.626443,3.462144,7.995256,455,589,526,0.242048333333333,26.4649937133418
"OPLAH","Oplah",12.675376,16.276529,15.09647,921,245,368,14.6827916666667,2.085,1.109862,1.30785,53,48,79,0.598122,9.81326310924114
"OPN1LW","Opn1mw",0.583939,0.654062,0.203473,10,3,1,0.480491333333333,0,0,0,0,0,0,0.252066333333333,1.18243841713392
"OPN1SW","Opn1sw",0.415508,0.183105,0.356,12,2,5,0.318204333333333,0.202295,0.253666,0.283895,3,5,6,0.441864333333333,0.914236036538805
"OPN3","Opn3",3.106098,2.433434,2.245471,209,39,64,2.595001,2.522133,1.010478,0.946164,48,19,39,1.64801733333333,1.35761988969861
"OPN4","Opn4",0.471299,0.16618,0.398698,21,3,11,0.345392333333333,0,0.029569,0,0,1,0,8.15906333333333,0.146891912892112
"OPN5","Opn5",0.040575,0.110288,0,3,2,0,0.0502876666666667,0.43814,0.147655,0,3,1,0,0.020648,1.02904004776051
"OPRD1","Oprd1",2.742499,2.854168,3.35902,458,115,226,2.985229,0.406242,0.49662,0.469368,63,105,107,0,3.985229
"OPRK1","Oprk1",0.89513,1.111238,0.916028,169,52,66,0.974132,1.486324,2.649001,2.538629,110,251,262,0,1.974132
"OPRL1","Oprl1",5.666448,6.376235,6.16327,642,157,248,6.068651,7.175076,5.528943,5.915159,363,385,437,39.6080303333333,0.174070274819453
"OPRM1","Oprm1",97.224562,89.571113,61.444007,884,128,312,82.7465606666667,1.794101,0.848695,0.647986,380,173,179,0.276681,65.5970917297795
"OPTC","Optc",0.082587,0,0.127373,5,0,3,0.0699866666666667,0.191648,0.140202,0.232354,4,4,7,1.01844133333333,0.530105408067347
"OPTN","Optn",19.450537,19.549734,19.879573,1906,499,744,19.6266146666667,75.911266,59.508096,62.983841,2136,2630,2649,0.150042,17.9355316298593
"OR10H3","Olfr63",0.257147,0.299776,0.288007,76,22,33,0.281643333333333,0,0,0,0,0,0,0,1.28164333333333
"OR1J1","Olfr3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.879167333333333,0.53215058726365
"OR1M1","Olfr24",0,0,0.036519,0,0,2,0.012173,0.20229,0.056651,0.035029,8,3,2,0.0777543333333333,0.939150016562216
"OR2A7","Olfr13",0,0,0,0,0,0,0,0.277513,0.347116,0.289594,4,11,13,0.284441333333333,0.778548598560619
"OR2B6","Olfr11",0.022617,0.037398,0.027739,3,1,1,0.0292513333333333,0,0,0,0,0,0,0,1.02925133333333
"OR2C1","Olfr15",0.008311,0,0.021421,2,0,2,0.00991066666666667,0.049308,0.036201,0,1,1,0,181.309108333333,0.00553955134715568
"OR2V1","Olfr56",0.259067,0.251241,0.119994,21,5,5,0.210100666666667,0.294089,0.279061,0.245743,11,14,13,2.28778466666667,0.368059587032971
"OR2Y1","Olfr10",0.010001,0,0,1,0,0,0.00333366666666667,0,0,0,0,0,0,2.725084,0.269345246084831
"OR4C3","Olfr140",0,0,0,0,0,0,0,0,0,0,0,0,0,0.680402,0.595095697339089
"OR4E2","Olfr1509",0.010469,0,0,1,0,0,0.00348966666666667,0.09137,0.033613,0.04843,4,2,3,14.6302746666667,0.0642016655540112
"OR5AP2","Olfr1020",0.019501,0,0.024863,2,0,1,0.014788,0,0,0,0,0,0,11.2904593333333,0.0825671337805709
"OR5AR1","Olfr1019",0,0,0,0,0,0,0,0,0,0,0,0,0,5.56580166666667,0.152304326382079
"OR5B21","Olfr1444",0,0,0,0,0,0,0,0,0,0,0,0,0,1.88150866666667,0.34704042766486
"OR5H15","Olfr183",0,0.060936,0,0,1,0,0.020312,0,0,0,0,0,0,35.9939603333333,0.0275805020821372
"OR5H6","Olfr187",0,0,0,0,0,0,0,0,0,0,0,0,0,11.8131303333333,0.0780449409305158
"OR5J2","Olfr1052",0,0,0,0,0,0,0,0,0,0,0,0,0,0.635074333333333,0.61159298975806
"OR5K4","Olfr180",0,0,0,0,0,0,0,0,0,0,0,0,0,6.36421333333333,0.135791829315102
"OR5P2","Olfr502",0,0,0,0,0,0,0,0,0,0,0,0,0,32.590214,0.0297705754420022
"OR5P3","Olfr480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"OR5T2","Olfr1086",0,0,0,0,0,0,0,0,0,0.044743,0,0,2,8039.44537,0.000124371219998725
"OR7A17","Olfr19",0,0,0,0,0,0,0,0.182892,0.054205,0.031762,10,4,3,3450.35117866667,0.000289741596329332
"OR8A1","Olfr151",0,0,0,0,0,0,0,0.097597,0.073599,0.038502,9,9,5,4.63860133333333,0.177348945400408
"OR8B3","Olfr147",0.31921,0.42843,0.320095,67,23,26,0.355911666666667,0,0,0,0,0,0,12.0770103333333,0.103686670890704
"OR8B8","Olfr145",0.014355,0,0.018248,4,0,2,0.0108676666666667,0.047963,0.011752,0.011054,3,1,1,3.02095866666667,0.251399666215586
"OR8U1","Olfr1044",0.037344,0.05016,0.063295,3,1,2,0.0502663333333333,0,0,0,0,0,0,5.78043233333333,0.154896661702545
"ORAI1","Orai1",4.877695,4.646235,4.769103,275,64,116,4.76434433333333,2.569379,1.621075,1.988177,64,67,71,13.0451436666667,0.410415476704154
"ORAI2","Orai2",13.15071,11.474848,12.429618,2131,455,760,12.3517253333333,42.874077,43.912545,25.781749,2766,3547,3378,3.86522133333333,2.74432023099463
"ORAI3","Orai3",7.305878,6.75083,6.860937,570,127,215,6.97254833333333,1.981867,1.224197,1.100088,48,49,51,8.63046133333333,0.827846980262351
"ORC1","Orc1",3.20802,0.643282,0.137637,12,7,6,1.32964633333333,0.16629,0.288038,0.287346,8,19,20,2.14131033333333,0.741616104786845
"ORC2","Orc2",13.19101,14.121528,16.870367,1241,302,489,14.727635,7.533388,6.330778,7.94265,224,338,288,6.73505333333333,2.03329367261419
"ORC3","Orc3",27.209761,26.37808,29.377633,1571,343,645,27.655158,13.773433,13.661451,11.560466,438,599,600,4.93762333333333,4.82603162769391
"ORC4","Orc4",56.933059,47.613421,60.523559,1470,333,614,55.0233463333333,42.698777,40.748495,40.147798,1189,1624,1478,4.01833,11.1637429848841
"ORC5","Orc5",14.656427,14.564369,13.845002,1066,248,430,14.355266,6.399577,8.282899,8.451664,179,271,273,13.267105,1.07627062392826
"ORC6","Orc6",7.621741,11.271756,7.636728,298,75,127,8.84340833333333,5.563001,4.657389,3.878839,129,110,113,4.182762,1.89925918522466
"ORM2","Orm3",0.601321,0.176556,0.658234,14,1,6,0.478703666666667,0.222931,0.082555,0.077636,2,1,1,0.343032,1.10101893824322
"ORMDL1","Ormdl1",6.677434,5.071726,6.571202,482,92,187,6.10678733333333,46.119483,45.712094,33.584607,758,974,761,0.379385,5.15214195698324
"ORMDL2","Ormdl2",12.004717,7.063773,10.341815,334,56,106,9.803435,16.225295,16.855881,17.016018,95,137,134,5324.13273,0.00202876351590958
"ORMDL3","Ormdl3",20.218868,22.073013,18.615959,1775,469,646,20.3026133333333,44.767781,34.619661,34.797356,403,502,462,20.7546063333333,0.97922311288587
"OS9","Os9",34.372462,43.789988,32.780808,3534,849,1315,36.981086,93.990893,78.973037,60.59597,1992,2470,2283,2516.673543,0.0150857866801677
"OSBP","Osbp",15.974062,16.016972,15.785207,2952,720,1152,15.9254136666667,19.286178,18.636292,15.406472,1046,1429,1332,0.0591713333333333,15.9798638180666
"OSBP2","Osbp2",13.511715,11.429442,9.014598,850,195,339,11.318585,17.658023,14.231388,14.226987,633,760,772,7.84529,1.39267169307055
"OSBPL10","Osbpl10",29.30692,28.459203,25.222177,1969,476,748,27.6627666666667,5.927682,7.773951,10.003057,229,344,438,30.1383366666667,0.920497680190796
"OSBPL11","Osbpl11",6.612513,6.101738,5.98938,1126,259,412,6.23454366666667,3.679978,4.023752,3.415437,265,393,354,407.331318,0.0177173372400171
"OSBPL1A","Osbpl1a",51.474046,56.631888,55.908612,4096,1038,1546,54.6715153333333,27.930075,48.025055,32.064568,664,1350,1199,5468.498318,0.0101785414486955
"OSBPL2","Osbpl2",21.248891,24.14958,20.825623,2307,578,831,22.074698,20.963745,22.279037,20.522122,735,1041,990,21.7490016666667,1.01431695061197
"OSBPL3","Osbpl3",91.208056,79.973074,88.570892,17377,3864,6544,86.5840073333333,1.35902,0.645466,0.862406,31,25,42,22.9053583333333,3.66378140465718
"OSBPL5","Osbpl5",27.588629,32.212073,26.175137,1803,479,700,28.658613,27.409676,29.829961,24.951237,671,1029,950,17.2470973333333,1.6253879977842
"OSBPL6","Osbpl6",12.311031,10.378174,11.851006,3034,643,1175,11.5134036666667,4.053687,3.373912,3.238842,376,592,575,11.9852836666667,0.963660401103803
"OSBPL8","Osbpl8",16.61377,13.314513,14.203145,3894,903,1583,14.710476,11.339185,17.35751,10.62579,1211,2143,1511,106.217806,0.146528609249848
"OSBPL9","Osbpl9",85.958696,89.535213,92.493869,5155,1252,2056,89.3292593333333,189.817119,300.089011,243.927235,1480,2343,1985,5.84985033333333,13.1870413129708
"OSCAR","Oscar",0.351749,0.29514,0.803273,25,5,15,0.483387333333333,0.390815,0.084973,0.842528,7,3,18,0,1.48338733333333
"OSCP1","Oscp1",15.891711,23.042847,13.856618,876,197,310,17.5970586666667,13.726792,14.764628,13.455533,92,95,85,4.01054233333333,3.71158597801821
"OSER1","Oser1",12.723321,16.252202,12.681706,726,172,259,13.885743,9.438628,9.077589,8.411976,250,319,316,10.5885103333333,1.28452601514989
"OSGEP","Osgep",24.286988,25.241859,21.02142,595,134,212,23.5167556666667,34.590834,40.085918,31.742973,497,834,634,11.9658513333333,1.89087126146801
"OSGEPL1","Osgepl1",8.163976,7.416216,9.152949,435,86,188,8.24438033333333,5.084079,4.540788,4.816074,117,150,159,9.927046,0.846009098280847
"OSGIN1","Osgin1",0.838645,3.426886,1.268997,47,12,22,1.84484266666667,1.232605,1.87298,1.021174,29,54,36,2.441552,0.826616208811218
"OSM","Osm",0,0,0.027608,0,0,1,0.00920266666666667,0,0,0,0,0,0,2.28354633333333,0.307351431719303
"OSMR","Osmr",12.359092,11.344974,11.919615,2320,467,937,11.8745603333333,1.352589,1.004124,1.74372,112,109,190,0,12.8745603333333
"OSR1","Osr1",0.074927,0.051554,0.157792,6,1,5,0.0947576666666667,0.152601,0.025396,0,6,1,0,47.54217,0.0225527137881695
"OSR2","Osr2",0.48976,0.599962,0.322676,29,3,5,0.470799333333333,0,0,0,0,0,0,30.0334696666667,0.0473939700952334
"OST4","Ost4",67.022915,47.077544,63.300859,1071,185,396,59.1337726666667,195.348097,156.32236,176.488943,651,712,859,33.8612833333333,1.72494431979699
"OSTC","Ostc",40.416422,34.08779,40.656731,1461,304,570,38.386981,62.19316,53.004757,56.44499,572,593,661,31.5033986666667,1.21178038653517
"OSTF1","Ostf1",115.999531,99.014259,129.27944,5103,1177,2073,114.76441,10.33368,15.684085,14.305655,185,380,362,7710.23937866667,0.015012425929905
"OSTM1","Ostm1",19.830706,19.368086,19.912066,2356,572,950,19.7036193333333,64.18151,62.737164,60.631891,1006,1312,1154,2.05776466666667,6.77083477320143
"OSTN","Ostn",0.039011,0,0.049634,2,0,1,0.0295483333333333,1.516896,0.221431,0.57557,13,14,8,27.7238093333333,0.0358430290838397
"OTC","Otc",0.008376,0,0,1,0,0,0.002792,0.153919,0,0,1,0,0,9.30468166666667,0.0973142142996816
"OTOA","Otoa",3.561375,2.670092,3.209829,399,72,138,3.14709866666667,0.05516,0.035362,0.117112,2,3,9,6.98472733333333,0.519378870879415
"OTOF","Otof",0.095571,0.068049,0.107149,29,5,13,0.0902563333333333,0.243405,0.062086,0.17665,11,6,13,22.47743,0.0464384872336254
"OTOG","Otog",0.044226,0.0272,0.019198,10,1,3,0.030208,0.232086,0.170177,1.084436,2,5,4,0.510035666666667,0.682240838902922
"OTOGL","Otogl",0.053583,0.054234,0.020488,20,5,3,0.0427683333333333,0.053972,0,0.045344,2,0,2,35.5057553333333,0.0285644913743555
"OTOL1","Otol1",0.035475,0,0,3,0,0,0.011825,0,0,0,0,0,0,108.134467,0.00927136062340415
"OTOP1","Otop1",1.054162,1.386016,0.708957,127,41,35,1.04971166666667,0.068873,0,0.073322,2,0,3,0.316002666666667,1.55752850551468
"OTOP2","Otop2",0.160651,0,0,2,0,0,0.0535503333333333,0,0,0,0,0,0,4.76256233333333,0.182826713602577
"OTOP3","Otop3",0.072115,0.042588,0.105828,7,1,4,0.0735103333333333,0.054843,0.099492,0.206792,2,5,11,0,1.07351033333333
"OTOR","Otor",0.032696,0,0,1,0,0,0.0108986666666667,0.145951,0.547102,0.371882,2,11,11,0.0633833333333333,0.950643700139492
"OTOS","Otos",0.14438,0.397665,0.248171,4,2,3,0.263405333333333,0,0.129812,0,0,1,0,0,1.26340533333333
"OTP","Otp",0.030039,0,0.025713,3,0,1,0.018584,0.027245,0.039084,0.032999,1,2,2,0,1.018584
"OTUB1","Otub1",102.618348,105.355412,103.929201,4381,982,1603,103.967653666667,55.543729,51.551257,51.280428,1032,1319,1390,0,104.967653666667
"OTUB2","Otub2",7.313567,5.223903,7.146018,500,95,175,6.56116266666667,2.904004,3.117354,2.576206,184,258,236,0,7.56116266666667
"OTUD1","Otud1",3.001153,3.173379,2.909795,257,66,113,3.028109,2.319277,3.930925,3.588944,88,206,216,0,4.028109
"OTUD3","Otud3",4.727498,4.146301,4.948592,285,60,122,4.60746366666667,25.22116,18.658268,30.627122,567,801,706,0,5.60746366666667
"OTUD4","Otud4",13.2224,9.737022,15.495402,2656,685,1193,12.8182746666667,6.227235,6.723024,5.840897,679,1004,961,0,13.8182746666667
"OTUD5","Otud5",26.898143,24.861034,28.814564,2167,511,799,26.8579136666667,27.621154,24.78283,25.857529,675,836,891,0,27.8579136666667
"OTUD6A","Otud6a",0,0,0.090339,0,0,1,0.030113,0,0.114246,0.054512,0,4,2,0,1.030113
"OTUD6B","Otud6b",25.968657,23.991254,26.682797,3035,704,1237,25.5475693333333,5.899488,5.250655,4.333383,242,289,239,0,26.5475693333333
"OTUD7A","Otud7a",11.34479,12.106162,14.519936,990,235,475,12.6569626666667,2.313144,3.614202,2.31329,329,496,371,0,13.6569626666667
"OTUD7B","Otud7b",9.356922,8.906243,10.510392,2767,653,1228,9.59118566666667,1.421231,1.128666,0.962791,202,210,197,0,10.5911856666667
"OTULIN","Otulin",9.55096,7.093874,9.140177,396,83,146,8.59500366666667,4.719221,5.880069,5.291394,226,386,271,0,9.59500366666667
