"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"Smarcad1","SMARCAD1",663,1.40045,644,1.25642,562,1.25064,1.30250333333,"SMARCAD1",6.882916,5.863355,7.997859,418,499,131,6.91471,0.290914428112969
"Smarcal1","SMARCAL1",1197,3.72434,1228,3.52898,1213,3.97613,3.74315,"SMARCAL1",18.16032,17.900325,23.610715,801,952,245,19.8904533333333,0.227048686991953
"Smarcb1","SMARCB1",950,5.93378,981,5.65942,926,6.09345,5.89555,"SMARCB1",18.55813,17.600374,23.779772,704,932,273,19.9794253333333,0.328681548252132
"Smarcc1","SMARCC1",1836,2.32679,1937,2.2673,1783,2.38056,2.32488333333,"SMARCC1",13.268782,13.242588,11.146022,966,1203,240,12.552464,0.245334230980433
"Smarcd1","SMARCD1",1599,20.9204,1665,20.1202,1490,20.5377,20.5261,"SMARCD1",44.125551,40.248383,31.77377,1156,1515,444,38.7159013333333,0.542002051504073
"Smarcd2","SMARCD2",770,12.2025,750,10.9777,661,11.0358,11.4053333333,"SMARCD2",11.726508,18.607267,20.229367,340,540,142,16.8543806666667,0.694806141131527
"Smarcd3","SMARCD3",1409,6.50978,1535,6.55026,1390,6.76572,6.60858666667,"SMARCD3",34.76797,24.012242,38.978518,849,835,276,32.5862433333333,0.226538782297177
"Smarce1","SMARCE1",1038,7.33271,1049,6.84443,903,6.72046,6.96586666667,"SMARCE1",35.459814,27.939908,22.765437,685,831,197,28.7217196666667,0.268014998997647
"Smc1a","SMC1A",3309,11.1005,3468,10.7453,3058,10.8075,10.8844333333,"SMC1A",33.163734,26.740413,34.013341,1621,1872,418,31.3058293333333,0.36787272076119
"Smc1b","SMC1B",39,0.0899749,39,0.0831029,25,0.0607632,0.077947,"SMC1B",0.047646,0.327483,0.038405,4,12,1,0.137844666666667,0.94735866114121
"Smc2","SMC2",279,0.883417,259,0.757454,236,0.787259,0.809376666667,"SMC2",1.853892,1.672476,1.285177,180,286,45,1.60384833333333,0.694885582813771
"Smc3","SMC3",1217,4.15726,1350,4.25937,1111,3.9983,4.13831,"SMC3",11.79989,10.520454,9.529417,944,1118,253,10.616587,0.442325271613771
"Smc4","SMC4",1040,5.4011,1068,5.12289,944,5.16494,5.22964333333,"SMC4",4.103425,6.942076,8.646655,217,340,66,6.564052,0.823585471560745
"Smc5","SMC5",1087,2.5014,1054,2.24022,1074,2.60377,2.44846333333,"SMC5",17.785438,12.25047,18.772634,674,880,136,16.269514,0.199685024913266
"Smc6","SMC6",1445,4.16098,1374,3.65435,1247,3.78302,3.86611666667,"SMC6",27.894534,28.400064,27.703775,948,1180,208,27.9994576666667,0.167800264494716
"Smchd1","SMCHD1",1066,1.2644,1172,1.28395,999,1.24835,1.26556666667,"SMCHD1",10.334111,9.973442,14.21834,725,918,155,11.508631,0.181120273407218
"Smco1","SMCO1",3,0.140503,3,0.129772,3,0.148023,0.139432666667,"SMCO1",0.459824,0.281965,0.119007,12,11,1,0.286932,0.885386847686591
"Smco2","SMCO2",0,0,0,0,1,0.00767574,0.00255858,"SMCO2",0,0,0,0,0,0,0,1.00255858
"Smco3","SMCO3",420,11.7966,479,12.4261,340,10.0607,11.4278,"SMCO3",7.596342,5.946362,6.08643,281,303,73,6.54304466666667,1.64758403923014
"Smco4","SMCO4",55,0.164705,63,0.174253,58,0.182985,0.173981,"SMCO4",2.467598,2.243776,1.647926,34,45,7,2.11976666666667,0.376304103939397
"Smcr8","SMCR8",1010,14.5635,1028,13.6909,902,13.7023,13.9855666667,"SMCR8",5.291467,4.223138,3.723814,869,1049,193,4.41280633333333,2.76853922787064
"Smdt1","SMDT1",1567,24.002,1613,22.8196,1406,22.6886,23.1700666667,"SMDT1",227.230549,251.145366,223.939308,857,1426,320,234.105074333333,0.102805380680264
"Smg1","SMG1",4365,6.02945,4264,5.44009,3766,5.48047,5.65000333333,"SMG1",29.290097,19.634246,18.08511,3586,3818,611,22.3364843333333,0.284961660820147
"Smg5","SMG5",2614,15.5572,2758,15.1606,2443,15.3177,15.3451666667,"SMG5",34.683641,27.812287,26.431586,1561,1940,452,29.6425046666667,0.533414838131052
"Smg6","SMG6",2096,1.3633,2241,1.34628,1839,1.26016,1.32324666667,"SMG6",10.329419,7.144339,10.399196,851,936,215,9.29098466666667,0.225755526990064
"Smg7","SMG7",1854,4.38307,1732,3.78192,1593,3.96761,4.0442,"SMG7",22.466088,16.4036,13.313986,1630,1999,417,17.394558,0.27422240860585
"Smg8","SMG8",460,7.89518,453,7.18121,433,7.82954,7.63531,"SMG8",3.243524,2.447266,3.078996,227,253,68,2.923262,2.20105361303935
"Smg9","SMG9",648,4.34264,739,4.57423,570,4.02436,4.31374333333,"SMG9",18.150185,17.394955,21.16429,341,519,127,18.9031433333333,0.26698010682718
"Smim1","SMIM1",395,10.6418,426,10.6004,399,11.3249,10.8557,"SMIM1",27.540058,36.025459,25.411256,383,627,148,29.6589243333333,0.386696541310489
"Smim10l1","SMIM10L1",2127,55.1043,2094,50.1059,1984,54.1506,53.1202666667,"SMIM10L1",42.89761,34.727399,29.463776,1780,2401,455,35.6962616666667,1.47481689438302
"Smim10l2a","SMIM10L2A",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2B",8.219964,6.740605,7.519451,418,516,121,7.49334,1.66477891304245
"Smim10l2a","SMIM10L2A",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2A",8.219964,6.740605,7.519451,418,516,121,7.49334,1.66477891304245
"Smim10l2a","SMIM10L2B",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2B",8.219964,6.740605,7.519451,418,516,121,7.49334,1.66477891304245
"Smim10l2a","SMIM10L2B",241,11.6383,316,14.0946,269,13.6857,13.1395333333,"SMIM10L2A",8.219964,6.740605,7.519451,418,516,121,7.49334,1.66477891304245
"Smim11","SMIM11B",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11B",13.259698,15.364732,15.625925,87,147,33,14.7501183333333,0.182873758302768
"Smim11","SMIM11B",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11A",13.259698,15.364732,15.625925,87,147,33,14.7501183333333,0.182873758302768
"Smim11","SMIM11A",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11B",13.259698,15.364732,15.625925,87,147,33,14.7501183333333,0.182873758302768
"Smim11","SMIM11A",145,1.91437,171,2.0852,118,1.64128,1.88028333333,"SMIM11A",13.259698,15.364732,15.625925,87,147,33,14.7501183333333,0.182873758302768
"Smim12","SMIM12",783,30.186,864,30.7646,802,32.5733,31.1746333333,"SMIM12",29.409736,28.077388,36.09378,534,776,207,31.1936346666667,0.999409779803883
"Smim13","SMIM13",4260,24.7322,4385,23.5135,3900,23.854,24.0332333333,"SMIM13",32.795164,27.921292,27.65136,3042,3953,795,29.4559386666667,0.82194916424291
"Smim14","SMIM14",3602,6.18836,3914,6.2108,3095,5.60192,6.00036,"SMIM14",46.114867,39.832962,43.87118,2104,2462,582,43.273003,0.158118029626317
"Smim15","SMIM15",841,27.6139,923,27.9916,759,26.2553,27.2869333333,"SMIM15",21.835429,20.846471,19.724983,573,897,162,20.8022943333333,1.29742920175389
"Smim17","SMIM17",238,1.10668,226,0.970615,228,1.11692,1.06473833333,"SMIM17",20.898457,18.270643,26.518137,903,1281,315,21.8957456666667,0.0901799995243658
"Smim18","SMIM18",42,1.15193,71,1.79858,49,1.41585,1.45545333333,"SMIM18",9.265572,8.847131,11.302319,73,103,28,9.80500733333333,0.227251426822724
"Smim19","SMIM19",331,3.60041,361,3.62682,316,3.62122,3.61615,"SMIM19",14.993605,13.055903,18.816203,365,472,143,15.6219036666667,0.277714881073289
"Smim20","SMIM20",694,9.40086,682,8.53272,594,8.47693,8.80350333333,"SMIM20",155.283005,141.245104,213.022739,292,446,124,169.850282666667,0.0573806679176346
"Smim23","SMIM23",0,0,2,0.0471794,1,0.0269074,0.0246956,"SMIM23",0,0,0,0,0,0,0,1.0246956
"Smim24","SMIM24",12,0.795264,8,0.489683,9,0.628372,0.637773,"SMIM24",0.366143,0.271319,0.32059,6,5,1,0.319350666666667,1.24134776400108
"Smim26","SMIM26",166,19.6228,140,15.2853,126,15.6916,16.8665666667,"SMIM26",32.258151,25.396963,22.757891,167,197,37,26.804335,0.642582053003605
"Smim3","SMIM3",210,1.17257,199,1.02628,158,0.929437,1.04276233333,"SMIM3",3.606912,3.756721,3.777793,151,239,50,3.71380866666667,0.433357074455575
"Smim31","SMIM31",28,0.0988795,37,0.120683,29,0.107892,0.1091515,"SMIM31",0.073194,0.023104,0,2,1,0,0.0320993333333333,1.07465576633774
"Smim38","SMIM38",16,1.08207,15,0.936959,14,0.997485,1.00550466667,"SMIM38",2.796071,1.898191,0.851099,17,16,4,1.84845366666667,0.704067856233341
"Smim4","SMIM4",1809,6.87748,1898,6.66472,1594,6.38444,6.64221333333,"SMIM4",35.266648,31.856215,68.715776,86,111,43,45.2795463333333,0.165131552463504
"Smim41","SMIM41",31,1.14151,25,0.850265,15,0.581908,0.857894333333,"SMIM41",0.094865,0.073817,0.148871,2,4,1,0.105851,1.6800584647778
"Smim5","SMIM5",178,4.38249,239,5.43492,185,4.79862,4.87201,"SMIM5",1.773409,3.525509,3.973453,30,79,19,3.09079033333333,1.43542189198811
"Smim7","SMIM7",2015,52.9988,2137,51.9147,1816,50.3212,51.7449,"SMIM7",33.002352,30.236071,39.996571,948,1288,359,34.4116646666667,1.48947812808273
"Smim8","SMIM8",285,4.53223,260,3.81887,215,3.60205,3.98438333333,"SMIM8",27.463951,30.048166,34.794323,119,179,49,30.7688133333333,0.156895483662909
"Smim9","SMIM9",51,0.446834,53,0.428891,38,0.350755,0.408826666667,"SMIM9",0,0.518018,0.381373,0,3,1,0.299797,1.08388207286753
"Smn1","SMN1",240,2.90133,261,2.91421,213,2.71275,2.84276333333,"SMN2",55.132529,46.858133,46.633313,138,193,59,49.541325,0.0760321050809412
"Smn1","SMN1",240,2.90133,261,2.91421,213,2.71275,2.84276333333,"SMN1",55.132529,46.858133,46.633313,138,193,59,49.541325,0.0760321050809412
"Smn1","SMN2",240,2.90133,261,2.91421,213,2.71275,2.84276333333,"SMN2",55.132529,46.858133,46.633313,138,193,59,49.541325,0.0760321050809412
"Smn1","SMN2",240,2.90133,261,2.91421,213,2.71275,2.84276333333,"SMN1",55.132529,46.858133,46.633313,138,193,59,49.541325,0.0760321050809412
"Smndc1","SMNDC1",643,8.91942,655,8.39193,589,8.60766,8.63967,"SMNDC1",11.955129,9.994547,10.504519,352,558,103,10.818065,0.815672447223805
"Smo","SMO",355,2.13043,428,2.37234,362,2.28871,2.26382666667,"SMO",6.559309,4.917802,6.655185,522,588,167,6.04409866666667,0.463341986124461
"Smoc1","SMOC1",213,0.207131,300,0.269452,236,0.24178,0.239454333333,"SMOC1",3.014536,2.832131,3.738456,226,318,88,3.195041,0.295457024933249
"Smoc2","SMOC2",679,0.841178,937,1.07214,638,0.832689,0.915335666667,"SMOC2",1.956811,0.682296,5.073788,87,42,32,2.570965,0.536363606662905
"Smox","SMOX",817,3.68332,782,3.25626,782,3.71423,3.55127,"SMOX",62.9305,62.449211,58.599917,874,1318,282,61.3265426666667,0.0730229819475307
"Smpd1","SMPD1",1587,61.1208,1718,61.1125,1495,60.6593,60.9642,"SMPD1",37.024077,37.163212,48.811456,1499,2273,575,40.9995816666667,1.47535279022025
"Smpd2","SMPD2",639,20.9769,675,20.4662,612,21.1658,20.8696333333,"SMPD2",9.756013,7.604518,6.752031,199,289,73,8.03752066666667,2.41987090706883
"Smpd3","SMPD3",1271,2.30885,1418,2.37915,1188,2.27358,2.32052666667,"SMPD3",2.710555,1.676271,2.463854,309,292,89,2.28356,1.0112581060404
"Smpd4","SMPD4",822,5.00812,796,4.47931,765,4.9103,4.79924333333,"SMPD4",32.619294,24.307304,26.686552,772,863,221,27.87105,0.200867073879544
"Smpdl3a","SMPDL3A",1031,9.14612,1082,8.86544,906,8.46741,8.82632333333,"SMPDL3A",21.601637,18.217984,22.58042,514,617,165,20.8000136666667,0.450748494178926
"Smpdl3b","SMPDL3B",6,0.0383437,6,0.0354152,8,0.0538613,0.0425400666667,"SMPDL3B",0.723948,0.976075,1.068794,30,61,14,0.922939,0.542159718361685
"Smpx","SMPX",84,0.242866,92,0.245681,126,0.383798,0.290781666667,"SMPX",1.12057,0.858615,0.629492,9,9,1,0.869559,0.690420396824599
"Sms","SMS",3261,10.4502,3455,10.2263,2941,9.92921,10.2019033333,"SMS",72.085605,73.179767,85.678806,2483,2856,676,76.9813926666667,0.143648413425787
"Smtn","SMTN",1125,7.56216,1494,9.27553,1307,9.25577,8.69782,"SMTN",8.73417,2.839239,12.387136,390,219,121,7.98684833333333,1.07911245859459
"Smtnl1","SMTNL1",6,0.0811409,3,0.0374718,12,0.170968,0.0965269,"SMTNL1",0.056378,0.018637,0,2,1,0,0.025005,1.06977712303842
"Smtnl2","SMTNL2",47,0.323496,51,0.324217,46,0.333559,0.327090666667,"SMTNL2",1.529701,1.716326,1.640841,59,134,19,1.628956,0.50479759519254
"Smu1","SMU1",1444,10.4818,1496,10.0299,1296,9.911,10.1409,"SMU1",35.922111,30.86526,19.538694,885,1121,305,28.775355,0.374165144294669
"Smurf1","SMURF1",1046,1.81694,1126,1.80651,1015,1.85745,1.82696666667,"SMURF1",9.922407,6.744923,7.200919,847,1011,256,7.956083,0.315647662786287
"Smurf2","SMURF2",1241,1.91371,1237,1.76185,1079,1.75295,1.80950333333,"SMURF2",7.603972,6.188084,5.744227,591,735,152,6.51209433333333,0.37399734463709
"Smyd1","SMYD1",582,0.834134,627,0.829994,501,0.756475,0.806867666667,"SMYD1",7.217988,7.321712,4.428197,290,329,101,6.32263233333333,0.24675111140593
"Smyd2","SMYD2",1340,4.96705,1477,5.05672,1208,4.71742,4.91373,"SMYD2",51.449873,37.063339,67.186299,1289,1447,464,51.899837,0.111791081700308
"Smyd3","SMYD3",942,0.258279,948,0.240072,897,0.259104,0.252485,"SMYD3",4.552052,4.664276,4.435923,517,592,115,4.55075033333333,0.225642467195576
"Smyd4","SMYD4",358,0.970175,347,0.868543,311,0.887915,0.908877666667,"SMYD4",4.005491,4.417384,4.365317,178,228,52,4.26273066666667,0.362716199549701
"Smyd5","SMYD5",817,8.77731,857,8.50384,828,9.3716,8.88425,"SMYD5",12.381073,8.378213,15.039066,460,488,132,11.932784,0.764278596163053
"Snai1","SNAI1",16,0.53752,18,0.558525,21,0.743256,0.613100333333,"SNAI1",0.124698,0.10273,0.399098,4,5,4,0.208842,1.33441784230942
"Snai2","SNAI2",12,0.527026,11,0.446209,11,0.508964,0.494066333333,"SNAI2",0.265359,0.499932,0.330991,10,30,4,0.365427333333333,1.09421153133476
"Snai3","SNAI3",0,0,0,0,2,0.0501122,0.0167040666667,"SNAI3",0,0.060209,0,0,3,0,0.0200696666666667,0.996700617506876
"Snap23","SNAP23",420,1.94098,422,1.80127,337,1.64076,1.79433666667,"SNAP23",11.171274,14.179436,8.38014,233,403,80,11.2436166666667,0.228228042640178
"Snap25","SNAP25",29847,67.1614,31486,65.4382,27959,66.2803,66.2933,"SNAP25",847.178512,717.804973,801.088798,36332,46632,10743,788.690761,0.0852147490174321
"Snap29","SNAP29",1167,7.29124,1143,6.59586,1014,6.6744,6.85383333333,"SNAP29",6.748133,6.234922,4.999281,504,697,117,5.994112,1.12292072722456
"Snap47","SNAP47",3851,13.568,4053,13.189,3432,12.7389,13.1653,"SNAP47",145.350717,108.177704,136.806772,4754,5425,1633,130.111731,0.108039912919768
"Snap91","SNAP91",8096,10.9522,8203,10.2494,7510,10.7033,10.6349666667,"SNAP91",127.586119,104.963043,121.533237,4753,5738,1308,118.027466333333,0.0977502674392529
"Snapc1","SNAPC1",1312,8.31635,1316,7.7046,1096,7.31903,7.77999333333,"SNAPC1",15.47001,12.321494,9.494905,950,1143,228,12.428803,0.653818015896875
"Snapc2","SNAPC2",507,25.0528,475,21.6789,447,23.2702,23.3339666667,"SNAPC2",19.368411,20.509525,23.615867,302,401,131,21.164601,1.09787524109728
"Snapc3","SNAPC3",3896,12.1053,4038,11.5882,3491,11.4274,11.7069666667,"SNAPC3",12.588501,9.096575,11.511701,332,427,75,11.0655923333333,1.05315730182552
"Snapc4","SNAPC4",487,4.22532,440,3.52597,472,4.31437,4.02188666667,"SNAPC4",18.88947,20.802909,21.281198,591,656,193,20.3245256666667,0.235498165125424
"Snapc5","SNAPC5",502,20.1904,570,21.1744,508,21.5253,20.9633666667,"SNAPC5",9.343702,9.321423,8.307902,212,315,59,8.991009,2.19831317004118
"Snapin","SNAPIN",1702,87.8211,1895,90.3115,1474,80.1273,86.0866333333,"SNAPIN",35.006367,39.461835,39.05454,954,1636,338,37.840914,2.24213656077455
"Snca","SNCA",378,0.596952,480,0.700138,412,0.68547,0.660853333333,"SNCA",23.063267,18.221906,16.003311,516,623,111,19.0961613333333,0.0826453025423396
"Sncaip","SNCAIP",72,0.0753915,58,0.0560935,57,0.0628794,0.0647881333333,"SNCAIP",2.596055,1.362506,2.696211,130,125,34,2.21825733333333,0.330858605464728
"Sncb","SNCB",1350,27.0853,1372,25.4243,1317,27.8375,26.7823666667,"SNCB",247.172558,186.915066,283.183288,3442,3937,1134,239.090304,0.1157163209169
"Sncg","SNCG",28966,995.524,33077,1049.99,28032,1014.99,1020.168,"SNCG",67.675886,76.19227,101.259283,952,1621,453,81.7091463333333,12.3464942545109
"Snd1","SND1",2842,0.958872,2975,0.927082,2500,0.888629,0.924861,"SND1",60.499157,55.386983,34.312247,919,1205,266,50.066129,0.0376934973864966
"Sned1","SNED1",1101,2.61993,1052,2.31214,982,2.46183,2.46463333333,"SNED1",10.898497,10.167836,8.217556,803,933,220,9.76129633333333,0.321953157501873
"Snf8","SNF8",915,11.3196,991,11.3235,892,11.6257,11.4229333333,"SNF8",52.02511,52.836169,50.101401,751,1022,265,51.6542266666667,0.235934209269557
"Snip1","SNIP1",261,5.4958,264,5.1344,239,5.30191,5.31070333333,"SNIP1",3.474337,3.138289,3.641582,159,229,56,3.41806933333333,1.4283848570952
"Snn","SNN",2795,30.8959,3091,31.5582,2499,29.1024,30.5188333333,"SNN",67.554531,54.918066,68.738372,4172,5071,1340,63.7369896666667,0.486875177477231
"Snora15","SNORA15B-2",1,1.1848,0,0,0,0,0.394933333333,"SNORA15",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15B-2",1,1.1848,0,0,0,0,0.394933333333,"SNORA15B-2",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15B-2",1,1.1848,0,0,0,0,0.394933333333,"SNORA15B-1",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15B-1",1,1.1848,0,0,0,0,0.394933333333,"SNORA15",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15B-1",1,1.1848,0,0,0,0,0.394933333333,"SNORA15B-2",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15B-1",1,1.1848,0,0,0,0,0.394933333333,"SNORA15B-1",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15",1,1.1848,0,0,0,0,0.394933333333,"SNORA15",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15",1,1.1848,0,0,0,0,0.394933333333,"SNORA15B-2",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora15","SNORA15",1,1.1848,0,0,0,0,0.394933333333,"SNORA15B-1",8.591824,11.396404,0,1,2,0,6.66274266666667,0.182040999419311
"Snora16a","SNORA16A",5,5.70621,3,3.16224,2,2.40465,3.7577,"",3.882566,0,0,0,0,0,1.29418866666667,2.0738050314374
"Snora16a","SNORA16A",5,5.70621,3,3.16224,2,2.40465,3.7577,"SNORA16B",3.882566,0,0,0,0,0,1.29418866666667,2.0738050314374
"Snora16a","SNORA16A",5,5.70621,3,3.16224,2,2.40465,3.7577,"SNORA16A",3.882566,0,0,0,0,0,1.29418866666667,2.0738050314374
"Snora16a","SNORA16A",5,5.66456,3,3.13915,2,2.3871,3.73027,"",3.882566,0,0,0,0,0,1.29418866666667,2.06184873490498
"Snora16a","SNORA16A",5,5.66456,3,3.13915,2,2.3871,3.73027,"SNORA16B",3.882566,0,0,0,0,0,1.29418866666667,2.06184873490498
"Snora16a","SNORA16A",5,5.66456,3,3.13915,2,2.3871,3.73027,"SNORA16A",3.882566,0,0,0,0,0,1.29418866666667,2.06184873490498
"Snora23","SNORA23",2,1.68705,3,2.3373,2,1.77735,1.9339,"SNORA23",16.109671,14.245505,0,3,4,0,10.118392,0.263878085967827
"Snora24","SNORA24",2,2.38783,6,6.61637,2,2.51563,3.83994333333,"SNORA24",0,5.121502,0,0,1,0,1.70716733333333,1.78782570022023
"Snora28","SNORA28",17,20.776,11,12.4165,13,16.7379,16.6434666667,"SNORA28",22.299656,9.211137,0,3,2,0,10.5035976666667,1.53373467831064
"Snora30","SNORA30",1,1.19392,2,2.20546,1,1.25782,1.5524,"",17.183649,34.189211,27.311557,2,6,1,26.228139,0.0937412578950034
"Snora33","SNORA33",2,2.40634,3,3.33383,3,3.8027,3.18095666667,"SNORA33",7.960241,0,0,1,0,0,2.65341366666667,1.1443972810461
"Snora43","SNORA17B",3,3.34984,3,3.09399,1,1.17638,2.54007,"",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.115560956611658
"Snora43","SNORA17B",3,3.34984,3,3.09399,1,1.17638,2.54007,"SNORA17B",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.115560956611658
"Snora43","SNORA17B",3,3.34984,3,3.09399,1,1.17638,2.54007,"",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.115560956611658
"Snora43","SNORA17B",3,3.34984,3,3.09399,1,1.17638,2.54007,"",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.115560956611658
"Snora43","SNORA17B",1,1.22212,2,2.25755,0,0,1.15989,"",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.0705067850567796
"Snora43","SNORA17B",1,1.22212,2,2.25755,0,0,1.15989,"SNORA17B",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.0705067850567796
"Snora43","SNORA17B",1,1.22212,2,2.25755,0,0,1.15989,"",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.0705067850567796
"Snora43","SNORA17B",1,1.22212,2,2.25755,0,0,1.15989,"",17.183649,17.094606,54.623113,2,3,2,29.6337893333333,0.0705067850567796
"Snora44","SNORA44",1,1.20317,2,2.22255,6,7.60541,3.67704333333,"SNORA44",0,0,25.592338,0,0,1,8.53077933333333,0.490730418757291
"Snora64","SNORA64",8,9.26621,7,7.48868,7,8.54189,8.43226,"SNORA64",35.484448,38.183112,57.945086,4,7,2,43.870882,0.210208927919001
"Snora74a","SNORA74A",0,0,2,1.4628,0,0,0.4876,"SNORA74A",0,0,0,0,0,0,0,1.4876
"Snora75","SNORA75",1,1.16699,1,1.07785,3,3.68834,1.97772666667,"SNORA75",0,0,0,0,0,0,0,2.97772666667
"Snorc","SNORC",0,0,0,0,1,0.031373,0.0104576666667,"SNORC",0.183032,0,0,1,0,0,0.0610106666666667,0.952353919156358
"Snord100","SNORD100",2,4.19484,2,3.87445,0,0,2.68976333333,"SNORD100",0,0,0,0,0,0,0,3.68976333333
"Snord104","SNORD104",2,4.43454,5,10.2396,2,4.67189,6.44867666667,"SNORD104",42.959122,132.958044,136.557783,3,14,3,104.158316333333,0.0708329776130973
"Snord110","SNORD110",0,0,0,0,1,2.40465,0.80155,"SNORD110",0,0,0,0,0,0,0,1.80155
"Snord123","SNORD123",3,6.55813,1,2.01908,0,0,2.85907,"SNORD123",0,0,0,0,0,0,0,3.85907
"Snord14a","AC013267.1",0,0,3,4.94326,1,1.8795,2.27425333333,"SNORD14B",0,0,0,0,0,0,0,3.27425333333
"Snord14a","AC013267.1",0,0,3,4.94326,1,1.8795,2.27425333333,"SNORD14",0,0,0,0,0,0,0,3.27425333333
"Snord15b","SNORD15B",1,1.07041,0,0,1,1.1277,0.732703333333,"SNORD15B",8.386631,5.419908,0,1,1,0,4.60217966666667,0.30929092539511
"Snord17","SNORD17",0,0,0,0,1,0.687043,0.229014333333,"SNORD17",0,1.780688,0,0,1,0,0.593562666666667,0.771236901466693
"Snord1a","SNORD1A",0,0,0,0,3,6.62904,2.20968,"SNORD1A",0,0,0,0,0,0,0,3.20968
"Snord1c","SNORD1C",0,0,3,5.65874,0,0,1.88624666667,"SNORD1C",0,0,0,0,0,0,0,2.88624666667
"Snord2","SNORD2",7,15.7458,7,14.5432,8,18.9584,16.4158,"",0,0,0,0,0,0,0,17.4158
"Snord21","SNORD21",5,8.2558,2,3.0501,1,1.73953,4.34847666667,"SNORD21",18.902503,12.204905,0,2,2,0,10.369136,0.470438269598499
"Snord22","SNORD22",4,4.92727,4,4.55094,8,10.382,6.62007,"SNORD22",25.002065,21.679146,0,3,4,0,15.5604036666667,0.460137938264025
"Snord32a","SNORD32A",1,1.86999,2,3.45433,1,1.97008,2.43146666667,"SNORD32B",21.479561,14.245505,0,2,2,0,11.9083553333333,0.265832987863985
"Snord34","SNORD34",0,0,1,2.04792,0,0,0.68264,"SNORD34",57.278829,28.491009,0,4,3,0,28.589946,0.0568652609234231
"Snord35a","SNORD35A",2,3.44909,3,4.77849,0,0,2.74252666667,"SNORD35A",42.959122,7.122752,68.278891,4,1,2,39.4535883333333,0.0925140839381657
"Snord35b","SNORD35B",1,1.78401,2,3.29551,2,3.75899,2.94617,"SNORD35B",0,11.502951,31.077775,0,2,1,14.1935753333333,0.259726227265445
"Snord49a","SNORD49A",5,10.7784,3,5.97311,2,4.54212,7.09787666667,"SNORD49A",0,47.485016,0,0,5,0,15.8283386666667,0.481204759844188
"Snord4a","SNORD4A",6,13.1163,4,8.07632,5,11.5152,10.9026066667,"SNORD4A",0,0,0,0,0,0,0,11.9026066667
"Snord53","SNORD53",0,0,3,5.51364,2,4.19272,3.23545333333,"SNORD53",21.479561,21.368257,68.278891,2,3,2,37.0422363333333,0.111335550734141
"Snord55","SNORD55",1,1.96467,3,5.44385,4,8.2793,5.22927333333,"SNORD55",21.479561,7.122752,34.139446,2,1,1,20.9139196666667,0.284261028062696
"Snord57","SNORD57",1,2.15568,2,3.98207,1,2.27106,2.80293666667,"SNORD57",0,0,0,0,0,0,0,3.80293666667
"Snord58b","SNORD58B",1,2.35165,1,2.17204,0,0,1.50789666667,"SNORD58B",0,0,0,0,0,0,0,2.50789666667
"Snord59a","SNORD59A",2,4.19484,2,3.87445,2,4.41936,4.16288333333,"SNORD59A",28.639415,37.988013,45.519261,2,4,1,37.3822296666667,0.134512334957282
"Snord67","SNORD67",0,0,0,0,1,1.47312,0.49104,"SNORD67",0,7.122752,0,0,1,0,2.37425066666667,0.441887739618633
"Snord67","SNORD67",0,0,0,0,1,1.47312,0.49104,"",0,7.122752,0,0,1,0,2.37425066666667,0.441887739618633
"Snord7","SNORD7",6,9.60056,5,7.38942,3,5.0572,7.34906,"SNORD7",21.479561,21.368257,0,2,3,0,14.282606,0.546311277016498
"Snord73a","SNORD73A",2,4.56497,0,0,1,2.40465,2.32320666667,"SNORD73A",0,9.497003,45.519261,0,1,1,18.3387546666667,0.171841813185523
