"Hs_symbol","Heart","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"PEBP1P3",0,0,0,0,1
"PEBP4",184.24592,184.24592,50.47333,50.47333,3.59887188180753
"PECR",6.17358,6.17358,7.57204,7.57204,0.836857970798083
"PEF1",46.49161,46.49161,60.53481,60.53481,0.771784458260292
"PEG10",2.93498,2.93498,83.1057,83.1057,0.0467861274562842
"PEG3",5.69285,5.69285,24.35499,24.35499,0.263965791349158
"PELI1",8.95675,8.95675,9.66731,9.66731,0.933389017474883
"PELI2",2.35304,2.35304,21.38841,21.38841,0.149766776649168
"PELI3",1.73316,1.73316,39.18789,39.18789,0.0680095421780044
"PELO",14.75081,14.75081,3.92086,3.92086,3.20082465260138
"PELP1",13.43513,13.43513,60.65928,60.65928,0.234111231918375
"PEMT",2.45425,2.45425,159.63514,159.63514,0.0215037008714283
"PENK",0,0,3.83788,3.83788,0.206702109188322
"PEPD",36.45954,36.45954,504.25619,504.25619,0.0741396953494028
"PER1",11.84113,11.84113,201.89333,201.89333,0.0632900549268919
"PER2",2.391,2.391,3.38149,3.38149,0.773937633088287
"PER3",11.66402,11.66402,11.14023,11.14023,1.04314498160249
"PERP",171.81021,171.81021,18.1314,18.1314,9.03280523119061
"PES1",19.10267,19.10267,48.66849,48.66849,0.404736886504905
"PES1P1",0,0,0,0,1
"PES1P2",0,0,0,0,1
"PET100",329.59071,329.59071,148.78535,148.78535,2.20709642164604
"PET112",103.63517,103.63517,37.44528,37.44528,2.72166492219591
"PET117",13.43513,13.43513,10.41414,10.41414,1.26467083810081
"PEX1",35.10591,35.10591,15.78718,15.78718,2.15080257672819
"PEX10",14.39658,14.39658,48.37806,48.37806,0.311810144019429
"PEX11A",16.87614,16.87614,5.33154,5.33154,2.82334787429283
"PEX11B",45.27713,45.27713,30.84827,30.84827,1.45305004008067
"PEX11G",0,0,10.01998,10.01998,0.0907442663235323
"PEX12",13.19476,13.19476,3.56819,3.56819,3.10730508144364
"PEX12P1",0,0,0,0,1
"PEX13",34.34686,34.34686,8.06992,8.06992,3.89715234533491
"PEX14",3.95969,3.95969,102.02542,102.02542,0.0481404492211728
"PEX16",1.79641,1.79641,146.15069,146.15069,0.0190037165303132
"PEX19",118.22152,118.22152,36.30429,36.30429,3.19591982584309
"PEX2",67.74491,67.74491,26.55399,26.55399,2.49491670716292
"PEX26",7.96999,7.96999,21.6581,21.6581,0.395884473985021
"PEX3",37.53486,37.53486,8.56781,8.56781,4.02755280466481
"PEX5",14.33333,14.33333,60.32735,60.32735,0.250024336613273
"PEX5L",0.20241,0.20241,96.65239,96.65239,0.0123131650950888
"PEX6",3.25125,3.25125,12.44718,12.44718,0.316144351455101
"PEX7",25.80759,25.80759,11.51365,11.51365,2.14226784351488
"PF4",0,0,0,0,1
"PF4V1",0,0,0,0,1
"PFAS",3.80788,3.80788,12.01153,12.01153,0.369509196843108
"PFDN1",215.99938,215.99938,211.43617,211.43617,1.02148038161298
"PFDN2",89.30184,89.30184,108.04156,108.04156,0.828141490272149
"PFDN4",102.07912,102.07912,34.81063,34.81063,2.87845033723227
"PFDN5",749.00193,749.00193,629.93126,629.93126,1.18872209628669
"PFDN6",102.61046,102.61046,95.71885,95.71885,1.0712540523383
"PFKFB1",0.18976,0.18976,0.99577,0.99577,0.596140837872099
"PFKFB2",103.40746,103.40746,10.28967,10.28967,9.24805242314434
"PFKFB3",4.55428,4.55428,53.33619,53.33619,0.102220637847446
"PFKFB4",0.60724,0.60724,4.29428,4.29428,0.30358046797676
"PFKL",3.88379,3.88379,173.0781,173.0781,0.0280551660432875
"PFKM",676.75334,676.75334,66.01157,66.01157,10.1139749449237
"PFKP",277.95023,277.95023,123.22713,123.22713,2.24548558756851
"PFN1",150.68341,150.68341,182.70392,182.70392,0.825695009665553
"PFN1P1",0,0,0,0,1
"PFN1P10",0,0,0,0,1
"PFN1P11",0,0,1.22397,1.22397,0.449646353143253
"PFN1P12",0,0,0,0,1
"PFN1P2",0.34157,0.34157,2.11602,2.11602,0.43053959859051
"PFN1P3",0,0,0,0,1
"PFN1P4",0,0,0,0,1
"PFN1P5",0,0,0,0,1
"PFN1P6",0,0,0,0,1
"PFN1P7",0.36687,0.36687,0,0,1.36687
"PFN1P8",0,0,0,0,1
"PFN1P9",0,0,0,0,1
"PFN2",91.54103,91.54103,240.68706,240.68706,0.382896088851426
"PFN3",0,0,0,0,1
"PFN4",2.90968,2.90968,0.89205,0.89205,2.06637245315927
"PGA3",0,0,0,0,1
"PGA4",0,0,0.14522,0.14522,0.873194670019734
"PGA5",0,0,0.6431,0.6431,0.608605684377092
"PGAM1",184.46099,184.46099,160.83837,160.83837,1.14596427287299
"PGAM1P1",0,0,0,0,1
"PGAM1P10",0,0,0,0,1
"PGAM1P11",0,0,0.47714,0.47714,0.676983901322827
"PGAM1P12",0,0,0,0,1
"PGAM1P13",0,0,0,0,1
"PGAM1P2",0.30362,0.30362,0,0,1.30362
"PGAM1P3",0.21506,0.21506,0,0,1.21506
"PGAM1P4",0,0,0.8713,0.8713,0.53438785870785
"PGAM1P5",0.27832,0.27832,0.12447,0.12447,1.13682001298389
"PGAM1P6",0,0,0,0,1
"PGAM1P7",0,0,0.43565,0.43565,0.696548601678682
"PGAM1P8",0,0,0,0,1
"PGAM1P9",0,0,0,0,1
"PGAM2",16.57252,16.57252,20.12295,20.12295,0.831915996581917
"PGAM3P",0,0,0,0,1
"PGAM4",0.0506,0.0506,0,0,1.0506
"PGAM4P1",0,0,0,0,1
"PGAM4P2",0,0,0,0,1
"PGAM5",9.27302,9.27302,19.60432,19.60432,0.498585733477251
"PGAM5P1",0,0,0,0,1
"PGAP1",4.02295,4.02295,9.95775,9.95775,0.45839246195615
"PGAP2",31.26007,31.26007,52.85904,52.85904,0.598972243099766
"PGAP3",2.59341,2.59341,17.73724,17.73724,0.19177904536634
"PGBD1",5.6802,5.6802,3.31925,3.31925,1.54661110146437
"PGBD2",4.22536,4.22536,3.42298,3.42298,1.18141162745479
"PGBD3",5.32598,5.32598,1.14099,1.14099,2.9546985273168
"PGBD4",4.02295,4.02295,0.74683,0.74683,2.87546584384285
"PGBD4P1",0,0,0,0,1
"PGBD4P3",0,0,0,0,1
"PGBD4P4",0,0,0,0,1
"PGBD4P5",0,0,0,0,1
"PGBD4P6",0,0,0,0,1
"PGBD4P7",0,0,0,0,1
"PGBD4P8",0,0,0,0,1
"PGBD5",1.92292,1.92292,21.78257,21.78257,0.128296324778109
"PGC",0,0,0.41491,0.41491,0.706758733771053
"PGCP1",0,0,0,0,1
"PGD",22.7714,22.7714,47.88017,47.88017,0.486319912553496
"PGDP1",0,0,0,0,1
"PGF",2.66931,2.66931,6.92893,6.92893,0.462774926755565
"PGGT1B",15.88938,15.88938,3.7549,3.7549,3.55199478432775
"PGK1",755.90926,755.90926,178.8453,178.8453,4.20866856125793
"PGK2",0,0,0,0,1
"PGLS",1.15122,1.15122,55.18252,55.18252,0.0382898453113175
"PGLYRP1",0,0,1.51441,1.51441,0.397707613316842
"PGLYRP2",0,0,0,0,1
"PGLYRP3",0,0,0.24894,0.24894,0.800678975771454
"PGLYRP4",0,0,0.14522,0.14522,0.873194670019734
"PGM1",205.17031,205.17031,17.17711,17.17711,11.342304139657
"PGM2",11.87908,11.87908,2.61391,2.61391,3.56375227938715
"PGM2L1",0.93616,0.93616,13.87861,13.87861,0.130130435571602
"PGM3",14.86466,14.86466,11.43066,11.43066,1.27625242746564
"PGM5",138.04528,138.04528,9.89551,9.89551,12.7617045920751
"PGM5-AS1",4.02295,4.02295,0,0,5.02295
"PGM5P1",0.88555,0.88555,0.89205,0.89205,0.996564572817843
"PGM5P2",0.86025,0.86025,10.22744,10.22744,0.165687814853609
"PGP",21.64548,21.64548,27.09337,27.09337,0.806079156754779
"PGPEP1",16.52192,16.52192,28.25511,28.25511,0.59893536547974
"PGPEP1L",0.69579,0.69579,0,0,1.69579
"PGR",6.62901,6.62901,0.33192,0.33192,5.72782899873866
"PGRMC1",35.71314,35.71314,118.70465,118.70465,0.306697693030304
"PGRMC2",112.45276,112.45276,40.95124,40.95124,2.70439586529504
"PGS1",7.65372,7.65372,41.51136,41.51136,0.203562530109599
"PHACTR1",27.08531,27.08531,55.07879,55.07879,0.500818758749966
"PHACTR2",16.85084,16.85084,2.92509,2.92509,4.54788043076719
"PHACTR3",16.55987,16.55987,219.5061,219.5061,0.0796343956017543
"PHACTR4",14.81406,14.81406,28.23436,28.23436,0.540940865474736
"PHAX",68.87083,68.87083,24.14754,24.14754,2.7784359822074
"PHB",151.94849,151.94849,80.78223,80.78223,1.87019221657321
"PHB2",111.84552,111.84552,108.76765,108.76765,1.02803986420407
"PHBP1",0,0,0,0,1
"PHBP10",0,0,0,0,1
"PHBP11",0,0,0,0,1
"PHBP12",0,0,0,0,1
"PHBP13",0.13916,0.13916,0,0,1.13916
"PHBP14",0,0,0,0,1
"PHBP15",0,0,0,0,1
"PHBP3",0,0,0,0,1
"PHBP4",0,0,0.35267,0.35267,0.739278611930478
"PHBP5",0,0,0,0,1
"PHBP6",0,0,0,0,1
"PHBP7",0,0,0,0,1
"PHBP8",0,0,0,0,1
"PHBP9",1.01206,1.01206,1.84633,1.84633,0.706896248853787
"PHC1",14.68755,14.68755,22.19748,22.19748,0.67626095593142
"PHC1P1",0.32892,0.32892,3.27776,3.27776,0.310657914422502
"PHC2",30.24801,30.24801,80.69925,80.69925,0.382476093721791
"PHC3",4.97176,4.97176,4.6262,4.6262,1.06141978600121
"PHEX",0.0506,0.0506,0.99577,0.99577,0.526413364265421
"PHF1",34.9288,34.9288,129.11879,129.11879,0.276123071848424
"PHF10",83.69754,83.69754,40.76453,40.76453,2.02797780796288
"PHF11",54.84112,54.84112,35.64044,35.64044,1.5240297332674
"PHF12",12.81524,12.81524,35.18404,35.18404,0.38180479570551
"PHF13",5.07296,5.07296,10.24818,10.24818,0.53990601146141
"PHF14",14.48514,14.48514,91.715,91.715,0.167018713261069
"PHF15",6.73021,6.73021,22.07301,22.07301,0.335032577023977
"PHF16",6.31274,6.31274,8.85825,8.85825,0.741788857048665
"PHF17",26.8576,26.8576,5.58049,5.58049,4.23336256114666
"PHF19",4.8832,4.8832,34.08454,34.08454,0.167686394064166
"PHF2",16.88879,16.88879,30.14293,30.14293,0.574409344271718
"PHF20",12.57487,12.57487,7.9662,7.9662,1.51400481809462
"PHF20L1",43.1518,43.1518,12.30197,12.30197,3.31919257072449
"PHF21A",33.08178,33.08178,123.95321,123.95321,0.272756338152497
"PHF21B",0.20241,0.20241,4.19055,4.19055,0.231653678319253
"PHF23",14.33333,14.33333,22.3427,22.3427,0.656879024277397
"PHF2P2",0,0,0,0,1
"PHF3",22.78405,22.78405,11.0365,11.0365,1.9759938520334
"PHF5A",33.60047,33.60047,28.04766,28.04766,1.19116204196827
"PHF6",9.94351,9.94351,5.43527,5.43527,1.70055180279926
"PHF7",28.08473,28.08473,15.04035,15.04035,1.81322290349026
"PHF8",8.33686,8.33686,7.34384,7.34384,1.11901234923009
"PHGDH",2.93498,2.93498,100.07536,100.07536,0.0389311499855158
"PHGR1",0,0,0,0,1
"PHIP",3.80788,3.80788,1.51441,1.51441,1.91213047991378
"PHKA1",20.29185,20.29185,1.41068,1.41068,8.83230042975426
"PHKA1P1",0.91086,0.91086,0,0,1.91086
"PHKA2",29.91909,29.91909,26.63697,26.63697,1.11875831540144
"PHKB",75.87936,75.87936,25.01884,25.01884,2.95475739886943
"PHKBP1",0,0,0,0,1
"PHKBP2",0,0,0,0,1
"PHKG1",3.83319,3.83319,7.07415,7.07415,0.598600471876297
"PHKG1P1",0,0,0,0,1
"PHKG1P2",0,0,0.33192,0.33192,0.75079584359421
"PHKG1P4",0,0,0,0,1
"PHKG2",13.0556,13.0556,44.89285,44.89285,0.306269930936954
"PHLDA1",8.46337,8.46337,8.69228,8.69228,0.97638223410797
"PHLDA2",0.10121,0.10121,0.31118,0.31118,0.839861803871322
"PHLDA3",2.18858,2.18858,114.80453,114.80453,0.0275341560472634
"PHLDB1",53.52544,53.52544,349.01905,349.01905,0.155778492627758
"PHLDB2",106.15267,106.15267,3.63043,3.63043,23.1409761080504
"PHLDB3",0.03795,0.03795,4.16981,4.16981,0.200771401656927
"PHLPP1",3.58017,3.58017,85.92706,85.92706,0.0526898068334532
"PHLPP2",2.21389,2.21389,3.87937,3.87937,0.658669049487946
"PHOSPHO1",0.13916,0.13916,5.18633,5.18633,0.184141486147684
"PHOSPHO2",3.55487,3.55487,3.02881,3.02881,1.13057453689799
"PHOX2A",0,0,0,0,1
"PHOX2B",0,0,0,0,1
"PHPT1",30.90585,30.90585,184.28057,184.28057,0.172202892078754
"PHRF1",2.35304,2.35304,28.54554,28.54554,0.113487179452466
"PHTF1",13.66284,13.66284,10.41414,10.41414,1.28462065473176
"PHTF2",27.90762,27.90762,8.71303,8.71303,2.97616912539136
"PHYH",252.83844,252.83844,13.65041,13.65041,17.3263710708437
"PHYHD1",26.70579,26.70579,54.31122,54.31122,0.500907230033979
"PHYHIP",0.22771,0.22771,88.66544,88.66544,0.0136921203977809
"PHYHIPL",0.08856,0.08856,953.97297,953.97297,0.0011398856660833
"PI15",0.0759,0.0759,0.18671,0.18671,0.906624196307438
"PI16",2.79582,2.79582,69.28933,69.28933,0.0540027910352823
"PI3",0,0,2.51018,2.51018,0.284885675378471
"PI4K2A",9.66519,9.66519,13.02805,13.02805,0.760276018405979
"PI4K2B",28.4263,28.4263,7.90396,7.90396,3.30485536772402
"PI4KA",9.80435,9.80435,95.46991,95.46991,0.111997098369844
"PI4KAP1",1.20182,1.20182,11.65886,11.65886,0.173935093681422
"PI4KAP2",3.40306,3.40306,39.1049,39.1049,0.109788579450391
"PI4KB",29.21065,29.21065,66.1153,66.1153,0.450130596153187
"PIANP",0.22771,0.22771,52.50637,52.50637,0.022945118497106
"PIAS1",34.43542,34.43542,18.87823,18.87823,1.78262450932503
"PIAS2",19.52015,19.52015,17.38457,17.38457,1.11616154198874
"PIAS3",16.74963,16.74963,15.7042,15.7042,1.06258485889776
"PIAS4",1.16387,1.16387,21.26394,21.26394,0.0971916920365398
"PIBF1",20.02618,20.02618,13.13178,13.13178,1.48786493987311
"PICALM",163.19503,163.19503,107.31548,107.31548,1.51589625047131
"PICK1",11.05678,11.05678,80.51254,80.51254,0.147913192252382
"PID1",16.69903,16.69903,114.0577,114.0577,0.153827427455963
"PIDD",0.0506,0.0506,44.91359,44.91359,0.0228821139884727
"PIEZO1",3.35246,3.35246,45.68117,45.68117,0.0932380229544375
"PIEZO1P1",0,0,0,0,1
"PIEZO1P2",0,0,0,0,1
"PIEZO2",0.01265,0.01265,28.5248,28.5248,0.0342982848317347
"PIF1",0.72109,0.72109,1.01652,1.01652,0.853495130224347
"PIGA",6.14828,6.14828,5.89167,5.89167,1.03723480665789
"PIGB",8.98205,8.98205,7.36458,7.36458,1.19337133484287
"PIGC",35.8017,35.8017,16.5755,16.5755,2.09392051435236
"PIGCP1",8.98205,8.98205,34.52019,34.52019,0.281024679203574
"PIGF",372.6666,372.6666,32.46641,32.46641,11.1654222846131
"PIGG",22.54369,22.54369,39.64428,39.64428,0.57926207574596
"PIGH",20.07678,20.07678,63.8748,63.8748,0.324883930278012
"PIGK",45.18858,45.18858,64.14449,64.14449,0.709017447216181
"PIGL",6.5025,6.5025,45.3285,45.3285,0.16194135359444
"PIGM",3.2639,3.2639,6.05763,6.05763,0.604154652482491
"PIGN",13.20741,13.20741,7.32309,7.32309,1.70698742894766
"PIGO",10.05737,10.05737,18.40109,18.40109,0.569935503623766
"PIGP",82.50837,82.50837,17.88246,17.88246,4.42253657627237
"PIGQ",0.67049,0.67049,66.01157,66.01157,0.0249283817704913
"PIGR",0.68314,0.68314,0.51863,0.51863,1.10832790080533
"PIGS",27.33833,27.33833,28.44182,28.44182,0.962519640429838
"PIGT",67.36539,67.36539,65.97008,65.97008,1.02083482653746
"PIGU",25.2383,25.2383,28.13064,28.13064,0.900711415883757
"PIGV",5.69285,5.69285,4.93738,4.93738,1.12723962421135
"PIGW",14.24478,14.24478,2.199,2.199,4.76548296342607
"PIGX",27.6293,27.6293,23.60816,23.60816,1.1634067723877
"PIGY",19.89967,19.89967,95.78108,95.78108,0.215947889814827
"PIGZ",3.83319,3.83319,8.29812,8.29812,0.519802927903705
"PIH1D1",8.56458,8.56458,61.80027,61.80027,0.1523015744996
"PIH1D2",9.00735,9.00735,1.9708,1.9708,3.36857075535209
"PIH1D3",0,0,0,0,1
"PIK3AP1",3.04884,3.04884,1.92931,1.92931,1.38218215211091
"PIK3C2A",21.03824,21.03824,5.68421,5.68421,3.29705978717006
"PIK3C2B",8.1471,8.1471,32.17597,32.17597,0.275714621155011
"PIK3C2G",0.17711,0.17711,0.04149,0.04149,1.13021728485151
"PIK3C3",46.52956,46.52956,60.9912,60.9912,0.766714630463679
"PIK3CA",12.41041,12.41041,6.90819,6.90819,1.69576224142313
"PIK3CB",28.24919,28.24919,13.81637,13.81637,1.97411309247812
"PIK3CD",0.8476,0.8476,8.21514,8.21514,0.200496140047791
"PIK3CG",0.31627,0.31627,0.43565,0.43565,0.916846027931599
"PIK3IP1",7.41336,7.41336,30.86902,30.86902,0.263998077129451
"PIK3R1",124.63546,124.63546,34.87286,34.87286,3.50224264248794
"PIK3R2",5.26272,5.26272,31.49138,31.49138,0.192750200206947
"PIK3R3",27.47749,27.47749,8.27738,8.27738,3.06956166503905
"PIK3R4",32.00647,32.00647,19.39686,19.39686,1.6182132936148
"PIK3R5",1.49279,1.49279,3.60968,3.60968,0.540772895298589
"PIK3R6",0.35422,0.35422,0.78832,0.78832,0.757258208821687
"PIKFYVE",9.07061,9.07061,7.92471,7.92471,1.1283963288443
"PILRA",2.37835,2.37835,19.85326,19.85326,0.162005844649709
"PILRB",38.52162,38.52162,108.26976,108.26976,0.361688540361029
"PIM1",8.02059,8.02059,32.9228,32.9228,0.265915254636999
"PIM2",3.64342,3.64342,9.68806,9.68806,0.43444928265747
"PIM3",10.13327,10.13327,75.8241,75.8241,0.144918977248025
"PIN1",5.02236,5.02236,296.26374,296.26374,0.0202593158519771
"PIN1P1",0,0,0,0,1
"PIN4",67.28949,67.28949,21.92779,21.92779,2.97845932817773
"PIN4P1",4.04825,4.04825,2.36497,2.36497,1.50023625767837
"PINK1",11.06943,11.06943,95.90556,95.90556,0.124548374726899
"PINLYP",2.17593,2.17593,12.11526,12.11526,0.242155321358479
"PINX1",13.97911,13.97911,33.48293,33.48293,0.434392031071606
"PION",14.28273,14.28273,13.6919,13.6919,1.04021467611405
"PIP",0,0,0,0,1
"PIP4K2A",14.20682,14.20682,706.37772,706.37772,0.0214974540051954
"PIP4K2B",29.72933,29.72933,51.59358,51.59358,0.584279107830271
"PIP4K2C",25.04854,25.04854,24.02307,24.02307,1.04098098274912
"PIP5K1A",57.0297,57.0297,13.65041,13.65041,3.96096081952655
"PIP5K1B",87.44217,87.44217,20.18518,20.18518,4.17471883646965
"PIP5K1C",2.97293,2.97293,38.77298,38.77298,0.0998901766978486
"PIP5K1P1",0,0,0,0,1
"PIP5K1P2",0,0,0,0,1
"PIP5KL1",0,0,1.9708,1.9708,0.336609667429649
"PIPOX",0.37952,0.37952,7.9662,7.9662,0.153857821596663
"PIPSL",0.54398,0.54398,0.06224,0.06224,1.45351333032083
"PIR",23.58105,23.58105,28.81523,28.81523,0.824446096843794
"PIRT",0,0,2.40646,2.40646,0.29355988328059
"PISD",8.50132,8.50132,35.20479,35.20479,0.262432678106958
"PITHD1",55.72667,55.72667,91.23786,91.23786,0.615004185916716
"PITPNA",40.33068,40.33068,37.17559,37.17559,1.08264679078961
"PITPNB",48.86995,48.86995,24.33425,24.33425,1.96847943002062
"PITPNC1",11.96764,11.96764,62.27741,62.27741,0.204933166512346
"PITPNM1",9.98146,9.98146,63.21095,63.21095,0.17102160924266
"PITPNM2",6.43925,6.43925,15.72494,15.72494,0.444799801972384
"PITPNM3",0.17711,0.17711,14.83289,14.83289,0.0743458711580766
"PITRM1",114.81846,114.81846,76.79913,76.79913,1.4886857989286
"PITX1",0,0,0.49789,0.49789,0.66760576544339
"PITX2",0,0,0,0,1
"PITX3",0,0,0.2282,0.2282,0.814199641752158
"PIWIL1",0.06325,0.06325,1.72186,1.72186,0.390633610839646
"PIWIL2",0.36687,0.36687,0.74683,0.74683,0.782485988905618
"PIWIL3",0,0,0.08298,0.08298,0.923378086391254
"PIWIL4",2.45425,2.45425,5.51825,5.51825,0.529935181989031
"PJA1",19.17858,19.17858,39.93472,39.93472,0.492945352991299
"PJA2",95.13385,95.13385,66.01157,66.01157,1.43458584838409
"PKD1",2.78317,2.78317,269.79272,269.79272,0.0139707226988968
"PKD1L1",1.5687,1.5687,0.24894,0.24894,2.05670408506413
"PKD1L2",7.3248,7.3248,6.24434,6.24434,1.14914540178953
"PKD1L3",0.06325,0.06325,0.04149,0.04149,1.02089314347713
"PKD1P1",0.06325,0.06325,5.62198,5.62198,0.160563758875744
"PKD1P5",0.06325,0.06325,15.14407,15.14407,0.0658600959980971
"PKD1P6",2.58076,2.58076,31.98926,31.98926,0.108543204667216
"PKD2",23.89732,23.89732,18.00693,18.00693,1.30990749163595
"PKD2L1",0.31627,0.31627,2.61391,2.61391,0.364223237435354
"PKD2L2",0.41748,0.41748,1.16174,1.16174,0.655712527871067
"PKDCC",37.85113,37.85113,24.25126,24.25126,1.53858183710437
"PKDREJ",0.40482,0.40482,0,0,1.40482
"PKHD1",0.0253,0.0253,0,0,1.0253
"PKHD1L1",6.81877,6.81877,0.89205,0.89205,4.13243307523586
"PKIA",408.3418,408.3418,43.02577,43.02577,9.29777718822408
"PKIB",0.94881,0.94881,3.90012,3.90012,0.397706586777467
"PKIG",92.64164,92.64164,499.50551,499.50551,0.187094124098654
"PKLR",0,0,0.12447,0.12447,0.889307851699023
"PKM",1209.68,1209.68,418.14242,418.14242,2.88846927018267
"PKMP1",0,0,0.16596,0.16596,0.857662355483893
"PKMP2",0,0,0,0,1
"PKMP3",4.54163,4.54163,8.50558,8.50558,0.582987045503799
"PKMP4",0,0,0,0,1
"PKMP5",0,0,0,0,1
"PKMYT1",0.39217,0.39217,23.91934,23.91934,0.0558670494483401
"PKN1",13.11886,13.11886,119.49297,119.49297,0.117175798720871
"PKN2",25.64313,25.64313,8.69228,8.69228,2.74890221908571
"PKN3",1.83436,1.83436,5.35229,5.35229,0.44619499424617
"PKNOX1",6.21153,6.21153,10.14446,10.14446,0.647095507543658
"PKNOX2",2.45425,2.45425,25.74493,25.74493,0.129155320279395
"PKP1",0.01265,0.01265,4.54322,4.54322,0.18268262850834
"PKP2",737.66684,737.66684,3.81714,3.81714,153.341368529875
"PKP3",0,0,6.67999,6.67999,0.130208502875655
"PKP4",41.91203,41.91203,1259.987,1259.987,0.0340305094342765
"PKP4P1",0,0,0.91279,0.91279,0.522796543269256
"PLA1A",7.36275,7.36275,5.0826,5.0826,1.37486436721139
"PLA2G10",0,0,0.60161,0.60161,0.624371725950762
"PLA2G12A",78.9788,78.9788,25.68269,25.68269,2.99740393491061
"PLA2G12AP1",0.21506,0.21506,0.66385,0.66385,0.730270156564594
"PLA2G12AP2",0,0,0,0,1
"PLA2G12B",0,0,0,0,1
"PLA2G15",17.59723,17.59723,6.72148,6.72148,2.408505882292
"PLA2G16",51.00793,51.00793,329.55996,329.55996,0.157332817925075
"PLA2G1B",0,0,1.0995,1.0995,0.476303881876637
"PLA2G2A",156.42686,156.42686,11.90781,11.90781,12.1962486277688
"PLA2G2C",0,0,0,0,1
"PLA2G2D",0,0,0,0,1
"PLA2G2E",0,0,0,0,1
"PLA2G2F",0,0,0.18671,0.18671,0.842665857707443
"PLA2G3",0.03795,0.03795,0.37342,0.37342,0.755741142549257
"PLA2G4A",2.92233,2.92233,0.93354,0.93354,2.02857453168799
"PLA2G4B",3.98499,3.98499,12.67538,12.67538,0.364522960239496
"PLA2G4C",34.03059,34.03059,30.70306,30.70306,1.104959268916
"PLA2G4D",0,0,0.62236,0.62236,0.61638600557213
"PLA2G4E",0.01265,0.01265,0.60161,0.60161,0.632270028284039
"PLA2G4F",1.06267,1.06267,1.84633,1.84633,0.72467704025886
"PLA2G5",93.89407,93.89407,2.13677,2.13677,30.2521606620823
"PLA2G6",6.13563,6.13563,73.8118,73.8118,0.09538107624733
"PLA2G7",0.10121,0.10121,1.05801,1.05801,0.535084863533219
"PLA2R1",3.49161,3.49161,2.199,2.199,1.40406689590497
"PLAA",42.65842,42.65842,10.55936,10.55936,3.77688903191872
"PLAC1",0,0,0,0,1
"PLAC1L",0,0,0,0,1
"PLAC2",0.0506,0.0506,1.74261,1.74261,0.383065765821608
"PLAC8",1.63195,1.63195,5.7257,5.7257,0.391327296786952
"PLAC8L1",0,0,1.07876,1.07876,0.481056014162289
"PLAC9",4.27596,4.27596,7.21937,7.21937,0.641893478453945
"PLAG1",6.17358,6.17358,0.47714,0.47714,4.8563981748514
"PLAGL1",13.73874,13.73874,5.20707,5.20707,2.37450842345906
"PLAGL2",6.94528,6.94528,1.7841,1.7841,2.85380553859416
"PLAT",6.90732,6.90732,16.99041,16.99041,0.439529727226895
"PLAU",5.12356,5.12356,1.99155,1.99155,2.04695224883422
"PLAUR",0.65784,0.65784,4.83366,4.83366,0.284185228484348
"PLB1",0.91086,0.91086,2.44795,2.44795,0.55420177206746
"PLBD1",48.50308,48.50308,4.37726,4.37726,9.2060045450657
"PLBD2",2.97293,2.97293,20.49636,20.49636,0.184818732101621
"PLCB1",3.27655,3.27655,19.2309,19.2309,0.21138703666174
"PLCB2",4.0609,4.0609,36.84367,36.84367,0.133731744304926
"PLCB3",1.80906,1.80906,6.43105,6.43105,0.378016565626661
"PLCB4",19.64666,19.64666,7.11564,7.11564,2.5440581395922
"PLCD1",4.28861,4.28861,31.22169,31.22169,0.164131986869714
"PLCD3",5.30068,5.30068,109.34852,109.34852,0.0570980018581128
"PLCD4",2.25184,2.25184,2.73838,2.73838,0.869852716952263
"PLCE1",10.41159,10.41159,4.4395,4.4395,2.09791157275485
"PLCG1",40.14092,40.14092,55.41072,55.41072,0.729310315486135
"PLCG2",5.31333,5.31333,37.48677,37.48677,0.164038967156766
"PLCH1",1.29038,1.29038,1.12025,1.12025,1.08024053767244
"PLCH2",0.0253,0.0253,33.08877,33.08877,0.0300773539203673
"PLCL1",84.31743,84.31743,34.54094,34.54094,2.40053949051432
"PLCL2",50.19829,50.19829,8.52632,8.52632,5.37440375716961
"PLCXD1",0,0,0,0,1
"PLCXD2",0.93616,0.93616,1.36919,1.36919,0.817224452238951
"PLCXD3",87.45482,87.45482,3.69266,3.69266,18.8496119471686
"PLCZ1",1.51809,1.51809,0,0,2.51809
"PLD1",35.37157,35.37157,25.413,25.413,1.37703290046568
"PLD2",6.69226,6.69226,36.07609,36.07609,0.207472255030129
"PLD3",20.21594,20.21594,491.80901,491.80901,0.0430510391845311
"PLD4",0,0,27.40455,27.40455,0.0352056272674624
"PLD5",0.7717,0.7717,36.01385,36.01385,0.0478658664256758
"PLD6",5.64225,5.64225,6.38955,6.38955,0.898870702546163
"PLEC",5.21212,5.21212,31.55361,31.55361,0.190827376748692
"PLEK",6.36334,6.36334,3.96235,3.96235,1.48384132517859
"PLEK2",0.15181,0.15181,1.26546,1.26546,0.508422130604822
"PLEKHA1",39.35657,39.35657,33.13026,33.13026,1.18242785141397
"PLEKHA2",55.70137,55.70137,15.37227,15.37227,3.46325646962822
"PLEKHA3",35.42218,35.42218,11.59663,11.59663,2.89142254714158
"PLEKHA4",9.42483,9.42483,10.64234,10.64234,0.89542394398377
"PLEKHA5",87.80905,87.80905,24.9981,24.9981,3.41598232178505
