"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"PEX2","Pex2",6.187108,6.597062,6.023908,282,273,188,6.26935933333333,14.053681,11.18614,9.514693,225,232,174,2.28429,2.21337315929267
"PEX26","Pex26",0.846244,0.811568,0.893671,102,104,84,0.850494333333333,4.363324,3.779037,3.234876,562,447,391,0.0347746666666667,1.7883065685154
"PEX3","Pex3",3.682229,6.088629,4.38573,180,176,153,4.71886266666667,9.043627,10.148213,6.001691,125,104,72,2.62272,1.57861017872391
"PEX5","Pex5",2.38399,2.302408,3.553829,236,210,203,2.74674233333333,4.890987,3.865979,3.573011,312,215,201,0,3.74674233333333
"PEX5L","Pex5l",0.072189,0.045217,0.041454,6,2,4,0.0529533333333333,0.070661,0.030621,0.024617,11,4,4,1.11582366666667,0.497656468221753
"PEX6","Pex6",3.852193,4.648942,4.837619,349,309,254,4.44625133333333,6.135426,5.170799,4.527365,459,354,309,0,5.44625133333333
"PEX7","Pex7",6.776472,7.95145,10.45531,325,298,259,8.39441066666667,4.225995,6.808341,5.204612,106,167,127,0,9.39441066666667
"PF4V1","Pf4",15.900426,16.387321,14.22742,78,75,49,15.5050556666667,0,0,0,0,0,0,0.0167126666666667,16.2337464731104
"PFAS","Pfas",1.606725,1.148319,1.130112,151,126,97,1.295052,12.185846,8.137166,5.637185,369,273,178,12.3844086666667,0.17147205058941
"PFDN1","Pfdn1",25.312554,30.583976,31.432458,382,395,292,29.1096626666667,103.491696,86.71055,77.020734,1265,1101,1000,0.332547333333333,22.5955670867977
"PFDN2","Pfdn2",15.04648,17.409749,16.859292,250,263,215,16.438507,31.199915,39.355557,29.46783,247,266,202,0.517389,11.4924432693265
"PFDN5","Pfdn5",93.231417,90.190615,113.693142,514,476,436,99.0383913333333,171.892497,159.155233,148.897583,1143,1068,984,7.386703,11.9282143809472
"PFDN6","Pfdn6",20.164755,18.74258,17.181973,180,175,124,18.696436,38.342492,39.797302,38.466918,267,250,250,809.872198,0.0242904320170069
"PFKFB1","Pfkfb1",5.391313,3.215695,3.542769,156,121,100,4.04992566666667,0.188474,0.049663,0,5,1,0,0.176509,4.29229667318029
"PFKFB2","Pfkfb2",10.731769,9.022822,7.596539,886,642,458,9.11704333333333,6.424442,5.542592,4.050103,670,411,391,11.0248553333333,0.841344286719901
"PFKFB4","Pfkfb4",0.40359,0.596432,0.489128,28,26,27,0.496383333333333,6.577849,3.107257,4.707823,276,175,192,1.05590933333333,0.727845002243938
"PFKL","Pfkl",12.507587,14.782908,14.461456,1089,993,867,13.917317,17.400388,14.962211,14.748601,1075,745,706,1.30634533333333,6.46794596819557
"PFKM","Pfkm",137.888731,139.900754,166.692122,10167,9331,8505,148.160535666667,117.18505,89.273133,76.013729,3945,3073,2608,0,149.160535666667
"PFKP","Pfkp",10.357691,9.476655,9.002596,589,477,424,9.612314,548.05823,410.962423,393.5712,11502,8058,8186,9.694003,0.992361232739508
"PFN1","Pfn1",30.659447,41.364967,39.367577,679,905,586,37.1306636666667,319.288286,321.333265,291.387695,4289,4046,3659,0.225309333333333,31.1192142501159
"PFN2","Pfn2",6.804745,6.331775,6.909645,363,317,281,6.682055,63.275289,49.371643,42.028142,1083,1126,829,0.105065,6.95167705067123
"PFN3","Pfn3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878953333333333,0.919206075584477
"PFN4","Pfn4",1.095176,0.877133,1.341073,28,25,37,1.10446066666667,1.147867,0.767833,1.56981,22,12,20,0.034772,2.03374334313904
"PGA5","Pga5",0,0,0,0,0,0,0,0,0,0.425106,0,0,3,0,1
"PGAM1","Pgam1",13.440888,11.926278,12.582982,563,553,378,12.6500493333333,266.072572,212.48416,223.047886,9649,7356,7666,0,13.6500493333333
"PGAM2","Pgam2",156.429405,162.05865,183.869377,3460,3333,2885,167.452477333333,74.420597,65.766174,60.509624,1072,898,825,0.802567666666667,93.4514029339259
"PGAM5","Pgam5",3.774693,4.926342,4.762468,228,277,211,4.48783433333333,6.777331,5.21664,4.961637,350,286,278,3.63339933333333,1.18440780483846
"PGAP1","Pgap1",0.328774,0.331353,0.251082,109,68,57,0.303736333333333,0.559735,0.36827,0.364223,75,65,54,0.0118576666666667,1.28845822518516
"PGAP2","Pgap2",25.568377,28.564537,32.345092,516,580,489,28.826002,16.999735,16.998336,13.353644,366,346,280,0,29.826002
"PGAP3","Pgap3",0.794057,1.305417,1.23792,60,72,63,1.11246466666667,8.847078,7.01982,5.951612,309,231,234,0.0277466666666667,2.05543324554689
"PGBD5","Pgbd5",0.168597,0.096034,0.050499,6,5,3,0.105043333333333,0.508595,0.810304,0.406822,45,64,49,0,1.10504333333333
"PGC","Pgc",0,0,0,0,0,0,0,0.037351,0,0,1,0,0,0.219201,0.820209301009432
"PGD","Pgd",3.638404,4.13618,4.410209,228,239,197,4.06159766666667,52.903624,38.451625,26.053919,1031,889,699,0.018753,4.96842479645868
"PGF","Pgf",1.030345,1.584816,1.024028,50,67,36,1.213063,1.650258,0.978214,1.049122,64,41,40,0.120712,1.97469376610583
"PGGHG","Pgghg",0.3441,1.255348,0.670672,34,38,29,0.756706666666667,2.679043,2.439425,1.962206,104,74,66,10.9825943333333,0.146604868511641
"PGGT1B","Pggt1b",2.986025,2.786613,3.04177,499,425,385,2.938136,5.800448,5.1055,4.969236,122,123,121,0.274941,3.08887705391857
"PGK1","Pgk1",44.823538,46.207463,49.726607,2441,2335,1959,46.9192026666667,723.814172,530.160444,500.918513,8249,5715,6804,0.018874,47.0315295774224
"PGK2","Pgk2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.458182333333333,0.685785293883001
"PGLS","Pgls",7.4379,8.242876,10.618846,180,215,172,8.76654066666667,22.842509,20.113465,14.814376,376,305,257,7.57436866666667,1.13903904139726
"PGLYRP1","Pglyrp1",0.181299,0,0.287808,3,0,2,0.156369,0,0.094005,0,0,1,0,0.0280556666666667,1.12481165903143
"PGLYRP2","Pglyrp2",0.021798,0.045946,0,1,2,0,0.0225813333333333,0,0,0,0,0,0,0,1.02258133333333
"PGLYRP3","Pglyrp3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.285337666666667,0.77800567581074
"PGLYRP4","Pglyrp4",0,0,0,0,0,0,0,0,0,0,0,0,0,4.633229,0.17751808066031
"PGM1","Pgm1",2.493099,0.921609,1.7552,64,54,38,1.72330266666667,34.943575,30.440244,27.288299,1682,1405,1232,0.645681333333333,1.65481774114227
"PGM2","Pgm2",27.539212,27.875825,31.449495,2087,1971,1715,28.954844,2.807741,3.085489,3.210331,77,58,46,51.2052196666667,0.573790210849861
"PGM2L1","Pgm2l1",0.588584,0.51452,0.748656,158,146,122,0.617253333333333,0.521446,0.309581,0.371415,62,49,58,0.148625333333333,1.40799030493262
"PGM3","Pgm3",0.798403,0.803572,1.183473,63,51,57,0.928482666666667,90.292401,61.969791,51.430939,589,493,378,2.97493833333333,0.485160398714781
"PGM5","Pgm5",19.778743,21.552132,27.778904,1224,1216,1053,23.036593,32.070236,20.921513,19.309994,1206,959,827,17.629503,1.29024338437799
"PGP","Pgp",4.05729,4.439726,4.994318,320,361,266,4.49711133333333,11.181907,8.526371,5.732539,430,351,258,6.32549233333333,0.750408448087471
"PGPEP1","Pgpep1",21.009114,13.479687,17.741501,274,260,253,17.4101006666667,23.071202,28.878668,24.5635,992,797,675,7.99886033333333,2.04582580290445
"PGPEP1L","Pgpep1l",0.0393,0,0.177328,1,0,2,0.0722093333333333,0,0,0,0,0,0,0.0757386666666667,0.996719153598644
"PGR","Pgr",0,0,0,0,0,0,0,0.055218,0.022033,0.030556,13,5,2,0.0450743333333333,0.956869734624937
"PGRMC1","Pgrmc1",3.006153,2.886715,2.918711,177,162,123,2.937193,10.394345,9.89327,7.189091,335,333,238,0,3.937193
"PGRMC2","Pgrmc2",4.935779,4.5064,4.701546,375,375,279,4.714575,43.924767,41.053978,36.175111,1030,1138,1000,0,5.714575
"PGS1","Pgs1",2.775474,2.665267,2.867703,195,189,150,2.76948133333333,6.665079,4.860457,2.891516,220,161,124,0,3.76948133333333
"PHACTR1","Phactr1",2.38425,0.974809,4.272682,71,57,76,2.54391366666667,4.548916,2.745161,2.490538,161,90,72,0,3.54391366666667
"PHACTR3","Phactr3",0,0,0.169653,0,0,6,0.056551,0.22264,0.245817,0.136299,7,8,4,0,1.056551
"PHACTR4","Phactr4",2.70345,3.767094,2.581655,238,273,176,3.01739966666667,6.451976,5.081141,5.581767,540,400,390,0,4.01739966666667
"PHAX","Phax",3.106533,3.914465,3.320661,119,145,98,3.44721966666667,11.75635,8.733547,7.991148,193,163,143,2.796853,1.17129097878339
"PHB","Phb",44.78524,43.834942,48.604696,1279,1174,1031,45.741626,110.673776,107.737797,84.739454,1459,1291,1060,0.193472333333333,39.1643984485606
"PHB2","Phb2",94.406052,93.551014,92.375818,1072,1209,981,93.4442946666667,130.223538,146.586425,149.032829,1904,1681,1499,0.493007333333333,63.2577567156402
"PHC1","Phc1",2.045501,1.181436,1.258391,103,123,110,1.49510933333333,11.115078,6.415221,5.628243,377,272,267,0,2.49510933333333
"PHC2","Phc2",3.604861,3.033002,4.428307,259,237,231,3.68872333333333,25.370853,18.114084,17.44707,964,838,715,0,4.68872333333333
"PHC3","Phc3",1.406646,1.331069,1.402679,504,404,347,1.38013133333333,7.533254,2.327057,1.827503,392,267,225,1.359178,1.00888162458845
"PHETA1","Pheta1",0.958532,0.897009,1.62508,73,71,82,1.160207,7.003236,6.321404,5.53786,372,324,247,3.34093633333333,0.497636185864355
"PHETA2","Pheta2",0.067419,0.048283,0.07817,6,4,5,0.064624,0.278278,0.232575,0.233933,14,11,11,0.125815333333333,0.945647095467996
"PHEX","Phex",0.006512,0,0.011629,1,0,1,0.006047,0.039875,0.11558,0.03158,5,15,4,0,1.006047
"PHF1","Phf1",2.211917,2.133204,2.54634,170,160,139,2.29715366666667,23.353364,20.50539,15.867452,536,429,365,0.122519,2.93728094283185
"PHF10","Phf10",10.661339,9.221985,8.727365,496,426,415,9.53689633333333,9.595147,6.76506,5.197423,500,420,355,1.04824033333333,5.14436522016215
"PHF11","Phf11a",0.172706,0.106025,0.083384,6,4,2,0.120705,7.704288,10.644103,6.828385,110,133,115,0,1.120705
"PHF12","Phf12",5.716469,3.533307,4.173753,309,258,233,4.47450966666667,16.845124,10.586218,7.919542,451,332,296,0.0303863333333333,5.31306509953063
"PHF13","Phf13",0.714571,0.514487,0.706511,72,51,50,0.645189666666667,3.53192,3.729634,3.615451,279,238,268,1.36749,0.694908813412799
"PHF14","Phf14",7.08928,8.486243,11.782709,357,379,315,9.11941066666667,11.051203,11.673551,7.898799,197,164,141,1.16283233333333,4.67877722683697
"PHF19","Phf19",0.169142,0.422609,0.389121,18,10,7,0.326957333333333,12.391341,9.947062,10.897045,384,325,257,0,1.32695733333333
"PHF2","Phf2",2.677469,2.666616,2.691021,496,475,355,2.67836866666667,4.472131,4.194146,4.177472,407,319,279,0.0163223333333333,3.61929335410977
"PHF20","Phf20",1.777423,4.105301,4.307889,289,221,190,3.396871,13.851301,9.571434,9.130755,292,234,203,0,4.396871
"PHF20L1","Phf20l1",7.023931,7.295275,6.939797,909,791,698,7.08633433333333,17.482142,7.238137,5.98789,819,506,433,7.60189233333333,0.940064583463553
"PHF21A","Phf21a",3.816083,3.863942,4.930716,161,125,137,4.20358033333333,21.919955,13.645925,11.699413,530,451,370,0.063554,4.89263387974032
"PHF21B","Phf21b",1.301428,0.475729,0.644166,13,18,12,0.807107666666667,0.303883,0.142611,0.12253,12,9,9,0,1.80710766666667
"PHF23","Phf23",2.583399,4.341629,3.273839,136,154,126,3.39962233333333,12.908689,15.619149,10.996915,416,360,320,0.0157556666666667,4.33137857627835
"PHF24","Phf24",0.573415,1.43028,1.645563,55,60,70,1.21641933333333,0.608273,0.782384,0.674009,63,28,36,0.076983,2.05798915427015
"PHF5A","Phf5a",10.020824,10.084276,8.932928,145,135,104,9.67934266666667,39.300554,39.205402,38.524016,125,137,124,0.0478573333333333,10.1915998742831
"PHF6","Phf6",2.279659,0.973708,2.334187,88,62,74,1.862518,3.746843,1.839449,1.349889,225,154,110,0.360514333333333,2.10399694429288
"PHF7","Phf7",0.922021,0.732752,0.957572,44,38,35,0.870781666666667,10.110755,7.348542,8.272113,112,81,64,0.181742333333333,1.58307070323
"PHF8","Phf8",1.351194,0.990272,2.16683,193,167,131,1.50276533333333,4.86108,1.334925,2.39854,215,136,161,0,2.50276533333333
"PHGDH","Phgdh",0.688404,0.432916,0.383196,12,8,6,0.501505333333333,6.628487,7.662523,6.859721,127,127,97,6.37672333333333,0.203546380348637
"PHGR1","Phgr1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PHIP","Phip",1.47312,1.750265,1.782818,456,386,353,1.66873433333333,0.839076,0.71442,0.479866,159,149,98,0,2.66873433333333
"PHKA1","Phka1",2.883374,3.427088,3.007206,556,585,408,3.10588933333333,6.011924,4.119437,3.68157,723,512,450,0.0139583333333333,4.04936692007397
"PHKA2","Phka2",4.067287,2.520163,4.315031,185,184,141,3.63416033333333,17.747819,14.737862,13.171726,533,349,297,0.487915,3.11453297623408
"PHKB","Phkb",8.190665,10.274375,9.920338,732,708,572,9.46179266666667,25.456592,22.583601,20.118309,1070,818,639,0,10.4617926666667
"PHKG1","Phkg1",5.566694,7.427131,7.680752,271,301,210,6.89152566666667,0.471381,0.718052,0.494717,11,7,6,0,7.89152566666667
"PHKG2","Phkg2",4.173187,3.331559,2.739104,113,90,66,3.41461666666667,10.426069,10.033591,8.297544,271,255,223,0,4.41461666666667
"PHLDA1","Phlda1",1.467721,2.341081,4.253705,83,116,104,2.68750233333333,9.077603,8.506692,6.636595,940,932,718,0,3.68750233333333
"PHLDA2","Phlda2",0,0,0,0,0,0,0,1.398189,1.436793,1.657265,23,21,25,0,1
"PHLDA3","Phlda3",2.164135,2.514708,2.875535,50,58,45,2.518126,20.078863,20.900406,16.642914,492,493,389,0,3.518126
"PHLDB1","Phldb1",19.808254,18.7041,23.741218,1258,1243,1059,20.7511906666667,40.892482,27.794358,23.760226,2495,1615,1288,0.00913866666666667,21.5542138906579
"PHLDB2","Phldb2",2.131215,2.194016,3.563265,254,252,195,2.62949866666667,126.443254,68.553951,56.202965,3696,2263,1759,0.204684333333333,3.01282133936608
"PHLPP1","Phlpp1",1.736895,1.590849,1.931561,322,302,248,1.75310166666667,1.351491,1.124751,0.496735,99,64,54,0,2.75310166666667
"PHLPP2","Phlpp2",0.353973,0.321281,0.291512,94,79,56,0.322255333333333,1.06505,0.737769,0.383515,153,98,65,0,1.32225533333333
"PHOSPHO1","Phospho1",12.63846,18.867862,20.960479,455,652,449,17.4889336666667,0,0.181429,0,0,2,0,2.21443933333333,5.75183780105561
"PHOSPHO2","Phospho2",3.633699,4.252612,3.576482,257,237,175,3.820931,0.335216,0.314754,1.761516,4,5,13,0,4.820931
"PHOX2A","Phox2a",0.074259,0.040887,0,2,2,0,0.038382,0,0,0,0,0,0,4.37708166666667,0.193112558888046
"PHOX2B","Phox2b",0,0,0,0,0,0,0,0.174113,0,0,1,0,0,2.50902533333333,0.284979418786375
"PHPT1","Phpt1",11.497129,11.833372,9.55843,223,191,145,10.962977,133.267542,120.262838,119.266411,1198,1011,1002,3.38777933333333,2.72643086426862
"PHRF1","Phrf1",3.941752,3.44062,4.466133,230,209,208,3.94950166666667,4.103053,2.858499,2.512909,524,344,306,0.412062,3.50515888584684
"PHTF1","Phtf1",2.495015,1.538579,1.216121,120,80,65,1.749905,20.570875,15.558067,14.276848,637,478,418,0.038504,2.64794839499896
"PHTF2","Phtf2",15.662683,15.286876,15.624058,1260,1082,970,15.524539,31.501237,15.62926,10.719772,470,441,239,2.66572666666667,4.50784810287728
"PHYH","Phyh",149.515332,135.47156,172.09166,5643,5099,4561,152.359517333333,20.969255,18.856723,17.161825,473,507,439,0.009476,151.919924132256
"PHYHD1","Phyhd1",21.60878,25.365431,20.377094,453,448,295,22.450435,12.680277,14.662856,17.024584,180,212,191,0.782386,13.1567657061938
"PHYHIP","Phyhip",1.693148,2.072529,2.707148,164,189,186,2.15760833333333,0.452442,0.57641,0.498311,30,36,23,0,3.15760833333333
"PHYHIPL","Phyhipl",0,0.025406,0,0,1,0,0.00846866666666667,0.02735,0.10621,0.054173,1,6,2,0.196462,0.842875633882787
"PHYKPL","Phykpl",1.621312,1.858251,2.045832,107,88,84,1.84179833333333,17.221143,13.420849,7.842139,288,236,133,0.059956,2.68105311289651
"PI15","Pi15",0.222118,0.116132,0.219556,52,24,37,0.185935333333333,0.079261,0.009577,0.009556,5,1,1,0,1.18593533333333
"PI16","Pi16",9.546576,8.677324,13.552234,506,412,361,10.5920446666667,0.192924,0.203028,0.205856,5,5,3,0.294836333333333,8.95251729369143
"PI4K2A","Pi4k2a",2.412186,2.532258,2.681067,259,251,210,2.541837,4.596621,3.276291,3.43341,418,280,293,4.11531533333333,0.69239856571892
"PI4K2B","Pi4k2b",0.328763,0.285888,0.258776,31,25,17,0.291142333333333,1.169586,1.23426,0.622582,47,51,36,0.0127503333333333,1.27488709787309
"PI4KA","Pi4ka",7.958802,7.263936,6.945765,694,626,533,7.389501,40.476661,28.029427,22.525779,1169,875,674,40.4557006666667,0.202372674085467
"PI4KB","Pi4kb",4.744536,6.296947,5.687853,271,272,210,5.57644533333333,23.791082,19.816102,16.438612,617,496,409,0.0731026666666667,6.12844002499916
"PIANP","Pianp",0.99672,0.121264,0.145109,9,8,7,0.421031,0.019625,0.021189,0.021089,1,1,1,0.0463353333333333,1.35810285166706
"PIAS1","Pias1",1.850873,1.718105,2.035883,307,227,216,1.868287,9.288223,7.863298,6.948438,461,431,295,1.02848833333333,1.41400221675747
"PIAS2","Pias2",2.531931,2.467493,3.045312,190,172,181,2.68157866666667,9.981751,5.785295,3.81517,443,379,300,2.51462033333333,1.04750394566089
"PIAS3","Pias3",1.781047,2.635603,1.577135,114,108,86,1.99792833333333,6.30101,6.037068,4.038531,332,285,223,0.212894,2.47171503308066
"PIAS4","Pias4",12.854876,21.74157,28.979843,82,123,87,21.1920963333333,19.857035,9.708209,17.07297,152,141,118,0.0224576666666667,21.7046603070445
"PICALM","Picalm",51.304966,44.706407,37.810254,2027,1962,1165,44.607209,63.716821,43.558858,42.096728,1506,1570,1123,20.5181316666667,2.11947810834568
"PICK1","Pick1",3.615787,3.881868,4.240645,200,188,123,3.91276666666667,16.65931,10.430185,9.259056,436,333,267,0,4.91276666666667
"PID1","Pid1",1.74054,1.183214,1.744667,106,93,71,1.55614033333333,0.234413,0.551905,0.571415,12,10,13,13.130798,0.180891435383432
"PIDD1","Pidd1",0.141544,0.073651,0.145802,8,7,9,0.120332333333333,6.388634,5.861074,4.888198,287,219,191,5.19629666666667,0.180806761458054
"PIEZO1","Piezo1",3.221602,3.960661,4.018313,315,318,290,3.73352533333333,29.769449,25.157859,24.746306,915,617,500,0.141078,4.14829252104881
"PIEZO2","Piezo2",0.111289,0.083563,0.218301,9,6,10,0.137717666666667,0.69418,0.491864,0.03566,17,16,7,0.240599333333333,0.917070996330268
"PIF1","Pif1",0.060107,0,0,4,0,0,0.0200356666666667,10.110139,13.379663,8.360879,93,90,58,0,1.02003566666667
"PIFO","Pifo",0,0,0,0,0,0,0,4.181368,5.836735,3.386066,82,80,64,0,1
"PIGA","Piga",0.363294,0.335235,0.172222,28,28,14,0.290250333333333,2.448117,7.536054,23.115759,57,51,50,0,1.29025033333333
"PIGB","Pigb",0.814568,0.699694,0.746605,78,62,51,0.753622333333333,1.912149,1.900397,2.418347,25,21,21,68.2031003333333,0.0253402278927763
"PIGC","Pigc",3.060298,1.865324,2.330619,101,76,88,2.418747,6.028371,5.494788,3.900102,143,149,104,15.0357853333333,0.213194859430645
"PIGF","Pigf",0.446811,0.352181,0.624057,11,8,11,0.474349666666667,2.812257,3.227748,3.142043,27,37,29,49.233823,0.0293497404461266
"PIGH","Pigh",0.75778,0.732726,0.916613,54,49,47,0.802373,10.935782,6.083343,4.398685,123,86,65,0,1.802373
"PIGK","Pigk",18.303004,10.192446,17.004407,281,299,278,15.166619,5.289741,6.000219,3.839708,164,181,104,0,16.166619
"PIGL","Pigl",0.793973,0.328296,0.472492,41,21,15,0.531587,11.075939,8.533504,8.066009,113,90,72,0,1.531587
"PIGM","Pigm",0.526099,0.46501,0.564484,135,112,103,0.518531,0.784863,0.695617,0.629486,100,94,84,0.937730333333333,0.783664772067527
"PIGN","Pign",1.113871,2.5592,1.992164,128,124,121,1.88841166666667,3.309766,3.613727,3.074611,204,168,134,0.405848666666667,2.05456798811442
"PIGO","Pigo",3.649699,4.716183,3.878566,214,272,166,4.08148266666667,5.733079,5.50784,4.05838,238,174,139,24.199209,0.201652467213025
"PIGP","Pigp",32.777083,32.435096,38.236849,354,363,294,34.4830093333333,14.65882,18.402277,10.943892,175,185,136,70.5691266666667,0.495786535143785
"PIGQ","Pigq",9.167006,13.494795,14.427099,341,377,298,12.3629666666667,37.809852,27.021147,49.419862,369,322,223,8.43887333333333,1.41573747149201
"PIGR","Pigr",0,0,0,0,0,0,0,0.053673,0.013188,0.022435,5,1,2,0,1
"PIGS","Pigs",2.525937,3.066759,2.680226,212,241,160,2.75764066666667,27.949223,18.216516,17.648328,1057,824,764,0.0461486666666667,3.59188018528915
"PIGT","Pigt",3.710053,3.831495,4.034025,266,260,231,3.85852433333333,46.020877,43.677796,52.894871,1216,973,959,0.104145,4.40025932584338
"PIGU","Pigu",4.2294,3.578561,4.989717,220,168,176,4.26589266666667,6.633117,8.422686,6.695637,141,151,106,15.07967,0.327487608058291
"PIGV","Pigv",0.952254,1.270953,1.242691,81,102,78,1.15529933333333,1.374381,1.451881,1.261899,60,66,43,0,2.15529933333333
"PIGW","Pigw",0.90398,1.286699,1.03916,58,63,44,1.076613,1.934042,1.762025,1.504081,90,67,65,0,2.076613
"PIGX","Pigx",2.926675,3.801879,3.420257,45,57,36,3.382937,7.953617,6.910587,6.234416,180,181,176,0.030387,4.25368041328161
"PIGZ","Pigz",0.236449,0.249278,1.059718,11,17,17,0.515148333333333,1.414307,1.104446,0.954894,75,54,44,0,1.51514833333333
"PIH1D1","Pih1d1",12.089166,10.517242,11.861944,164,143,108,11.4894506666667,34.852763,34.798659,28.274162,254,225,195,2.176737,3.93153435952258
"PIH1D2","Pih1d2",0.190922,0.296742,0.194441,2,2,2,0.227368333333333,0.373096,0.363383,0.423525,7,4,6,0,1.22736833333333
"PIK3AP1","Pik3ap1",0.183437,0.301974,0.285347,28,41,30,0.256919333333333,0.049477,0.118285,0.041514,4,9,4,0,1.25691933333333
"PIK3C2A","Pik3c2a",1.709802,1.254298,1.810201,287,249,245,1.59143366666667,5.770272,1.249327,0.940951,360,198,149,0,2.59143366666667
"PIK3C2G","Pik3c2g",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PIK3C3","Pik3c3",1.920431,1.775496,1.969556,190,169,143,1.88849433333333,26.355409,24.115183,11.696545,331,274,231,0.0467283333333333,2.75954537710358
"PIK3CA","Pik3ca",9.065308,7.650811,9.412584,714,665,592,8.70956766666667,4.140198,3.661492,6.3896,243,197,150,0.210566333333333,8.02068205542365
"PIK3CB","Pik3cb",1.22704,1.144522,1.29338,208,185,162,1.22164733333333,6.017169,5.32488,2.832542,263,263,175,1.593454,0.85663649069285
"PIK3CD","Pik3cd",0.355265,0.617836,0.984869,52,69,70,0.652656666666667,0.44454,0.348408,0.231117,55,41,27,7.00415666666667,0.206474802467218
"PIK3CG","Pik3cg",0.246095,0.150426,0.285775,36,25,34,0.227432,0.007468,0.007369,0,1,1,0,0,1.227432
"PIK3IP1","Pik3ip1",8.370237,11.561972,9.639847,458,454,305,9.857352,6.351393,5.228001,4.145642,324,253,200,0,10.857352
"PIK3R1","Pik3r1",13.803075,13.267945,10.473433,2235,1954,1294,12.5148176666667,22.503982,8.652718,7.323652,1214,942,656,0.0141953333333333,13.3256555443297
"PIK3R2","Pik3r2",3.002804,6.713109,10.036017,193,223,177,6.58397666666667,27.341829,18.977336,15.839818,1091,812,684,0.150621333333333,6.59120115972124
"PIK3R3","Pik3r3",1.156326,1.177271,1.575087,164,180,162,1.30289466666667,12.370376,10.286984,8.174458,1356,1093,860,90.4540586666667,0.0251808908236681
"PIK3R4","Pik3r4",3.054058,2.093879,2.26564,265,227,190,2.47119233333333,10.658505,8.836264,10.47958,211,186,152,353.242890333333,0.00979890472908865
"PIK3R5","Pik3r5",0.110871,0.103846,0.134586,17,15,11,0.116434333333333,0,0,0,0,0,0,45.1414063333333,0.0241959320716847
"PIK3R6","Pik3r6",1.315932,1.352897,0.81112,64,61,46,1.159983,0,0,0,0,0,0,0,2.159983
"PIKFYVE","Pikfyve",0.8319,0.915942,0.737894,221,147,143,0.828578666666667,2.58864,1.126135,0.688666,322,179,122,0.931833,0.946551108023658
"PILRA","Pilra",0.121745,0.527347,0.810196,3,13,9,0.486429333333333,1.087068,0.734191,1.009238,15,12,10,19.7607063333333,0.0715982062203118
"PILRB","Pilrb2",0.143954,0.397952,0.392791,3,7,2,0.311565666666667,8.272737,7.922552,7.745868,338,279,192,62.756773,0.0205713935155825
"PIM1","Pim1",3.489357,3.322778,6.554241,115,124,125,4.45545866666667,15.080711,11.728073,10.701466,426,398,345,27.6641036666667,0.190323713942285
"PIM2","Pim2",0.34373,0.279801,0.487103,22,16,22,0.370211333333333,2.467996,1.987886,3.090328,87,56,91,144.972678,0.00938676574347244
"PIM3","Pim3",16.590544,17.920982,12.722906,674,805,377,15.7448106666667,8.34785,8.383659,6.183031,379,337,257,0.398913333333333,11.9698699466729
"PIMREG","Pimreg",0.085607,0.113915,0.210144,4,5,7,0.136555333333333,6.004201,6.366289,3.826808,128,147,98,1.11814933333333,0.536579416496917
"PIN1","Pin1",1.905796,2.46127,2.579183,245,295,238,2.31541633333333,51.796471,52.112352,46.091654,780,708,662,3.852532,0.683234305993929
"PIN4","Pin4",2.475961,1.603363,2.507367,21,13,15,2.19556366666667,16.197729,15.142586,16.022332,289,263,263,0.046796,3.05270909199755
"PINK1","Pink1",76.028147,71.589292,81.542009,5298,5031,4090,76.3864826666667,47.782482,44.298192,37.944055,2096,1725,1510,0,77.3864826666667
"PINLYP","Pinlyp",0,0,0,0,0,0,0,0.967734,1.466628,0.589465,19,12,9,0,1
"PINX1","Pinx1",0.477555,0.877095,0.967509,17,20,14,0.774053,5.553439,3.570749,3.53906,81,76,57,0.625866333333333,1.09114320385911
"PIP","Pip",0,0,0,0,0,0,0,0,0,0,0,0,0,5.14209233333333,0.162810968271019
"PIP4K2A","Pip4k2a",2.464147,3.598004,1.373038,109,128,86,2.47839633333333,7.392636,4.855404,4.139801,148,168,182,0.0580376666666667,3.2875921556668
"PIP4K2B","Pip4k2b",2.684548,3.145963,4.027104,368,355,327,3.28587166666667,15.169953,6.30555,6.144824,969,686,632,7.92820766666667,0.480037184021593
"PIP4K2C","Pip4k2c",3.740525,3.867378,4.575937,411,399,362,4.06128,5.087704,4.775015,4.138901,221,174,182,0,5.06128
"PIP4P1","Pip4p1",10.266795,11.80753,14.576387,92,111,81,12.216904,18.604828,30.986426,27.917764,204,234,200,0.076172,12.281404831198
"PIP4P2","Pip4p2",3.540284,3.344157,4.012178,244,213,197,3.63220633333333,24.873218,32.223073,26.015954,228,182,191,7.65386066666667,0.535276278618152
