"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"IRF9",116.78918,134.10426,130.52236,127.1386,36.905385,35.999066,42.45828,38.4542436666667,3.24777737681636
"IRGC",0.14909,0,0.28403,0.144373333333333,0,0,0,0,1.14437333333333
"IRGM",0.06626,0,0,0.0220866666666667,0.101338,0.23645,0,0.112596,0.918650315718074
"IRGQ",7.4215,6.88068,8.28055,7.52757666666667,31.562298,43.949669,43.486438,39.666135,0.209697249730437
"IRS1",10.51931,10.50064,16.69218,12.57071,3.600083,3.740806,4.037156,3.79268166666667,2.83154837810008
"IRS2",13.78278,15.58516,19.99129,16.4530766666667,8.436396,9.329674,10.888247,9.551439,1.65409444784419
"IRS4",0.11596,0.27633,0.15294,0.181743333333333,0.154461,0.21023,0.244591,0.203094,0.982253534082402
"IRX1",1.02708,0.85663,0,0.627903333333333,2.142166,3.176711,2.483082,2.600653,0.45211336202998
"IRX2",0.38101,0.2487,0.15294,0.260883333333333,3.609156,3.660627,4.144266,3.804683,0.262427996463728
"IRX3",1.65658,5.63719,0.17479,2.48952,18.699317,19.541561,27.999468,22.0801153333333,0.15119161882871
"IRX4",0,0.93953,0,0.313176666666667,0.253409,0.457881,0.714081,0.475123666666667,0.890214628332856
"IRX5",0.06626,0.35923,0,0.14183,10.010757,10.198013,12.493632,10.9008006666667,0.0959456453378123
"IRX6",1.92164,1.1606,0.06555,1.04926333333333,0.150157,0.320329,0.164268,0.211584666666667,1.69139094420145
"ISCA1",45.10879,40.81434,50.25133,45.3914866666667,35.795869,35.400717,40.255075,37.1505536666667,1.21601083622543
"ISCA2",28.14536,29.34653,18.15602,25.21597,10.936991,9.058441,8.761549,9.58566033333333,2.47655499746654
"ISCU",356.33125,389.21462,448.17631,397.907393333333,44.976016,41.773017,53.635094,46.794709,8.34626680818024
"ISG15",39.89055,55.84684,63.05449,52.9306266666667,1.23334,3.826382,4.00224,3.020654,13.4133965933569
"ISG20",8.21666,19.78542,12.25695,13.4196766666667,0.301518,3.581395,5.160702,3.01453833333333,3.59186423677608
"ISG20L2",16.40018,14.39693,20.31902,17.03871,19.693703,20.792791,24.573379,21.6866243333333,0.795125345003215
"ISL1",2.13699,1.21586,0,1.11761666666667,87.55268,89.302724,128.444587,101.766663666667,0.0206060661221362
"ISL2",0.18222,0.11053,0,0.0975833333333333,5.861195,8.581265,19.820171,11.420877,0.0883660093674008
"ISLR",6.19562,5.00162,7.88727,6.36150333333333,0.212279,0.258936,0.675903,0.382372666666667,5.32526684796526
"ISLR2",20.93922,18.48666,11.12084,16.8489066666667,147.628446,134.186838,147.924123,143.246469,0.123738950356328
"ISM1",1.09335,1.79616,0.50251,1.13067333333333,0.698693,0.379296,0.079435,0.385808,1.53749533364891
"ISM2",4.80409,2.73569,0.78654,2.77544,0.668422,0.898276,0.403896,0.656864666666667,2.27866528628168
"ISOC1",10.28739,10.25194,7.62509,9.38814,8.387795,10.107064,8.109081,8.86798,1.0527119025373
"ISOC2",61.55867,56.17844,75.15851,64.29854,8.836526,9.631544,12.323642,10.263904,5.79714990468669
"IST1",186.63077,147.009,116.08057,149.90678,197.663009,235.72296,174.76163,202.715866333333,0.740770872274997
"ISX",0.29819,0.05527,0.19664,0.183366666666667,0,0,0,0,1.18336666666667
"ISY1",21.63499,26.36214,26.52396,24.8403633333333,8.271657,9.740233,7.261116,8.42433533333333,2.74187647397663
"ISYNA1",92.30487,141.37182,117.54441,117.0737,75.167537,87.27441,87.411113,83.2843533333333,1.40089702691358
"ITCH",15.15774,8.70448,9.46036,11.1075266666667,20.131286,20.012042,25.519636,21.8876546666667,0.528998136462621
"ITFG1",504.59553,293.52061,429.60516,409.240433333333,178.069248,188.906053,163.525772,176.833691,2.30687689732163
"ITFG2",44.99283,30.59003,36.46499,37.3492833333333,26.621768,18.338461,15.010386,19.990205,1.82700851817947
"ITGA1",4.32368,7.01885,3.69238,5.01163666666667,2.360269,5.355368,1.0852,2.93361233333333,1.52827379956184
"ITGA10",6.02997,6.54909,5.89907,6.15937666666667,0.958812,1.916641,1.083199,1.31955066666667,3.08653601300942
"ITGA11",1.75598,0.88426,1.66048,1.43357333333333,8.595337,16.503796,6.045755,10.3816293333333,0.213815901226561
"ITGA2",1.44123,2.40409,1.42015,1.75515666666667,0.47966,1.016993,0.463155,0.653269333333333,1.66648991251274
"ITGA2B",8.94555,0.93953,14.3107,8.06526,1.345329,2.376558,2.996601,2.239496,2.79835505276129
"ITGA3",32.7341,17.13263,30.93734,26.93469,148.052282,121.604645,71.026941,113.561289333333,0.243840569205884
"ITGA4",0.43071,0.6632,1.07057,0.721493333333333,0.116514,1.666187,1.044446,0.942382333333333,0.886279340473134
"ITGA5",9.52536,5.22269,9.87548,8.20784333333333,2.167458,5.719683,2.574344,3.48716166666667,2.05204180668032
"ITGA6",8.41545,12.7942,6.88225,9.36396666666667,15.794895,16.886308,12.425913,15.0357053333333,0.646305631790523
"ITGA7",98.36797,175.36074,85.99532,119.90801,76.535776,67.700826,58.928787,67.7217963333333,1.75938372468523
"ITGA8",0.69577,1.27113,1.85711,1.27467,0.13417,0.165948,0.099755,0.133291,2.00713673716636
"ITGA9",2.65053,2.26593,4.63186,3.18277333333333,4.233306,5.669481,5.515787,5.13952466666667,0.681286184261605
"ITGAD",1.39153,0,0.10924,0.500256666666667,0,0,0,0,1.50025666666667
"ITGAE",58.1958,63.61179,28.1189,49.9754966666667,26.617151,29.918768,31.074681,29.2035333333333,1.68773289217818
"ITGAL",5.59925,2.68043,2.99323,3.75763666666667,0.680632,0.695763,0.948519,0.774971333333333,2.6804019745671
"ITGAM",10.10516,5.41612,3.3865,6.30259333333333,0.047129,0.436214,0,0.161114333333333,6.28929737898335
"ITGAV",20.37598,18.45903,9.83178,16.2222633333333,4.114352,6.287796,4.192268,4.86480533333333,2.9365447537446
"ITGAX",18.27212,10.47301,15.35943,14.70152,0.074253,0.170025,0.079015,0.107764333333333,14.1740616912201
"ITGB1",59.27258,82.29188,24.90718,55.4905466666667,159.574697,193.143905,215.085206,189.267936,0.296899981438106
"ITGB1BP1",168.70653,193.79213,153.02622,171.841626666667,85.988593,95.61787,88.138211,89.9148913333333,1.9011365919468
"ITGB1BP2",1.01052,1.13296,0,0.714493333333333,0.820951,0.926639,1.837446,1.195012,0.781086086697172
"ITGB2",27.69809,11.46781,9.89733,16.35441,0.282399,0.258936,0.738632,0.426655666666667,12.1643998656999
"ITGB3",0.86142,0.7461,0.37142,0.659646666666667,1.298174,1.015153,0.18176,0.831695666666667,0.90607118686201
"ITGB3BP",21.3865,15.08777,17.26024,17.9115033333333,13.277348,9.995658,18.061828,13.778278,1.27968247270307
"ITGB4",182.14143,213.54992,135.63489,177.108746666667,0.349766,0.676726,1.676996,0.901162666666667,93.684117508444
"ITGB5",56.2576,82.67875,51.54038,63.4922433333333,13.889854,19.817863,17.961034,17.222917,3.53907353764127
"ITGB6",1.83881,1.02243,2.27223,1.71115666666667,0.666905,3.079791,1.026325,1.591007,1.04637180318952
"ITGB7",9.75728,20.00649,4.39153,11.3851,0.305418,0,0.397775,0.234397666666667,10.0333144937355
"ITGB8",3.90954,2.76333,2.16299,2.94528666666667,0.846213,0.911733,1.286697,1.014881,1.95807428164079
"ITGBL1",5.13541,1.93433,3.75793,3.60922333333333,0,0,0.46889,0.156296666666667,3.98619443107161
"ITIH1",0,1.13296,0.15294,0.428633333333333,0.230398,0.368849,0.16977,0.256339,1.13714000228707
"ITIH2",1.9382,1.658,1.15797,1.58472333333333,0.122005,0.265827,0.275367,0.221066333333333,2.11677552871138
"ITIH3",4.80409,3.28836,1.85711,3.31652,1.224533,1.317109,0.992451,1.178031,1.9818450701574
"ITIH4",16.91372,16.6905,42.36405,25.3227566666667,11.116642,13.56689,21.189833,15.2911216666667,1.61577313123416
"ITIH5",23.49036,37.85758,30.28189,30.5432766666667,0.156891,0.330375,0.253383,0.246883,25.2977036872479
"ITIH6",0,0,0,0,0,0,0,0,1
"ITK",0.41415,0.2487,0.06555,0.2428,0.359655,0.399089,0.397729,0.385491,0.897010518292793
"ITLN1",0.24849,0,1.92266,0.723716666666667,0.204268,0,0.575863,0.260043666666667,1.36798169163979
"ITLN2",0.14909,0,0,0.0496966666666667,0,0,0.216958,0.0723193333333333,0.978903050645983
"ITM2A",143.65898,374.26502,145.24819,221.057396666667,1.596222,0.236611,0.363904,0.732245666666667,128.190476062191
"ITM2B",295.21986,322.03814,277.58397,298.280656666667,255.73377,255.875117,248.20127,253.270052333333,1.17701889750794
"ITM2C",1357.0903,1205.41855,1087.04548,1216.51811,103.287085,103.254615,83.996293,96.8459976666667,12.4432080926574
"ITPA",67.04196,85.69077,74.69969,75.8108066666667,39.870698,43.612737,58.18152,47.2216516666667,1.59286967600412
"ITPK1",510.39357,867.38075,1019.22804,799.000786666667,43.437226,52.265859,57.507278,51.070121,15.3639125721768
"ITPKA",71.54787,72.0952,99.10436,80.91581,0.272452,0.634314,0.165675,0.357480333333333,60.3440123503324
"ITPKB",70.55392,89.0344,81.10127,80.2298633333333,0.127042,0.167397,0.320042,0.204827,67.4203544021949
"ITPKC",5.48329,4.80819,6.40158,5.56435333333333,4.654505,5.939951,5.058256,5.21757066666667,1.05577462408684
"ITPR1",98.23544,93.09649,43.1069,78.1462766666667,1.948384,2.3277,2.77717,2.35108466666667,23.6181071322778
"ITPR2",5.36733,7.15702,5.5058,6.01005,0.242623,0.22972,0.427381,0.299908,5.39272779304382
"ITPR3",5.01945,3.95156,3.71423,4.22841333333333,0.263904,0.341655,0.22506,0.276873,4.09470114360107
"ITPRIP",5.48329,2.32119,5.94277,4.58241666666667,0.151822,0.447946,1.258757,0.619508333333333,3.44698236604731
"ITPRIPL1",0.16566,0.22107,0.87394,0.420223333333333,0.075765,0.117554,0.180696,0.124671666666667,1.26278928813298
"ITPRIPL2",2.12043,3.03966,1.57309,2.24439333333333,1.638071,1.860014,1.212522,1.57020233333333,1.2623104769832
"ITSN1",86.42399,100.14297,69.43423,85.33373,112.447548,67.868944,105.535272,95.2839213333333,0.896657809574603
"ITSN2",12.85509,14.31403,24.03324,17.0674533333333,10.448904,21.984506,14.974371,15.8025936666667,1.0752776441399
"IVD",78.43926,76.29546,62.00577,72.24683,41.267217,43.713887,58.890333,47.9571456666667,1.49614175831888
"IVL",0.0994,0,0.30588,0.135093333333333,0.037622,0.033741,0,0.0237876666666667,1.10871948382526
"IVNS1ABP",52.72907,38.27208,18.24342,36.4148566666667,15.621954,16.76207,21.204304,17.862776,1.98352865276387
"IWS1",24.153,24.75941,15.97118,21.6278633333333,17.461042,20.46318,29.487235,22.4704856666667,0.964098640935665
"IYD",1.22587,1.27113,0.91763,1.13821,0.074702,0.008556,0.161457,0.0815716666666667,1.97694712786793
"IZUMO1",0.29819,0,0.52436,0.274183333333333,0.207164,0.449234,17.097968,5.918122,0.184180523751003
"IZUMO2",0.49698,0,0,0.16566,0.117283,0,0.71049,0.275924333333333,0.913580821015248
"IZUMO3",0,0,0,0,0,0,0,0,1
"IZUMO4",56.80427,52.53085,61.72174,57.0189533333333,6.103459,5.669742,9.611843,7.128348,7.13785302171282
"JAG1",7.93504,6.24512,4.12935,6.10317,7.404503,9.516897,13.77625,10.23255,0.632373770871262
"JAG2",41.58026,33.74022,43.56572,39.6287333333333,26.005521,27.100686,29.322802,27.4763363333333,1.42675423052139
"JAGN1",15.45593,15.1154,10.70572,13.7590166666667,11.441591,10.225617,9.876608,10.5146053333333,1.28176487507923
"JAK1",34.63917,43.08027,31.74573,36.48839,340.635626,230.760887,245.170342,272.188951666667,0.137225132170578
"JAK2",4.82066,4.20026,3.45205,4.15765666666667,4.395456,2.745316,4.344389,3.828387,1.06819454750969
"JAK3",5.00288,2.65279,4.28229,3.97932,1.380636,1.432081,1.033727,1.282148,2.18185674198168
"JAKMIP1",102.31064,84.72361,57.74533,81.5931933333333,12.395586,13.971092,15.027007,13.797895,5.58141501432017
"JAKMIP2",15.43936,14.47983,13.19644,14.3718766666667,25.945909,25.257052,31.709883,27.6376146666667,0.536772243274824
"JAKMIP3",7.47119,5.85825,9.89733,7.74225666666667,5.057351,5.527218,6.128476,5.571015,1.33042713593968
"JAM2",31.3757,37.66415,24.29543,31.11176,6.337698,4.138723,5.005792,5.16073766666667,5.21232387052352
"JAM3",135.30979,81.87738,71.05101,96.0793933333333,46.866927,33.657751,21.013994,33.846224,2.78593724626615
"JARID2",10.0389,10.58354,12.06032,10.8942533333333,10.548135,8.615224,11.593808,10.252389,1.05704249411688
"JAZF1",83.04456,63.80522,121.45528,89.43502,24.686501,28.65152,28.404494,27.247505,3.20152239994293
"JDP2",26.65444,34.29289,38.19101,33.0461133333333,2.343179,3.235352,2.120648,2.566393,9.54637173562569
"JKAMP",30.14983,26.52794,17.52242,24.7333966666667,35.302359,38.752479,31.582993,35.2126103333333,0.710619765595283
"JMJD1C",20.97236,23.29485,28.66511,24.3107733333333,22.761224,27.7151,27.920933,26.132419,0.93286091937963
"JMJD4",22.44672,27.27404,23.44334,24.3880333333333,4.810185,4.061446,5.087126,4.652919,4.49113693886881
"JMJD6",17.60949,17.35369,18.04678,17.6699866666667,8.842283,12.662305,13.191357,11.565315,1.48583514752051
"JMJD7",1.259,4.80819,5.33101,3.7994,40.902705,32.695113,10.76078,28.1195326666667,0.164817205514219
"JMJD8",74.69538,78.06399,68.75693,73.8387666666667,13.717289,17.38153,14.65526,15.2513596666667,4.60507724902362
"JMY",8.44858,7.48862,4.56632,6.83450666666667,6.152827,6.87798,6.094999,6.37526866666667,1.06226729096332
"JOSD1",24.35179,24.12385,34.28015,27.5852633333333,28.152244,33.187804,31.695625,31.011891,0.892957661680571
"JOSD2",59.4548,59.4668,80.0744,66.332,3.293723,1.786269,2.648614,2.576202,18.8277955216176
"JPH1",17.11251,9.83744,6.99149,11.3138133333333,2.073478,2.602413,1.523706,2.06653233333333,4.01554981158414
"JPH2",0.86142,0.7461,0.24033,0.61595,0.084211,0.076571,0.011463,0.057415,1.52820794106382
"JPH3",122.81915,115.17547,128.57786,122.190826666667,24.8808,27.826966,32.0606,28.256122,4.21077088298533
"JPH4",259.61987,211.47742,153.79091,208.296066666667,64.263992,62.511643,85.55508,70.776905,2.91592492970638
"JRK",8.0013,9.50585,12.93426,10.1471366666667,9.217713,9.356904,8.162853,8.91249,1.12455464435946
"JRKL",3.18064,5.05689,4.02011,4.08588,3.672841,3.000897,3.463148,3.378962,1.16143506155112
"JSRP1",2.17013,1.87906,1.55124,1.86681,1.709842,1.39119,1.23632,1.445784,1.17214357441213
"JTB",144.38787,158.08994,112.12601,138.201273333333,31.437637,36.205395,35.175504,34.2728453333333,3.94641464327195
"JUN",19.81275,29.5676,148.72208,66.0341433333333,6.020851,13.118798,16.345037,11.8282286666667,5.22551827498346
"JUNB",44.99283,44.79353,131.59294,73.7931,6.639235,3.966982,6.903454,5.836557,10.940170615121
"JUND",247.04639,319.57878,860.34644,475.657203333333,26.219222,35.474194,25.844698,29.1793713333333,15.7941395819224
"JUP",16.41675,14.06534,18.4619,16.3146633333333,43.644565,46.538935,53.726927,47.9701423333333,0.353575924192229
"KAAG1",0.28162,0,0.50251,0.261376666666667,0,0,0,0,1.26137666666667
"KALRN",56.68831,56.64821,101.87911,71.7385433333333,16.232155,13.520857,17.203687,15.652233,4.36809545802856
"KANK1",32.7341,34.45869,35.00114,34.0646433333333,3.849773,4.269364,2.024827,3.38132133333333,8.00321196862681
"KANK2",67.95308,116.8611,67.38048,84.0648866666667,0.892405,2.722709,2.418841,2.01131833333333,28.2483873342296
"KANK3",21.03862,29.9821,18.85517,23.2919633333333,0.590786,1.185575,0.484843,0.753734666666667,13.8515613536369
"KANK4",1.57375,1.02243,1.3109,1.30236,0.068173,0.0883,0.114708,0.0903936666666667,2.11149428906563
"KANSL1",111.91882,59.90893,144.13392,105.320556666667,43.189968,42.628215,62.886863,49.5683486666667,2.10251193622129
"KANSL1L",10.99972,8.70448,11.71074,10.4716466666667,6.463498,5.96027,9.599893,7.34122033333333,1.37529596488699
"KANSL2",26.80353,12.7113,16.01488,18.5099033333333,49.433548,50.529508,42.894146,47.6190673333333,0.401280904867488
"KANSL3",26.7207,22.18952,18.4182,22.4428066666667,11.645978,13.144034,18.66205,14.4840206666667,1.5139999597865
"KAT2A",104.77895,96.93752,180.90478,127.540416666667,32.181073,29.473532,45.09024,35.581615,3.51379830187012
"KAT2B",42.59078,42.7763,52.61096,45.99268,7.172756,6.347861,6.320661,6.61375933333333,6.17207320886336
"KAT5",49.74722,50.04385,44.63629,48.1424533333333,28.694106,40.711908,43.436876,37.6142966666667,1.2726491889144
"KAT6A",7.9516,8.81501,6.59822,7.78827666666667,11.14156,9.11808,10.58661,10.2820833333333,0.77895867341286
"KAT6B",10.48618,11.57834,8.01836,10.0276266666667,5.538521,5.399244,12.860671,7.932812,1.23450786456344
"KAT7",19.64709,16.4418,14.02668,16.70519,19.910702,20.341836,20.773049,20.3418623333333,0.829599110118272
"KAT8",56.1085,45.1804,70.43925,57.2427166666667,16.091936,17.821145,19.733583,17.8822213333333,3.08452674282814
"KATNA1",5.99683,8.17945,7.10073,7.09233666666667,3.674651,4.54371,5.869243,4.695868,1.42073809762914
"KATNAL1",5.48329,4.94636,6.40158,5.61041,10.055635,9.132513,10.359656,9.849268,0.609295484266773
"KATNAL2",11.08255,23.59881,18.70223,17.79453,3.740504,5.438114,4.763965,4.64752766666667,3.32792172244338
"KATNB1",77.47844,72.53734,104.12949,84.71509,33.463992,38.522849,44.624864,38.8705683333333,2.14983366385422
"KAZALD1",2.18669,2.92913,1.52939,2.21507,0.765316,0.970572,1.669685,1.135191,1.50575288112398
"KAZN",73.45294,77.29026,68.3855,73.0429,15.57487,13.549558,19.525798,16.216742,4.30063365066399
"KBTBD11",39.02912,30.50713,39.30528,36.28051,15.051846,14.402335,17.492835,15.6490053333333,2.23920343910035
"KBTBD12",4.88692,3.92392,4.19489,4.33524333333333,0.037323,0.21155,0.02801,0.0922943333333333,4.88443743642968
"KBTBD13",0.03313,0,0,0.0110433333333333,0,0,0,0,1.01104333333333
"KBTBD2",15.78725,16.57996,12.89056,15.0859233333333,21.287028,18.052961,21.79798,20.379323,0.752405646022249
"KBTBD3",12.25872,10.52828,9.76624,10.85108,7.617173,0.763851,2.333023,3.571349,2.59246887516136
"KBTBD4",17.64262,14.8667,11.55781,14.6890433333333,11.315927,9.209094,7.963833,9.49628466666667,1.49472349803521
"KBTBD6",9.24374,8.12418,9.08894,8.81895333333333,11.040166,12.007675,13.742059,12.2633,0.740309978160287
"KBTBD7",3.9261,4.22789,6.44528,4.86642333333333,4.133355,3.758765,5.34147,4.41119666666667,1.08412680128055
"KBTBD8",1.15961,1.05006,0.89578,1.03515,2.06826,2.174991,1.293347,1.84553266666667,0.715208798633835
"KCMF1",77.5447,79.11406,59.93017,72.19631,36.443037,37.808919,33.923618,36.0585246666667,1.97515445254189
"KCNA1",38.66467,36.64172,26.50211,33.9361666666667,19.096807,14.430519,14.574711,16.0340123333333,2.05096520907767
"KCNA10",0,0,0,0,0,0,0,0,1
"KCNA2",13.03732,12.6284,13.0435,12.9030733333333,11.501503,10.391054,15.607217,12.4999246666667,1.02986303084062
"KCNA3",0.96082,0.7461,0.48066,0.729193333333333,0.242438,0.277036,0.395115,0.304863,1.32519148242638
"KCNA4",11.43043,9.14661,1.9882,7.52174666666667,1.192147,1.541176,2.353432,1.695585,3.16137189762766
"KCNA5",7.81908,4.39369,2.68735,4.96670666666667,0.276204,0.299043,0.086072,0.220439666666667,4.88898126604101
"KCNA6",2.81619,3.37126,3.95456,3.38067,18.093201,23.770577,28.750314,23.5380306666667,0.178525736621189
"KCNA7",0.49698,0.85663,0.93948,0.764363333333333,0.240489,0.118514,0.207733,0.188912,1.48401507709009
"KCNAB1",243.81605,214.62762,60.86965,173.10444,6.63705,7.156527,7.725474,7.173017,21.3023464896745
"KCNAB2",176.87349,150.98819,263.75393,197.205203333333,57.790334,58.121573,51.700604,55.870837,3.48518175199942
"KCNAB3",6.0631,4.33842,21.73916,10.71356,2.333404,2.744517,6.254049,3.77732333333333,2.45190856525656
"KCNB1",8.16696,5.77535,7.5377,7.16000333333333,40.117817,6.984076,28.841977,25.3146233333333,0.310093867959602
"KCNB2",0.82829,0.80136,3.10247,1.57737333333333,1.683979,1.683263,2.435785,1.93434233333333,0.878347868295758
"KCNC1",14.34602,11.13621,28.7525,18.0782433333333,15.911463,17.822305,20.504995,18.0795876666667,0.999929540755449
"KCNC2",5.11885,1.79616,42.97581,16.6302733333333,9.078927,8.163874,6.42076,7.88785366666667,1.98363676929724
"KCNC3",22.44672,19.61962,30.34743,24.1379233333333,13.644799,15.694636,15.082319,14.8072513333333,1.59027795555601
"KCNC4",5.30107,6.99122,28.51217,13.6014866666667,9.652221,15.457598,16.456457,13.8554253333333,0.982905998248541
"KCND1",3.85984,4.50422,4.7848,4.38295333333333,7.31099,14.082208,6.875111,9.42276966666667,0.516460931737626
"KCND2",14.34602,10.77698,4.89404,10.00568,3.854389,4.84417,4.340248,4.346269,2.05857206212407
"KCND3",14.6442,13.07054,18.87702,15.5305866666667,2.385217,4.362402,3.697795,3.48180466666667,3.68837731586398
"KCNE1",0.6295,2.23829,0,0.95593,0.104747,0.498425,0.05583,0.219667333333333,1.60365859324482
"KCNE2",1.09335,0.22107,0,0.43814,0.355256,0,0.435283,0.263513,1.13820752141054
"KCNE3",4.10833,2.56989,1.70418,2.79413333333333,0.111765,0.433806,0.192289,0.245953333333333,3.04516488043961
"KCNE4",8.23322,6.54909,4.56632,6.44954333333333,9.642286,2.64211,2.300081,4.86149233333333,1.27092946807574
"KCNF1",81.76899,66.81725,61.02259,69.86961,0.331048,0.576973,0.416608,0.441543,49.1623281442177
"KCNG1",3.3463,5.49902,9.89733,6.24755,0.238333,0.794556,1.17014,0.734343,4.17884466913408
"KCNG2",1.77255,2.21066,2.84029,2.2745,0.555279,0.168994,0.200079,0.308117333333333,2.50321581754134
"KCNG3",1.259,0.93953,0.76469,0.98774,0,0.063733,0,0.0212443333333333,1.94639023700825
"KCNG4",0.56324,0.0829,0.721,0.455713333333333,0.014364,0.039569,0.020421,0.0247846666666667,1.42050655194555
"KCNH1",5.18511,3.06729,11.66705,6.63981666666667,7.242277,4.795012,7.559256,6.53218166666667,1.01429001646048
"KCNH2",29.40437,26.97007,17.71906,24.6978333333333,32.451675,34.414095,35.544044,34.1366046666667,0.731369282180879
"KCNH3",82.19971,73.78083,178.78549,111.588676666667,1.823981,6.396078,4.087483,4.102514,22.0653341993117
"KCNH4",11.3973,9.86508,4.47892,8.58043333333333,0.444029,0.275851,0.227867,0.315915666666667,7.28043109145546
"KCNH5",0.16566,0.38687,1.81342,0.78865,1.245301,0.868728,0.89416,1.00272966666667,0.893106059080365
"KCNH6",1.19274,0.71847,1.37645,1.09588666666667,0.524423,0.37355,0.358081,0.418684666666667,1.47734497729587
"KCNH7",0.18222,0.19343,0.45882,0.278156666666667,0.447354,0.327185,0.535473,0.436670666666667,0.889665736429504
"KCNH8",8.20009,6.49382,11.20823,8.63404666666667,6.216606,4.747362,6.052696,5.67222133333333,1.44390393923783
"KCNIP1",102.16154,73.28344,66.87796,80.7743133333333,13.19171,15.382243,14.133281,14.2357446666667,5.36726724701827
"KCNIP2",498.23425,348.23448,99.36654,315.278423333333,13.62651,16.118906,26.182851,18.6427556666667,16.1015301875414
"KCNIP3",35.46747,51.86765,127.90056,71.7452266666667,2.909363,3.71524,5.024765,3.88312266666667,14.8972761145737
"KCNIP4",87.69956,57.0627,115.79654,86.8529333333333,11.50337,8.472205,10.188465,10.05468,7.94712586283215
"KCNJ1",5.05258,1.79616,0.61176,2.48683333333333,0.282399,0,0,0.094133,3.18684596235863
"KCNJ10",74.14871,82.23661,72.51485,76.3000566666667,0.227953,0.070112,0.213828,0.170631,66.032811933621
"KCNJ11",21.61842,17.16026,16.10227,18.29365,9.660157,6.703066,13.705656,10.0229596666667,1.75031485040663
"KCNJ12",3.41256,3.15019,4.52262,3.69512333333333,1.431467,1.7705,2.069616,1.75719433333333,1.70286268057759
"KCNJ13",0.03313,1.27113,0.19664,0.5003,0,0,0,0,1.5003
"KCNJ14",1.83881,4.72529,2.7529,3.10566666666667,1.001154,1.025833,0.645187,0.890724666666667,2.17147781432657
"KCNJ15",1.78911,0.35923,0.28403,0.81079,0.028439,0.116866,0.119794,0.0883663333333333,1.6637688474377
"KCNJ16",3.08125,6.35565,8.43348,5.95679333333333,0.740966,1.282075,0.800424,0.941155,3.58384226573011
"KCNJ2",5.49986,3.95156,1.22351,3.55831,2.049342,1.454343,1.423923,1.642536,1.72497555378621
"KCNJ3",3.2469,5.77535,28.7962,12.60615,9.776138,10.352209,13.855411,11.3279193333333,1.10368583960559
"KCNJ4",70.52079,63.16966,98.36151,77.3506533333333,0.248975,0.218427,0.648424,0.371942,57.1093044263776
"KCNJ5",0.94425,0.38687,0.6773,0.669473333333333,0.156302,0.205389,0.139138,0.166943,1.43063828596027
"KCNJ6",0,0.11053,1.22351,0.44468,3.502006,3.131232,2.860605,3.16461433333333,0.346894066141219
"KCNJ8",4.67157,5.83062,5.24362,5.24860333333333,1.356273,1.481546,0.156917,0.998245333333333,3.12704512759194
"KCNJ9",40.7851,35.20479,50.62275,42.2042133333333,6.007825,5.55696,3.614902,5.05989566666667,7.12953088796303
"KCNK1",92.80184,78.42322,108.84875,93.3579366666667,0.918813,1.356496,0.638674,0.971327666666667,47.8651714081694
"KCNK10",2.07073,5.66482,2.35963,3.36506,5.731347,4.356322,7.760602,5.94942366666667,0.628118274172472
"KCNK12",2.84932,1.76853,9.76624,4.79469666666667,0.866053,1.981761,1.498654,1.44882266666667,2.3663194340464
"KCNK13",1.02708,0.80136,0.83024,0.886226666666667,0.073391,0.131508,0,0.0682996666666667,1.76563442404893
"KCNK15",2.41861,0.77373,0.17479,1.12237666666667,0.066978,0.058932,0.047922,0.057944,2.00613327989635
"KCNK16",0,0,0,0,0.067947,0,0.294154,0.120700333333333,0.892299190297971
"KCNK17",0.71233,0.44213,0.13109,0.428516666666667,0.057121,0.089884,0,0.0490016666666667,1.36178684177496
"KCNK18",0,0,0,0,0.231978,0.070754,0,0.100910666666667,0.908338914571331
"KCNK2",13.99814,14.97723,5.15622,11.3771966666667,0.791802,0.619835,4.440961,1.950866,4.19442857339732
"KCNK3",4.48934,3.12256,5.4621,4.358,7.71006,9.879065,7.507723,8.365616,0.572092641850787
"KCNK4",18.6697,23.95805,17.34763,19.9917933333333,4.029542,3.909178,5.257315,4.39867833333333,3.88832081432277
"KCNK5",0.16566,0.0829,0.08739,0.111983333333333,0.019977,0.054271,0.112484,0.062244,1.04682477221178
"KCNK6",1.80568,2.56989,1.52939,1.96832,1.466669,3.182204,2.691164,2.446679,0.861211618488406
"KCNK7",2.41861,10.77698,1.3109,4.83549666666667,1.319622,0,1.521922,0.947181333333333,2.99689431424295
"KCNK9",0.79516,0.05527,14.72582,5.19208333333333,26.207892,18.510956,8.939286,17.8860446666667,0.327865545307228
"KCNMA1",30.44802,39.04581,44.26487,37.9195666666667,9.492395,11.594244,12.572781,11.2198066666667,3.18495764526553
"KCNMB1",2.40205,2.70806,0.50251,1.87087333333333,0.14815,0.115389,0.208436,0.157325,2.48061117951598
"KCNMB2",2.02103,2.32119,5.44025,3.26082333333333,5.510472,3.696671,6.985106,5.39741633333333,0.666022517736196
"KCNMB3",5.06915,1.1606,5.98646,4.07207,0.51584,0.694234,0.677957,0.629343666666667,3.11295284338418
