"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Hs_Avg_TPM","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","FoldChange"
"PAQR6",565.11055,874.70356,530.67588,656.829996666667,7.184446,7.534452,6.296608,7.00516866666667,226,136,116,82.1756572607714
"PAQR7",7.66998,7.84785,8.52088,8.01290333333333,5.890269,7.82808,8.098272,7.272207,299,294,280,1.08954035281435
"PAQR8",53.50767,59.49443,38.69352,50.5652066666667,6.704273,5.816072,6.398194,6.30617966666667,581,385,382,7.05775234380357
"PAQR9",2.7665,0.9119,0.69915,1.45918333333333,1.680548,2.350118,2.009417,2.013361,285,305,237,0.816093170825976
"PARD3",20.29316,21.30525,10.50908,17.3691633333333,15.777968,14.096611,14.754584,14.8763876666667,844,530,553,1.15701151414313
"PARD3B",7.9516,13.6232,10.70572,10.7601733333333,2.784734,2.41558,0.99329,2.06453466666667,271,84,98,3.83750703206273
"PARD6A",31.97207,36.55882,49.66142,39.3974366666667,6.716217,7.178477,9.636385,7.843693,136,107,127,4.56793747438617
"PARD6B",1.24244,2.10013,1.63863,1.6604,0.780115,1.459244,1.37336,1.20423966666667,63,86,77,1.20694679450314
"PARD6G",3.95924,4.94636,4.80665,4.57075,4.646677,4.769781,4.491559,4.63600566666667,258,162,138,0.988421646370476
"PARG",9.22717,6.52145,9.28557,8.34473,10.19922,10.988649,11.438448,10.875439,495,445,432,0.786895541293252
"PARK7",454.61639,420.57839,318.96485,398.05321,184.942815,186.448929,215.574453,195.655399,1558,1171,1207,2.02920037806844
"PARL",60.134,44.0198,48.72194,50.95858,28.606794,22.983766,32.625742,28.0721006666667,230,174,211,1.78723170354093
"PARM1",37.19031,22.24478,29.27686,29.57065,12.980092,16.086278,14.285936,14.4507686666667,1210,1148,907,1.97858440958687
"PARN",100.72032,85.16574,130.06355,105.316536666667,19.777478,17.319802,13.442772,16.846684,324,241,247,5.95721517042979
"PARP1",91.26122,81.35235,66.41915,79.6775733333333,86.382819,95.838565,116.103623,99.441669,3596,2929,3244,0.803228123711617
"PARP10",19.91214,29.76103,36.26835,28.6471733333333,10.709032,7.189115,5.480509,7.79288533333333,230,120,95,3.37172295662069
"PARP11",4.15803,4.22789,2.7529,3.71294,7.059303,7.756731,5.257962,6.691332,267,203,222,0.612759922468566
"PARP12",7.98474,9.25715,11.0116,9.41783,11.110197,6.639161,6.601118,8.11682533333333,159,84,81,1.1427036955408
"PARP14",6.80856,5.72009,4.8285,5.78571666666667,13.505315,6.441687,4.802251,8.249751,1359,421,355,0.733610738998992
"PARP15",0.96082,0.77373,1.13612,0.95689,0.420664,0.583826,0.529483,0.511324333333333,31,38,31,1.29481803266142
"PARP16",4.72126,4.67002,6.48898,5.29342,3.875044,2.661936,4.134862,3.55728066666667,132,66,79,1.38095949324166
"PARP1P1",0,0,0,0,0,0,0.027434,0.00914466666666667,0,0,1,0.990938200469441
"PARP2",40.18873,32.93886,41.22794,38.11851,30.991374,24.081984,34.6975,29.9236193333333,602,358,449,1.26500425381427
"PARP3",35.43433,22.82508,26.08699,28.1154666666667,9.135297,7.2616,5.74572,7.38087233333333,150,88,95,3.4740377264626
"PARP4",5.36733,6.05169,5.35286,5.59062666666667,10.405077,9.813382,11.225638,10.4813656666667,1032,763,768,0.574028112857771
"PARP4P1",0,0,0,0,0,0,0,0,0,0,0,1
"PARP4P2",0.06626,0.1658,0.17479,0.135616666666667,0.095037,0.155593,0.028005,0.0928783333333333,6,7,1,1.03910621340893
"PARP4P3",0,0,0,0,0,0,0,0,0,0,0,1
"PARP6",118.79365,104.34323,84.8155,102.650793333333,146.93148,184.197855,224.782254,185.303863,2070,1830,1841,0.556353430703331
"PARP8",13.56742,33.15993,60.8478,35.8583833333333,12.954282,8.540368,8.166499,9.88704966666667,471,307,315,3.38552541430799
"PARP9",15.00865,15.80623,9.72254,13.5124733333333,8.301092,5.012504,4.891272,6.06828933333333,508,251,195,2.0531804300786
"PARPBP",0.97738,0.3316,0,0.436326666666667,4.522275,2.600285,3.423701,3.51542033333333,128,58,84,0.318093679134043
"PARS2",3.90954,2.10013,1.83527,2.61498,2.494955,1.955414,2.341317,2.26389533333333,106,63,66,1.10756615357151
"PART1",0.24849,0.3316,5.15622,1.91210333333333,0.312817,0.514383,0.72034,0.515846666666667,19,26,32,1.9211067962019
"PARVA",116.78918,146.45634,60.14866,107.79806,96.508808,31.700214,42.119303,56.7761083333333,1145,461,467,1.88309775681499
"PARVB",79.78109,83.45248,72.5367,78.59009,15.900473,35.289584,23.752171,24.9807426666667,725,867,830,3.06342628542772
"PARVG",11.79488,4.39369,5.83352,7.34069666666667,0.454955,0.257305,0.190218,0.300826,4,13,5,6.41184652418284
"PASD1",0,0,0,0,0,0,0,0,0,0,0,1
"PASK",80.29463,50.12675,21.54253,50.6546366666667,9.308816,27.106168,42.325639,26.2468743333333,251,165,157,1.89580045163101
"PATE1",0,0,0,0,0,0,0,0,0,0,0,1
"PATE2",0.69577,0.69083,0.721,0.702533333333333,0.210866,0.191089,0.311962,0.237972333333333,4,4,4,1.37525959788547
"PATE3",0,0,0,0,0,0,0,0,0,0,0,1
"PATE4",0,0,0,0,0.126734,0.21716,0.114675,0.152856333333333,3,3,2,0.867410770176914
"PATL1",7.38837,7.26755,11.07714,8.57768666666667,10.217063,6.893638,7.398633,8.169778,591,304,353,1.04448402858463
"PATL2",1.78911,2.90149,0.93948,1.87669333333333,0.565051,0.265055,0.82789,0.552665333333333,10,2,6,1.85274525783191
"PATZ1",16.28422,17.54713,11.75444,15.1952633333333,14.297745,14.543878,17.306995,15.3828726666667,825,608,620,0.988548447079428
"PAWR",17.02968,26.14107,7.82173,16.9974933333333,8.538338,4.375252,4.200049,5.70454633333333,188,65,74,2.68437153515582
"PAX1",0,0,0,0,0.020859,0,0,0.006953,1,0,0,0.993095010392739
"PAX2",0,0.02763,0.17479,0.0674733333333333,0.660472,0,0.027196,0.229222666666667,35,0,1,0.868413317033963
"PAX3",0,0.22107,0,0.07369,2.740122,0.682739,1.383973,1.602278,91,26,42,0.412596194564916
"PAX4",0,0.1658,0,0.0552666666666667,0,0,0,0,0,0,0,1.05526666666667
"PAX5",0.03313,0.0829,0.02185,0.04596,0.120487,8.28297,0.018105,2.80718733333333,8,4,2,0.274733000617604
"PAX6",33.13168,58.33384,53.31011,48.2585433333333,2.548745,0.582777,1.409654,1.51372533333333,43,3,11,19.5958335941238
"PAX7",0.21536,0.27633,1.09242,0.528036666666667,2.957252,0,0.025215,0.994155666666667,346,0,2,0.766257465356683
"PAX8",4.98632,4.58712,3.82347,4.46563666666667,5.029554,0.477765,0.468955,1.99209133333333,116,4,9,1.8266944614213
"PAX9",0.03313,0.11053,0.37142,0.171693333333333,0.013376,0.023341,0.026253,0.02099,1,1,1,1.14760510223737
"PAXIP1",5.15198,4.50422,5.33101,4.99573666666667,3.876488,5.775187,4.424554,4.69207633333333,230,164,170,1.05334790251407
"PBK",0.48041,0,0,0.160136666666667,7.448994,2.128631,5.497351,5.024992,156,34,92,0.192554059269567
"PBLD",7.02392,10.72171,8.49903,8.74822,9.949155,8.598775,9.994598,9.514176,152,143,130,0.927150163740839
"PBOV1",0.08283,0,0,0.02761,0.022959,0,0.133824,0.052261,1,0,4,0.976573302631191
"PBRM1",9.37627,8.78738,4.21674,7.46013,18.154464,19.790166,12.940609,16.9617463333333,1771,1377,1093,0.471008210615898
"PBX1",47.90841,34.09946,56.43443,46.1474333333333,16.536411,23.911685,32.888838,24.4456446666667,1545,1851,2036,1.85286849482323
"PBX2",43.38594,34.73502,36.20281,38.1079233333333,60.204517,44.989884,48.234643,51.1430146666667,2551,1376,1294,0.750012702244731
"PBX3",51.83452,44.07507,13.61156,36.50705,25.137029,13.682496,23.368519,20.729348,674,332,482,1.72610103165544
"PBX4",7.3221,7.84785,6.75116,7.30703666666667,3.952741,2.632747,3.977651,3.52104633333333,56,30,39,1.83741462798545
"PBXIP1",185.27237,244.58208,111.25207,180.36884,16.317526,12.871056,18.645552,15.9447113333333,880,520,574,10.7035662297306
"PC",356.66257,471.34071,402.73163,410.24497,9.690771,11.106398,10.993272,10.5968136666667,506,315,350,35.4618933976721
"PCA3",0.11596,0,0,0.0386533333333333,0.865834,0.165463,0.636156,0.555817666666667,17,6,9,0.667593224827331
"PCBD1",65.43507,65.43559,55.3857,62.0854533333333,25.45269,23.053405,30.596941,26.3676786666667,244,189,195,2.30510793778686
"PCBD2",17.07938,15.14303,12.54098,14.92113,5.850768,5.075013,8.741394,6.555725,255,216,197,2.10716112616592
"PCBP1",138.01002,133.24763,158.37908,143.212243333333,81.783916,71.846989,89.029436,80.8867803333333,2354,1571,1706,1.76111751794727
"PCBP2",370.92576,379.70878,502.95026,417.8616,324.134638,233.614498,269.668123,275.805753,6074,3200,3437,1.51319687347683
"PCBP2P3",0,0,0,0,0,0,0,0,0,0,0,1
"PCBP3",28.7086,29.8163,44.04638,34.1904266666667,45.186998,42.764143,47.706741,45.219294,629,594,618,0.761379580282353
"PCBP4",87.55047,83.39721,142.47344,104.473706666667,106.734314,115.806054,123.126768,115.222378666667,3246,2653,2595,0.907516330991401
"PCCA",158.6842,172.12765,229.34269,186.71818,31.213315,25.617808,24.219989,27.0170373333333,349,221,199,6.70014383628857
"PCCB",28.99022,27.7438,19.83835,25.5241233333333,33.750442,33.924896,39.509888,35.7284086666667,633,421,461,0.722169140897347
"PCDH1",26.52191,25.33971,24.57945,25.4803566666667,19.463966,28.903329,28.715307,25.6942006666667,1431,1557,1415,0.991989121432393
"PCDH10",43.28654,40.26168,24.71054,36.0862533333333,6.782886,9.49241,11.48181,9.25236866666667,702,802,777,3.61733512899426
"PCDH11X",3.79358,1.96196,0.89578,2.21710666666667,0.423787,0.242633,0.214332,0.293584,65,29,22,2.48697159725744
"PCDH11Y",0,0,0,0,0.785848,0.651278,0.475886,0.637670666666667,19,25,47,0.610623381339187
"PCDH12",1.52406,1.38166,1.61678,1.5075,1.260417,1.067638,1.15263,1.16022833333333,114,89,84,1.16075692615827
"PCDH15",11.08255,12.13101,21.2148,14.8094533333333,1.782682,1.364142,1.589807,1.578877,137,59,34,6.13036346182208
"PCDH17",15.93634,12.84947,9.04524,12.61035,11.120499,9.273879,7.435995,9.276791,1468,1011,800,1.32437742482065
"PCDH18",2.41861,2.87386,2.38148,2.55798333333333,20.559494,4.609612,6.414343,10.5278163333333,1223,281,283,0.308643305067693
"PCDH19",4.40651,9.50585,29.71383,14.5420633333333,11.786103,14.737286,27.012354,17.8452476666667,175,170,181,0.824720566598019
"PCDH20",4.57217,3.73049,3.18987,3.83084333333333,2.891361,2.995111,2.878371,2.92161433333333,252,200,173,1.23185069278018
"PCDH7",43.81665,37.58125,24.92903,35.44231,36.802066,22.526587,22.030195,27.119616,3196,1798,1589,1.29597466764838
"PCDH8",31.83955,25.14628,19.61987,25.5352333333333,8.124102,0.130658,5.117728,4.457496,219,2,102,4.86216267191645
"PCDH9",29.42093,32.66253,35.24148,32.4416466666667,7.197219,16.682641,21.647847,15.1759023333333,777,1228,1219,2.0673744176703
"PCDHA1",4.40651,2.12776,4.12935,3.55454,0,0,0,0,0,0,0,4.55454
"PCDHA10",3.4457,2.84623,2.7966,3.02951,3.563764,2.744007,3.059984,3.122585,390,212,194,0.977423145914517
"PCDHA11",2.10386,0.96716,1.68233,1.58445,3.015238,2.387238,2.752766,2.718414,293,173,132,0.695040950254598
"PCDHA12",0.19879,0.22107,0.85209,0.423983333333333,3.985252,5.405577,5.683689,5.02483933333333,403,380,391,0.236352084188358
"PCDHA13",0.19879,1.2435,1.3109,0.91773,0.098501,0,0.041362,0.046621,4,0,1,1.83230605921341
"PCDHA14",0.26505,0.05527,0.48066,0.266993333333333,0,0.135281,0,0.0450936666666667,0,4,0,1.21232514725155
"PCDHA2",0.5798,0.9948,0.50251,0.69237,1.064042,1.397428,1.418685,1.293385,107,90,97,0.737935409885388
"PCDHA3",1.52406,2.12776,0.89578,1.51586666666667,0.720995,0.650354,0.666562,0.679303666666667,70,50,46,1.49816064634727
"PCDHA4",2.89902,2.18303,3.88902,2.99035666666667,17.733509,31.128304,29.566477,26.1427633333333,1547,2100,1751,0.14701364845068
"PCDHA5",1.12648,0.46977,3.21172,1.60265666666667,0.098318,0.152459,0.265544,0.172107,7,9,13,2.22049409027219
"PCDHA6",3.28004,2.70806,3.18987,3.05932333333333,0.309629,0.422255,0.240863,0.324249,16,21,6,3.06537768450898
"PCDHA7",0.74546,0.30397,1.33275,0.79406,0.191567,0.208421,0.29154,0.230509333333333,12,8,10,1.45798162712026
"PCDHA8",0.18222,0.30397,0.39327,0.293153333333333,0.512125,0.633902,0.60187,0.582632333333333,52,23,41,0.817090176977302
"PCDHA9",0.39758,0.27633,0.50251,0.39214,0.685966,0.835734,0.701357,0.741019,73,67,49,0.799612181142193
"PCDHAC1",0.44728,0.38687,0.32773,0.387293333333333,1.994965,2.510196,2.185919,2.23036,191,185,142,0.429454715057558
"PCDHAC2",4.48934,2.62516,2.29408,3.13619333333333,134.587578,225.946226,203.023633,187.852479,1686,1748,1805,0.0219017158537449
"PCDHB1",0.08283,0.11053,0,0.0644533333333333,0.166793,0.099222,0.109941,0.125318666666667,24,11,11,0.945912802181071
"PCDHB10",4.77096,2.56989,3.49574,3.61219666666667,4.258761,6.69427,6.988932,5.98065433333333,246,295,272,0.660711223680416
"PCDHB11",0.74546,0.69083,0.58991,0.6754,0.083687,0.133404,0.239703,0.152264666666667,6,6,12,1.45400622657873
"PCDHB12",0.69577,1.43693,2.68735,1.60668333333333,0.202799,0.226069,0.327292,0.252053333333333,11,7,10,2.08192675498381
"PCDHB13",0.94425,0.46977,0.61176,0.67526,0.539271,0.384284,0.43926,0.454271666666667,50,27,28,1.15195808210983
"PCDHB14",4.90349,4.39369,5.68058,4.99258666666667,3.302485,3.962674,5.055296,4.10681833333333,226,215,214,1.17344817761613
"PCDHB15",2.12043,1.60273,1.96636,1.89650666666667,7.400813,10.395096,10.419379,9.405096,325,349,325,0.278373853222178
"PCDHB16",1.10991,1.3264,1.04872,1.16167666666667,2.130174,3.691464,4.699995,3.507211,108,138,128,0.479604053741142
"PCDHB2",3.74388,0.93953,1.02687,1.90342666666667,134.082055,132.725217,131.829662,132.878978,716,796,826,0.0216869497365499
"PCDHB3",0.92769,1.71326,0.56806,1.06967,0.977955,1.166837,1.303683,1.14949166666667,58,53,52,0.962864863397935
"PCDHB4",4.40651,4.31079,3.08062,3.93264,1.109505,1.586281,1.923452,1.539746,73,80,86,1.94217846981549
"PCDHB5",2.60084,4.11736,3.64868,3.45562666666667,0.916656,0.953514,1.153949,1.00803966666667,54,43,46,2.21889375027286
"PCDHB6",1.95477,1.5751,2.7092,2.07969,0.350402,0.523877,0.317805,0.397361333333333,20,22,12,2.20393245936866
"PCDHB7",1.27557,0.71847,0.80839,0.934143333333333,0.183316,0.079619,0.045406,0.102780333333333,12,4,2,1.75387905902082
"PCDHB8",0.43071,0.2487,0.43697,0.372126666666667,0.407587,0.369729,0.283832,0.353716,20,14,9,1.0136000953425
"PCDHB9",1.73941,1.9896,2.62181,2.11694,1.65675,3.447859,5.037453,3.38068733333333,92,101,119,0.711518481650749
"PCDHGA1",6.29502,3.81339,1.17981,3.76274,0.20661,0.13994,0.30701,0.217853333333333,16,8,17,3.91076648529106
"PCDHGA10",10.65184,12.18627,7.12258,9.98689666666667,0.422228,0.481338,0.690191,0.531252333333333,37,32,40,7.17510525698247
"PCDHGA11",5.78148,8.31761,4.58816,6.22908333333333,0.262168,0.077379,0.127103,0.15555,24,2,3,6.2559675767672
"PCDHGA12",20.8067,39.57084,22.5694,27.64898,0.098655,0.027667,0,0.0421073333333333,9,1,0,27.4913908420182
"PCDHGA2",5.53299,4.72529,7.62509,5.96112333333333,0.12639,0.234808,0.033484,0.131560666666667,11,16,2,6.15178976999908
"PCDHGA3",11.89427,7.62678,12.19141,10.57082,0.073778,0.068443,30.290342,10.1441876666667,4,3,102,1.03828294588124
"PCDHGA4",4.00893,5.36085,5.4184,4.92939333333333,0.345024,0.206382,0.338764,0.296723333333333,31,8,20,4.57259708444618
"PCDHGA5",5.9637,5.11216,4.67556,5.25047333333333,0.095414,0.04721,0.116318,0.086314,6,2,5,5.75383667460176
"PCDHGA6",7.70312,6.30039,4.34783,6.11711333333333,0.105678,0.126336,0.071867,0.101293666666667,11,10,5,6.46250273541934
"PCDHGA7",4.15803,3.26073,4.17305,3.86393666666667,0.020382,0.026492,0,0.0156246666666667,2,2,0,4.78910844360482
"PCDHGA8",0.06626,0,0,0.0220866666666667,0.242743,0.098755,0.296752,0.21275,29,9,20,0.842784305641448
"PCDHGA9",9.34313,7.90312,9.70069,8.98231333333333,0.258394,0.396515,0.263339,0.306082666666667,12,14,15,7.64294143709127
"PCDHGB1",5.13541,6.35565,7.05703,6.18269666666667,0.419581,0.614627,0.352715,0.462307666666667,20,28,11,4.91189154676296
"PCDHGB2",8.15039,8.56631,12.16956,9.62875333333333,1.135919,0.926176,0.774541,0.945545333333333,65,61,24,5.46312293588293
"PCDHGB3",1.259,1.29876,1.17981,1.24585666666667,0.022845,0.030174,0.034309,0.0291093333333333,1,1,1,2.18233048124462
"PCDHGB4",6.31159,9.69928,2.97138,6.32741666666667,10.479232,6.99827,6.61637,8.03129066666667,943,478,397,0.811336600394362
"PCDHGB6",9.87324,15.66806,10.13766,11.8929866666667,29.428009,37.009409,39.818774,35.4187306666667,2566,2450,2315,0.354020758841751
"PCDHGB7",17.01312,25.28444,15.59976,19.2991066666667,9.486085,7.079359,7.197538,7.920994,847,486,433,2.27543104127933
"PCDHGB8P",0.51354,0.22107,0,0.24487,0.096721,0.025338,0.029107,0.0503886666666667,5,1,1,1.18515178191184
"PCDHGC3",131.88066,172.21055,94.60359,132.898266666667,32.757276,20.896311,32.258347,28.6373113333333,1987,966,1171,4.51789520178472
"PCDHGC4",3.77701,3.34363,4.61001,3.91021666666667,10.964336,20.861403,13.788937,15.204892,651,766,598,0.303008293215818
"PCDHGC5",44.1811,28.3241,14.63843,29.0478766666667,0.493327,0.438544,0.33317,0.421680333333333,39,17,20,21.1354662241231
"PCED1A",57.66569,56.12317,43.93714,52.5753333333333,34.755395,32.404434,30.023772,32.3945336666667,585,363,337,1.60431446260352
"PCED1B",3.3463,3.86866,3.10247,3.43914333333333,1.185537,0.285543,0.707442,0.726174,21,3,8,2.57166620128291
"PCED1CP",0,0,0,0,0,0,0,0,0,0,0,1
"PCF11",29.35467,21.91318,27.3979,26.2219166666667,21.318719,16.033308,18.582278,18.6447683333333,939,616,608,1.38570820509379
"PCGF1",45.75485,32.85596,22.5257,33.71217,42.503783,29.718363,76.35323,49.5251253333333,104,52,75,0.687027885057003
"PCGF2",32.07147,48.77272,68.93171,49.9253,46.440165,41.789295,47.194538,45.1413326666667,940,633,606,1.10368073605272
"PCGF3",22.72833,22.16188,27.46344,24.1178833333333,96.411332,77.884208,57.915612,77.4037173333333,1889,1202,1177,0.320365974824187
"PCGF5",26.93606,28.76624,21.9358,25.8793666666667,3.717819,2.728881,2.921203,3.12263433333333,266,88,74,6.51994925898109
"PCGF6",2.40205,3.86866,4.43523,3.56864666666667,3.576828,3.506823,2.966916,3.350189,106,80,71,1.05021797137243
"PCID2",25.42857,18.70772,22.04504,22.0604433333333,26.021049,23.462088,29.090533,26.1912233333333,565,375,383,0.84808406928363
"PCIF1",29.95104,27.46747,44.87662,34.0983766666667,11.029431,8.387871,13.083591,10.833631,425,256,336,2.96598539084637
"PCK1",1.34183,2.40409,8.1713,3.97240666666667,0.024787,0.174646,0,0.0664776666666667,2,1,0,4.66245737916687
"PCK2",10.15486,9.14661,9.83178,9.71108333333333,6.696235,3.192581,5.696901,5.195239,150,68,68,1.7289217305956
"PCLO",47.11325,25.06338,19.57617,30.5842666666667,9.8428,23.4146,20.184471,17.813957,1023,1453,1069,1.67876787784019
"PCM1",75.42428,80.19175,52.52356,69.3798633333333,100.190306,74.238493,76.828383,83.752394,2300,1338,1342,0.830417407835504
"PCMT1",149.57298,116.25317,95.45568,120.427276666667,126.935984,148.761238,197.505527,157.734249666667,1826,1724,1686,0.764972127449856
"PCMTD1",20.7073,16.82866,13.83004,17.122,21.71261,15.608751,17.15301,18.1581236666667,1207,632,616,0.945917268063708
"PCMTD2",35.10302,33.85076,26.89539,31.9497233333333,46.975303,35.481621,33.261361,38.5727616666667,1256,849,946,0.832636438439117
"PCNA",17.54323,15.58516,17.0636,16.7306633333333,30.556675,14.290179,30.69445,25.1804346666667,614,221,426,0.677248623221229
"PCNAP4",0,0,0,0,0,0,0,0,0,0,0,1
"PCNP",95.38611,94.61632,91.32633,93.7762533333333,87.362931,75.918774,103.260702,88.847469,1655,1014,1091,1.05485724181427
"PCNPP2",0,0,0,0,0,0,0,0,0,0,0,1
"PCNT",65.02093,34.84555,25.06012,41.6422,15.685676,20.154652,22.044808,19.2950453333333,1154,1004,899,2.10111380879563
"PCOLCE",10.6684,18.54192,28.53402,19.2481133333333,53.782606,15.511814,12.106948,27.1337893333333,529,74,71,0.719708002837111
"PCOLCE2",1.87194,2.68043,6.68561,3.74599333333333,24.574364,43.831086,47.107901,38.5044503333333,224,337,375,0.120138194387905
"PCP2",0.66263,0.829,0.80839,0.766673333333333,0.09983,0.132188,0,0.0773393333333333,1,1,0,1.63984854044748
"PCP4",5667.47254,4197.46625,355.45168,3406.79682333333,6.937185,8.304206,12.190421,9.14393733333333,40,35,47,335.944191229888
"PCP4L1",273.13759,254.06029,18.15602,181.784633333333,7.568135,0.346832,0.656824,2.85726366666667,173,6,10,47.3871244304361
"PCSK1",3.74388,2.84623,9.15448,5.24819666666667,27.691665,6.157568,3.824656,12.557963,2316,333,229,0.460850694655729
"PCSK1N",1045.71874,1017.89918,1978.26372,1347.29388,64.808439,95.195271,129.446823,96.483511,626,660,711,13.8309942488633
"PCSK2",91.22809,43.79873,60.43268,65.1531666666667,67.517249,103.84026,96.103503,89.1536706666667,2990,4291,3701,0.733782287259947
"PCSK4",20.35942,23.15668,20.90892,21.4750066666667,9.524965,3.083818,6.577333,6.395372,108,37,51,3.03906370993463
"PCSK5",2.17013,5.02926,2.35963,3.18634,3.51779,3.831824,4.295033,3.881549,164,166,187,0.857584344641424
"PCSK6",43.70069,20.72495,18.17787,27.5345033333333,6.449764,5.607253,3.540744,5.19925366666667,129,90,37,4.60289332678272
"PCSK7",45.97021,44.13033,56.8277,48.97608,36.588604,45.685622,37.262118,39.845448,1419,1233,1069,1.22354099286657
"PCSK9",0.59637,0.13817,0.10924,0.28126,2.255493,0.728027,0.764068,1.249196,123,24,34,0.569652444695794
"PCTP",7.75281,8.81501,6.8604,7.80940666666667,9.197567,4.653797,6.047642,6.633002,239,126,140,1.15412083825822
"PCYOX1",19.29921,17.32606,17.93754,18.1876033333333,33.800638,39.370542,35.469296,36.213492,2249,1885,1875,0.515608783323353
"PCYOX1L",14.04783,8.51105,13.93928,12.1660533333333,12.132034,13.387912,13.370914,12.96362,632,519,456,0.942882528551574
"PCYT1A",17.49353,18.09979,19.02996,18.20776,22.654128,27.871138,19.645848,23.3903713333333,884,711,695,0.787514045501617
"PCYT1B",15.45593,11.35727,10.90235,12.57185,7.815366,5.705038,6.7771,6.76583466666667,586,298,311,1.74763571239219
"PCYT2",59.73642,56.78637,57.57054,58.03111,24.54931,23.469009,22.50107,23.506463,774,504,496,2.40879763024146
"PDAP1",123.94563,103.26553,79.65928,102.290146666667,253.606959,152.179007,91.473998,165.753321333333,1176,874,846,0.619418826808215
"PDC",0.86142,0.2487,0.41512,0.508413333333333,0.055807,0.145462,0.078599,0.0932893333333333,1,2,1,1.37970186605071
"PDCD1",1.10991,0.5803,0.24033,0.643513333333333,0.064732,0.035852,0,0.033528,1,1,0,1.59019720155945
"PDCD10",31.24318,26.44504,29.08023,28.9228166666667,47.288053,35.818216,51.584979,44.8970826666667,371,290,299,0.651954654372804
"PDCD11",91.12869,10.66644,11.38302,37.72605,12.245712,12.730217,18.044639,14.3401893333333,1096,935,918,2.52448318325841
"PDCD1LG2",0.64607,0.30397,0.10924,0.353093333333333,0.070433,0.184532,0.136399,0.130454666666667,3,6,4,1.19694612551174
"PDCD2",26.28999,29.01493,23.61812,26.30768,34.147422,38.959102,43.759216,38.9552466666667,645,611,636,0.683456674108882
"PDCD2L",19.01759,14.14823,11.0116,14.7258066666667,12.040244,19.402152,22.447324,17.96324,67,90,74,0.829278470697342
"PDCD4",86.53996,79.91542,68.10147,78.1856166666667,66.155398,51.367336,66.699585,61.4074396666667,1050,547,593,1.26884898803118
"PDCD5",191.65022,153.64099,146.12212,163.804443333333,223.520094,128.885245,180.898376,177.767905,587,404,440,0.92189055598841
"PDCD6",113.85703,114.62281,121.84855,116.77613,60.896201,47.471819,65.400033,57.9226843333333,980,581,612,1.99882492341532
"PDCD6IP",50.16137,40.15114,37.22968,42.5140633333333,77.814513,64.747495,69.590427,70.7174783333333,1732,1088,1131,0.60674279610175
"PDCD7",13.3852,19.81306,15.1191,16.1057866666667,26.190077,18.076511,9.934885,18.0671576666667,294,172,190,0.897133540599558
"PDCL",6.99079,9.67164,7.66879,8.11040666666667,15.608198,17.100325,12.498726,15.069083,377,277,274,0.566952492974656
"PDCL2",0,0,0,0,0,0,0,0,0,0,0,1
"PDCL3",15.52219,14.42457,16.08043,15.3423966666667,15.043231,10.769874,16.747013,14.186706,209,125,174,1.07609883714524
"PDE10A",26.57161,20.17229,1.09242,15.94544,8.430267,3.990828,4.408206,5.609767,610,286,273,2.56369702593147
"PDE11A",1.42466,1.18823,2.40332,1.67207,0.167512,0.092053,0.0909,0.116821666666667,20,10,11,2.3925664049617
"PDE12",5.08571,4.86346,4.26044,4.73653666666667,5.467195,5.526793,6.046518,5.68016866666667,552,448,482,0.858741291262805
"PDE1A",3.62792,10.63881,28.81804,14.36159,2.149883,2.750552,2.240314,2.38024966666667,162,187,136,4.54451342795291
"PDE1B",408.29829,315.73776,57.94197,260.65934,1.658825,2.649674,2.60672,2.305073,86,95,66,79.1690047390784
"PDE1C",15.70442,15.25357,14.13592,15.0313033333333,3.250899,1.114809,2.747829,2.371179,323,96,187,4.75539961934188
"PDE2A",182.77093,139.54802,158.24799,160.18898,30.121271,25.080898,26.198948,27.1337056666667,714,417,373,5.72939028757167
"PDE3A",2.15356,2.65279,1.11427,1.97354,0.765623,0.414585,0.738534,0.639580666666667,168,72,101,1.81359786709691
"PDE3B",2.7665,2.26593,3.36465,2.79902666666667,1.96912,2.87098,2.736184,2.525428,149,229,201,1.07760722007843
"PDE4A",34.50665,23.21195,45.26989,34.3294966666667,3.609045,3.096382,4.575251,3.760226,253,167,172,7.4218107851742
"PDE4B",40.2053,38.27208,82.65251,53.7099633333333,55.177363,162.369757,176.771429,131.439516333333,1135,1515,1530,0.413093952983303
"PDE4C",2.73336,5.02926,6.29234,4.68498666666667,11.717615,4.489971,1.338028,5.848538,368,93,52,0.830102230091542
"PDE4D",10.48618,6.35565,14.15777,10.3332,9.92067,7.262879,8.926948,8.703499,1087,744,711,1.1679498292317
"PDE4DIP",528.13559,500.21747,581.29863,536.550563333333,504.636333,858.468227,819.941959,727.682173,8297,10424,8265,0.737702366342004
"PDE5A",8.89586,9.09135,4.47892,7.48871,7.90067,6.695004,7.106568,7.23408066666667,140,92,78,1.0309238327436
"PDE6A",0.33132,0.38687,0.80839,0.50886,0.184053,0.027842,0.068113,0.093336,16,2,5,1.38005151206948
