"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ABCB1",995,0.828961,1158,1.03552,996,0.872385,0.912288666667,"Abcb1a",22.341597,11.92902,15.633074,306,260,232,16.6345636666667,0.108439806213162
"ABCB10",355,1.47221,460,2.04757,446,1.94452,1.82143333333,"Abcb10",3.70404,4.009373,4.926604,497,533,463,4.213339,0.541195063917769
"ABCB11",19,0.0286572,12,0.0194269,19,0.0301282,0.0260707666667,"Abcb11",0,0,0,0,0,0,0,1.0260707666667
"ABCB4",69,0.153091,99,0.235763,83,0.193605,0.194153,"Abcb4",2.855218,3.428858,3.224924,367,397,282,3.16966666666667,0.286390518826445
"ABCB5",16,0.0172721,27,0.0312846,21,0.0238333,0.02413,"Abcb5",0,0,0,0,0,0,0,1.02413
"ABCB6",899,17.0286,863,17.5457,699,13.9198,16.1647,"Abcb6",4.179214,5.497167,4.20283,223,255,203,4.62640366666667,3.05074093806873
"ABCB7",498,0.823202,595,1.05569,653,1.13482,1.00457066667,"Abcb7",3.502681,3.231758,4.404847,659,544,597,3.71309533333333,0.425319354881852
"ABCB8",1140,10.2865,1000,9.68508,836,7.93062,9.30073333333,"Abcb8",15.227893,15.429945,18.285769,744,727,657,16.3145356666667,0.594918254328969
"ABCB9",1253,3.60629,1433,4.42686,1068,3.23161,3.75492,"Abcb9",1.277403,0.974135,1.355097,117,101,104,1.20221166666667,2.15915666598806
"ABCC1",825,0.744849,630,0.610513,796,0.755554,0.703638666667,"Abcc1",2.436638,4.138721,7.941157,446,428,346,4.83883866666667,0.291776972087429
"ABCC10",821,6.21923,787,6.39895,608,4.84212,5.8201,"Abcc10",0.487548,0.662952,0.381423,47,52,34,0.510641,4.51470600890615
"ABCC12",22,0.0512362,10,0.0249974,9,0.0220361,0.0327565666667,"Abcc12",0,0,0,0,0,0,0,1.0327565666667
"ABCC2",51,0.127363,49,0.131343,94,0.246796,0.168500666667,"Abcc2",0.003846,0.018808,0,1,1,0,0.00755133333333333,1.15974306023812
"ABCC3",107,0.325222,68,0.221843,216,0.690221,0.412428666667,"Abcc3",0.252275,0.270166,0.237298,18,12,7,0.253246333333333,1.12701599765329
"ABCC4",589,0.365351,764,0.508661,1042,0.679517,0.517843,"Abcc4",1.07834,1.027357,0.899832,184,175,110,1.001843,0.758222797691927
"ABCC5",4107,7.32087,3602,6.89163,3384,6.34171,6.85140333333,"Abcc5",10.385666,13.130438,7.183393,582,426,255,10.2331656666667,0.698948414570995
"ABCC6",60,0.140518,55,0.138256,50,0.123109,0.133961,"Abcc6",0,0,0,0,0,0,0,1.133961
"ABCC8",325,0.672859,385,0.855543,185,0.402671,0.643691,"Abcc8",5.196664,5.907268,4.973336,286,348,267,5.35908933333333,0.258478991855647
"ABCC9",94,0.113153,173,0.223523,310,0.392316,0.242997333333,"Abcc9",19.684747,22.99213,23.672163,4837,5123,4198,22.1163466666667,0.0537713571809934
"ABCD1",264,2.31762,256,2.41223,305,2.81498,2.51494333333,"Abcd1",2.313105,2.752033,3.025499,286,317,273,2.696879,0.95078668610198
"ABCD2",242,0.605942,370,0.994392,336,0.88449,0.828274666667,"Abcd2",0.907229,0.389841,2.345446,72,65,60,1.214172,0.825714834559826
"ABCD3",2126,3.70381,2650,4.95531,2365,4.33166,4.33026,"Abcd3",13.628574,15.300532,16.369644,1441,1359,1208,15.0995833333333,0.331080618028417
"ABCD4",1255,12.3263,1060,11.1747,982,10.14,11.2136666667,"Abcd4",0.85394,1.106506,1.124445,67,57,53,1.028297,6.02163621338492
"ABCE1",1529,8.55123,1799,10.7992,1859,10.9305,10.0936433333,"Abce1",6.423351,6.420801,6.784214,778,717,590,6.54278866666667,1.47076152117656
"ABCF1",1386,9.38973,1319,9.59125,1352,9.62952,9.53683333333,"Abcf1",14.572771,13.528038,17.357068,822,833,714,15.1526256666667,0.652329444808117
"ABCF2",1264,14.0453,1300,15.5048,1236,14.4391,14.6630666667,"Abcf2",7.208005,7.781313,7.405033,605,609,448,7.46478366666667,1.85038003137391
"ABCF2",1281,11.5773,1339,12.9891,1269,12.0575,12.2079666667,"Abcf2",7.208005,7.781313,7.405033,605,609,448,7.46478366666667,1.56034308575557
"ABCF3",1334,29.1675,1379,32.363,1039,23.8835,28.4713333333,"Abcf3",56.843927,45.142544,60.394936,472,407,364,54.1271356666667,0.534606650189522
"ABCG1",450,0.805841,586,1.12635,828,1.55885,1.16368033333,"Abcg1",0.251662,0.952119,0.477321,40,67,36,0.560367333333333,1.38664805851058
"ABCG2",670,0.82732,1233,1.63419,582,0.755544,1.07235133333,"Abcg3",0.080428,0.035451,0.075727,7,3,5,0.0638686666666667,1.94793906265059
"ABCG4",401,5.1503,416,5.73484,237,3.20018,4.69510666667,"Abcg4",0.127302,0.011319,0.156331,3,1,1,0.0983173333333333,5.18530163717408
"ABCG5",8,0.0529511,20,0.142087,8,0.055669,0.0835690333333,"Abcg5",0,0,0,0,0,0,0,1.0835690333333
"ABCG8",24,0.0821356,29,0.106527,16,0.0575676,0.0820767333333,"Abcg8",0,0,0,0,0,0,0,1.0820767333333
"ABHD1",84,2.08923,91,2.42934,76,1.98727,2.16861333333,"Abhd1",0.884254,0.707662,0.256382,35,26,7,0.616099333333333,1.96065505874226
"ABHD10",991,12.057,1290,16.846,1040,13.3026,14.0685333333,"Abhd10",2.955729,5.14223,4.358272,111,153,102,4.152077,2.92474924837109
"ABHD11",188,11.8397,190,12.8433,172,11.3881,12.0237,"Abhd11",8.843995,9.876887,10.511257,261,260,220,9.74404633333333,1.21217831680361
"ABHD12",4523,8.22282,4462,8.70692,3868,7.39297,8.10757,"Abhd12",14.072634,12.994731,16.910777,328,371,288,14.6593806666667,0.581604738646326
"ABHD12B",111,0.589088,70,0.398745,127,0.708596,0.565476333333,"Abhd12b",0,0,0,0,0,0,0,1.565476333333
"ABHD13",357,3.93437,470,5.55962,462,5.35287,4.94895333333,"Abhd13",1.612849,1.579601,1.789031,270,250,213,1.66049366666667,2.23603363836737
"ABHD14A",256,4.57571,307,5.88975,216,4.05892,4.84146,"Abhd14a",2.996884,2.658814,3.062354,93,81,73,2.90601733333333,1.49550283613693
"ABHD14A-ACY1",514,6.20219,530,6.86433,401,5.08703,6.05118333333,"Acy1",4.757062,3.849426,5.091179,101,91,77,4.565889,1.26685662134656
"ABHD14B",619,7.25763,689,8.6709,638,7.86436,7.93096333333,"Abhd14b",2.264105,1.928432,2.675018,78,66,63,2.289185,2.7152511437727
"ABHD15",318,8.55867,325,9.38864,418,11.8275,9.92493666667,"Abhd15",0.151803,0.17299,0.243191,13,15,13,0.189328,9.18580632648857
"ABHD16A",1232,13.1221,1310,14.9763,1014,11.3545,13.1509666667,"Abhd16a",14.283377,10.868275,15.117416,382,329,324,13.4230226666667,0.981137379711992
"ABHD16B",39,4.56959,46,5.7851,51,6.28234,5.54567666667,"Abhd16b",0.017708,0,0.024841,1,0,1,0.014183,6.45413763262646
"ABHD17A",1446,28.9099,1530,32.833,1345,28.2709,30.0046,"Abhd17a",5.672737,6.770556,6.724789,179,222,144,6.38936066666667,4.19584337517337
"ABHD17B",532,1.91708,563,2.17759,736,2.78833,2.29433333333,"Abhd17b",1.521296,1.357875,1.700168,97,77,81,1.52644633333333,1.30393956517712
"ABHD17C",287,0.660257,270,0.666708,448,1.08355,0.803505,"Abhd17c",4.881013,3.750363,3.185882,225,242,149,3.939086,0.365149543862974
"ABHD18",391,0.915378,473,1.18857,664,1.63429,1.24607933333,"Abhd18",9.310011,9.508344,9.476552,916,811,624,9.43163566666667,0.215314204320531
"ABHD2",17724,26.9491,16264,26.543,12739,20.3636,24.6185666667,"Abhd2",1.304402,1.438202,1.694681,300,309,284,1.479095,10.3338382218915
"ABHD3",1424,4.61714,1403,4.88271,1271,4.33258,4.61081,"Abhd3",0.888587,0.607436,0.76617,29,24,18,0.754064333333333,3.19874812649403
"ABHD4",738,8.60724,755,9.45138,690,8.46048,8.8397,"Abhd4",7.115654,8.510248,7.961919,372,402,389,7.862607,1.11024893690987
"ABHD5",469,1.85103,419,1.77498,452,1.8755,1.83383666667,"Abhd5",15.998376,19.309326,20.137932,581,531,496,18.481878,0.145460138220248
"ABHD6",462,1.38769,518,1.67002,434,1.3705,1.47607,"Abhd6",1.14656,1.497619,1.057626,62,71,46,1.233935,1.10838945627335
"ABHD8",802,7.73824,756,7.82943,603,6.11679,7.22815333333,"Abhd8",1.768592,1.567081,2.48411,113,106,108,1.93992766666667,2.79876046836867
"ABI1",1701,2.59542,1851,3.03145,2269,3.63979,3.08888666667,"Abi1",6.582961,5.608406,7.829215,235,207,167,6.67352733333333,0.532856206676703
"ABI2",4245,6.20636,4621,7.25163,4889,7.5148,6.99093,"Abi2",3.10948,2.06312,2.241759,181,174,166,2.471453,2.30189779322952
"ABI3",335,4.56685,245,3.58491,572,8.19797,5.44991,"Abi3",1.239273,1.75973,1.679233,55,64,50,1.559412,2.52007492345898
"ABI3BP",385,0.275246,801,0.614658,1404,1.05528,0.648394666667,"Abi3bp",0.63739,0.657506,0.804077,96,93,82,0.699657666666667,0.969839220564808
"ABITRAM",1122,11.9922,1332,15.2809,1849,20.7769,16.0166666667,"Abitram",0.446832,0.177343,0.347871,40,22,34,0.324015333333333,12.8523184273546
"ABL1",1330,1.3303,1558,1.67265,1785,1.87704,1.62666333333,"Abl1",4.576983,4.469049,5.447473,515,535,499,4.83116833333333,0.450452325019486
"ABL2",1534,2.05583,1795,2.58207,2285,3.21949,2.61913,"Abl2",1.102341,1.060429,1.307922,344,316,270,1.15689733333333,1.67793336477768
"ABLIM1",9790,5.07585,10498,5.84216,8705,4.74497,5.22099333333,"Ablim1",34.740714,33.153558,32.594338,6250,5160,4006,33.4962033333333,0.180338493289165
"ABLIM2",835,0.75378,569,0.551329,725,0.688072,0.664393666667,"Ablim2",3.791717,5.042325,4.622022,160,167,153,4.48535466666667,0.303424986679743
"ABLIM3",3540,5.19431,3148,4.95792,2904,4.47981,4.87734666667,"Ablim3",4.102483,4.042407,4.089614,594,546,424,4.078168,1.15737538944556
"ABO",280,1.90898,318,2.32708,308,2.20766,2.14790666667,"Abo",0,0,0,0,0,0,0,3.14790666667
"ABR",3546,2.7384,3554,2.94588,3798,3.08355,2.92261,"Abr",2.378324,2.984923,3.713034,327,330,296,3.025427,0.974458113387722
"ABRA",10,0.16233,32,0.557555,60,1.02397,0.581285,"Abra",4.116302,4.098666,3.441195,388,344,235,3.88538766666667,0.323676462932351
"ABRACL",136,1.63203,150,1.93206,207,2.61154,2.05854333333,"Abracl",31.510388,28.625277,45.292012,127,91,115,35.142559,0.0846244266580571
"ABRAXAS1",607,1.66127,747,2.19439,763,2.19541,2.01702333333,"Abraxas1",2.62357,2.493772,2.986119,96,98,87,2.70115366666667,0.815157544119802
"ABRAXAS2",669,3.35372,688,3.70194,758,3.99492,3.68352666667,"Abraxas2",4.709873,4.263116,4.741499,222,212,183,4.571496,0.840622817762052
"ABT1",253,11.6712,303,15.003,253,12.2703,12.9815,"Abt1",0.499136,0.4238,0.530647,73,58,56,0.484527666666667,9.41814714130173
"ABTB1",1543,33.7288,1425,33.4342,937,21.5334,29.5654666667,"Abtb1",5.82147,7.44892,5.830129,156,143,134,6.36683966666667,4.14906093382241
"ABTB2",364,0.307165,368,0.333318,470,0.416971,0.352484666667,"Abtb2",1.685686,1.76883,2.249357,255,274,221,1.901291,0.466166498523244
"ACAA1",1192,6.10428,1253,6.88731,1152,6.20224,6.39794333333,"Acaa1a",12.394399,14.285179,15.320303,538,517,430,13.9999603333333,0.493197526455459
"ACAA1",1192,6.10428,1253,6.88731,1152,6.20224,6.39794333333,"Acaa1b",0.028191,0.028929,0,1,1,0,0.01904,7.25971829695596
"ACAA2",1316,7.23196,1158,6.83045,1297,7.49339,7.18526666667,"Acaa2",248.985981,224.128048,293.242253,7301,6225,5954,255.452094,0.0319173321574438
"ACACA",4300,2.33406,4641,2.70393,4008,2.28723,2.44174,"Acaca",1.200972,0.900763,0.781195,175,153,147,0.960976666666667,1.7551152231966
"ACACB",3042,3.50477,3493,4.31955,2522,3.0548,3.62637333333,"Acacb",15.474208,14.95871,16.499206,4311,3965,3460,15.6440413333333,0.27795973590048
"ACAD10",802,1.97192,897,2.36727,684,1.76811,2.03576666667,"Acad10",0.598761,1.056781,1.076999,53,41,50,0.910847,1.58870211307865
"ACAD10",802,1.97192,897,2.36727,684,1.76811,2.03576666667,"Acad12",17.801517,18.65883,21.112006,1100,1042,881,19.1907843333333,0.150354073252033
"ACAD11",1114,1.90902,1115,2.05088,1118,2.01421,1.99137,"Acad11",20.220395,25.148927,24.795126,1888,1884,1652,23.3881493333333,0.122656703430606
"ACAD8",819,11.575,885,13.4252,746,11.0844,12.0282,"Acad8",12.259437,10.062579,9.130213,439,390,308,10.4840763333333,1.1344578024255
"ACAD9",1039,4.97676,1126,5.78908,1091,5.49407,5.41997,"Acad9",14.866479,14.620374,16.037408,450,448,379,15.1747536666667,0.396912999870312
"ACADL",894,4.07549,1008,4.93223,2279,10.9226,6.64344,"Acadl",202.319337,208.242625,216.801061,9518,8357,7420,209.121007666667,0.0363763722860375
"ACADM",1245,3.43988,1406,4.16965,1536,4.46173,4.02375333333,"Acadm",734.222656,649.816797,808.160715,11829,9984,9558,730.733389333333,0.0068655515882732
"ACADS",317,3.89038,354,4.66312,259,3.34173,3.96507666667,"Acads",43.777134,43.427381,54.486167,1956,1744,1558,47.2302273333333,0.102945329955733
"ACADSB",866,3.0667,1330,5.05528,1095,4.07667,4.06621666667,"Acadsb",128.314701,142.932978,153.196559,1614,1467,1364,141.481412666667,0.0355570356290778
"ACADVL",7556,162.126,6596,151.908,4694,105.887,139.973666667,"Acadvl",139.431027,132.111617,154.831617,9440,8497,7659,142.124753666667,0.98497054531408
"ACAN",7,0.0170047,96,0.250313,28,0.0715101,0.1129426,"Acan",0.015363,0.024935,0.010729,4,3,2,0.017009,1.09432915539587
"ACAP1",124,1.44911,135,1.69337,286,3.51385,2.21877666667,"Acap1",0.252565,0.107747,0.114382,16,5,7,0.158231333333333,2.7790447158829
"ACAP2",1382,1.43455,1840,2.05005,1856,2.02545,1.83668333333,"Acap2",2.510354,3.088726,3.307991,345,341,264,2.96902366666667,0.714705572847428
"ACAP3",1458,14.7916,1582,17.2268,1149,12.2551,14.7578333333,"Acap3",1.933753,2.709172,2.375971,133,146,103,2.339632,4.71843404701476
"ACAT1",1814,10.2528,2004,12.1575,1738,10.3275,10.9126,"Acat1",93.491079,94.716414,110.493341,5260,5078,4190,99.5669446666667,0.118454428932735
"ACAT2",4118,42.1497,3190,35.046,2391,25.7292,34.3083,"Acat3",0.106014,0.029888,0,4,2,0,0.0453006666666667,33.7781282705901
"ACAT2",4118,42.1497,3190,35.046,2391,25.7292,34.3083,"Acat2",0.66719,0.447738,1.304108,34,26,33,0.806345333333333,19.5468160757744
"ACBD3",1022,4.24464,1115,4.97056,1412,6.16543,5.12687666667,"Acbd3",2.402008,2.812018,2.585089,261,286,201,2.599705,1.70204965869981
"ACBD4",398,6.0033,374,6.05507,392,6.21629,6.09155333333,"Acbd4",7.598094,6.460876,8.388294,99,80,69,7.48242133333333,0.836029366457235
"ACBD5",1433,5.33589,1976,7.89747,1715,6.71371,6.64902333333,"Acbd5",2.76439,3.148991,3.874531,318,223,239,3.26263733333333,1.79443446279502
"ACBD6",1053,0.788498,1177,0.945995,1134,0.892737,0.875743333333,"Acbd6",7.456026,9.740249,9.378408,138,215,119,8.85822766666667,0.190271861916457
"ACBD7",50,0.656665,111,1.56472,52,0.717985,0.97979,"Acbd7",0.204416,0.219119,0.143098,2,2,1,0.188877666666667,1.66525964403963
"ACCS",561,5.35173,673,6.89107,851,8.53491,6.92590333333,"Accs",0.560678,1.577455,1.883585,37,56,40,1.34057266666667,3.38630944734465
"ACCSL",0,0,0,0,1,0.0153093,0.0051031,"Accsl",0,0,0,0,0,0,0,1.0051031
"ACD",257,13.5889,202,11.4642,154,8.5607,11.2046,"Acd",1.489058,1.256628,1.749415,61,49,54,1.498367,4.88503090218531
"ACE",115,0.942326,128,1.12578,299,2.5758,1.54796866667,"Ace",5.44445,6.520775,5.744452,634,788,585,5.90322566666667,0.369098272271943
"ACE2",22,0.0934765,3,0.0136817,17,0.0759393,0.0610325,"Ace2",0.168836,0.249512,0.378854,15,17,20,0.265734,0.838274471571436
"ACER1",15,0.095391,7,0.0477809,21,0.140402,0.0945246333333,"Acer1",0.013295,0,0,1,0,0,0.00443166666666667,1.08969546625866
"ACER2",68,0.273112,56,0.241412,58,0.244905,0.253143,"Acer2",2.221571,2.142382,1.847638,289,254,156,2.07053033333333,0.408119400872227
"ACER3",2305,2.4268,2576,2.91105,2484,2.74949,2.69578,"Acer3",0.926464,1.225774,1.221333,111,103,103,1.12452366666667,1.73958052714875
"ACHE",4545,113.738,4051,108.812,2350,61.8271,94.7923666667,"Ache",0.171761,0.250681,0.356746,15,19,19,0.259729333333333,76.0420227837567
"ACIN1",2919,13.7634,2887,14.6109,2946,14.6037,14.326,"Acin1",11.374627,9.188783,8.456991,624,549,377,9.673467,1.43589707074562
"ACKR1",1228,67.1667,1253,73.5609,1096,63.0238,67.9171333333,"Ackr1",0.082963,0.172283,0.044259,3,5,1,0.099835,62.6613385946983
"ACKR2",184,0.386247,161,0.362755,256,0.56497,0.437990666667,"Ackr2",1.140292,0.306534,0.79591,18,14,17,0.747578666666667,0.822847459799807
"ACKR3",269,3.22584,286,3.68127,389,4.90432,3.93714333333,"Ackr3",7.941244,7.112321,8.687354,750,644,565,7.91363966666667,0.55388634923093
"ACKR4",190,1.52976,183,1.58148,204,1.72679,1.61267666667,"Ackr4",0.754575,1.177246,1.223792,37,56,45,1.051871,1.27331429055238
"ACLY",16166,44.3873,15499,45.6773,11710,33.8027,41.2891,"Acly",5.502024,5.385161,3.778894,400,366,307,4.888693,7.18140680792835
"ACMSD",92,0.253431,116,0.342981,116,0.335944,0.310785333333,"Acmsd",0,0.051825,0.043596,0,3,2,0.031807,1.27037840733102
"ACO1",1196,2.97775,1339,3.57832,1511,3.95513,3.50373333333,"Aco1",3.025734,3.427605,3.641342,344,340,322,3.36489366666667,1.03180825863494
"ACO2",4207,12.2753,4508,14.1183,3468,10.6384,12.344,"Aco2",417.561995,438.868693,454.781168,22690,21156,18663,437.070618666667,0.0304608422281651
"ACOD1",2,0.0344982,2,0.0370286,5,0.0906724,0.0540664,"Acod1",0,0.025515,0,0,2,0,0.008505,1.04517716818459
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot5",0,0,0,0,0,0,0,9.97250333333
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot2",7.7519,7.104215,8.971836,492,470,388,7.94265033333333,1.1151619443464
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot3",0.184964,0.130714,0.304544,11,9,16,0.206740666666667,8.26399872714712
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,"Acot1",8.562106,6.189232,7.189175,155,116,95,7.31350433333333,1.19955471645631
"ACOT11",254,0.457761,264,0.510681,354,0.670729,0.546390333333,"Acot11",3.849478,4.688608,4.957258,323,275,216,4.498448,0.281241239952256
"ACOT12",11,0.0299403,9,0.0262934,9,0.025754,0.0273292333333,"Acot12",0,0,0,0,0,0,0,1.0273292333333
"ACOT13",1254,5.76037,1129,5.56656,1309,6.32165,5.88286,"Acot13",395.632453,377.75228,442.9371,1311,1270,1043,405.440611,0.0169344790203556
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot1",8.562106,6.189232,7.189175,155,116,95,7.31350433333333,1.21092777842982
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot5",0,0,0,0,0,0,0,10.06705333333
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot2",7.7519,7.104215,8.971836,492,470,388,7.94265033333333,1.12573487255847
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,"Acot3",0.184964,0.130714,0.304544,11,9,16,0.206740666666667,8.34235027575381
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,"Acot4",0.165596,0.144667,0.185633,33,17,26,0.165298666666667,2.55915507783984
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,"Acot6",0.552336,0.322506,0.388205,56,33,27,0.421015666666667,1.0237414694234
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,"Acot7",12.066454,10.657095,11.339034,443,375,355,11.3541943333333,0.65793147768438
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,"Acot8",1.641596,1.505389,1.975407,52,44,36,1.707464,4.0405523397541
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot10",0,0,0,0,0,0,0,4.24456666667
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,"Acot9",4.072205,4.855018,4.790514,198,221,169,4.572579,0.761688020334929
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,"Acox1",32.90367,31.658302,34.80923,3684,3423,2793,33.123734,0.255292010735695
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,"Acox2",0.180945,0.256774,0.112875,6,4,5,0.183531333333333,2.42480553957732
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,"Acox3",5.436548,3.876888,8.096525,278,282,221,5.80332033333333,0.274115418446904
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,"Acoxl",0.021636,0,0,2,0,0,0.007212,1.04880875790469
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,"Acp2",1.730692,1.916966,2.292059,251,242,234,1.97990566666667,6.23492891329781
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,"Acp4",0,0,0,0,0,0,0,1.153519833333
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,"Acp5",0.07349,0.157873,0.034358,3,6,1,0.0885736666666667,2.05204271890036
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,"Acp6",3.884854,3.981793,3.69741,158,166,131,3.85468566666667,0.835367507831781
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,"Acr",0.021936,0,0.11907,1,0,2,0.047002,1.33815026141306
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,"Acrbp",0.973677,0.635086,0.428227,20,12,5,0.678996666666667,1.23958614172353
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,"Acsbg1",0.030745,0,0.04316,3,0,3,0.024635,10.2052991227803
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,"Acsbg2",0.011693,0,0,1,0,0,0.00389766666666667,1.14728858485875
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,"Acsf2",7.891,12.373069,10.895599,350,367,340,10.386556,0.180217266748611
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,"Acsf3",2.997409,3.249149,4.273128,216,222,220,3.506562,0.506444454404488
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,"Acsl1",205.487387,212.938162,241.722004,10340,9955,9069,220.049184333333,0.0464085253135361
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,"Acsl3",1.316494,1.101578,1.23888,64,36,54,1.218984,3.16224151833902
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,"Acsl4",3.808227,3.388927,6.217699,163,151,156,4.47161766666667,1.19907561767321
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,"Acsl5",6.898301,9.129866,3.381648,183,235,138,6.46993833333333,0.440863077182922
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,"Acsl6",2.786717,1.936377,3.098567,152,129,148,2.60722033333333,2.24866774148627
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,"Acsm1",0,0,0,0,0,0,0,1.0344135666667
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,0.966619869715787
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,"Acsm2",0,0,0.156331,0,0,1,0.0521103333333333,0.956381665927937
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,"Acsm3",0.028766,0.030908,0.038958,1,1,1,0.0328773333333333,2.28933606830046
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,"Acsm4",0,0,0,0,0,0,0,1.173019666667
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,"Acsm5",0.870292,1.135048,0.688642,49,59,32,0.897994,2.07008030583869
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,"Acss1",65.371472,67.562517,72.050659,4063,3934,3335,68.328216,0.0864658049184476
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,"Acss2",4.763676,4.718603,4.527287,336,365,266,4.66985533333333,2.01275682166141
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,"Acss3",0.160808,0.170282,0.21361,18,20,20,0.181566666666667,1.64634355516715
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,"Acta1",51.289934,61.467194,82.964551,2091,2521,2549,65.2405596666667,0.0623714033737104
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,"Acta2",17.260344,17.274081,24.335669,702,685,755,19.6233646666667,0.217779206865275
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,"Actb",136.830217,155.493589,196.557468,1850,2109,1892,162.960424666667,1.11446202361629
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,"Actbl2",0,0,0,0,0,0,0,1.0223709
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,"Actc1",1652.587288,1979.343797,2200.213129,72329,80862,69991,1944.04807133333,0.00198849069953766
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,"Actg1",50.783003,73.060644,81.120304,2154,2389,1859,68.321317,7.93004745326751
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,"Actg2",0.588708,0.126647,0.270987,11,4,6,0.328780666666667,0.971592753456929
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,"Actl10",0.041749,0,0,2,0,0,0.0139163333333333,2.27811893749287
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,"Actl6a",5.758671,7.408636,7.139931,198,174,137,6.76907933333333,0.88913838696846
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,"Actl6b",0.019678,0,0,2,0,0,0.00655933333333333,4.12003531502365
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,"Actn1",3.268112,3.770261,3.860983,265,258,210,3.63311866666667,0.665994884942151
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,"Actn2",327.332679,319.092711,346.539041,15681,14365,11696,330.988143666667,0.00347280373911365
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,"Actn3",0.03636,0,0,2,0,0,0.01212,1.06288747052395
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,"Actr10",29.53719,31.341786,36.781408,412,385,366,32.5534613333333,0.573301011844938
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,"Actr1a",12.536819,14.606975,18.850522,933,877,754,15.3314386666667,1.87851178491807
