"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg__TPM","FoldChange"
"MYPN",0.153071,0.100349,0.233352,8,6,22,0.153165333333333,0.032393,0.080347,0.02283,2,3,1,0.169784666666667,0.985792826827958
"MYPOP",2.145118,2.14988,2.848731,54,76,120,15.971508,2.162208,2.116696,2.726553,43,50,37,15.4987283333333,1.02865552163263
"MYRF",6.368817,1.837252,3.063667,337,150,210,0,6.760983,2.858912,1.776123,212,151,69,0,1
"MYRF.AS1",0,0,0.05824,0,0,1,0.04722,0,0,0,0,0,0,0.0771156666666667,0.972244701667757
"MYRFL",0.054859,0,0,1,0,0,8.76145966666667,0.377474,0.589592,0.354386,5,10,5,12.225267,0.738091689692667
"MYRIP",2.57793,4.529157,3.48729,170,453,374,0,4.515677,3.98394,4.084639,244,260,176,0.100910666666667,0.908338914571331
"MYSM1",4.180518,3.644611,3.017509,389,403,352,0.0275233333333333,4.439668,4.81625,5.259584,339,344,280,0.0331983333333333,0.994507346927582
"MYT1",16.43652,19.709027,12.593162,1303,2285,1482,4.08078966666667,13.35293,13.161505,16.318369,855,783,743,4.61263033333333,0.905242170768299
"MYT1L",13.493806,13.800808,9.260741,687,823,652,0.0140913333333333,31.594597,32.033074,28.746043,1175,1454,948,0,1.01409133333333
"MYT1L.AS1",0.020047,0,0,1,0,0,16.56276,0,0,0,0,0,0,25.4080326666667,0.665053706259931
"MYZAP",0.94922,0.222899,0.122663,12,4,6,9.08280633333333,0.403903,1.09669,0.743755,12,25,16,10.9482713333333,0.843871556984506
"MZB1",0.140478,0,0.098731,2,0,2,4.423407,0.172491,0.298574,0.296168,2,4,2,3.51847733333333,1.2002731451126
"MZF1",10.754034,12.265892,9.965967,390,578,562,0.003898,11.489639,10.03041,12.021139,300,326,235,0.021338,0.982924360006188
"MZF1.AS1",1.116424,1.627147,1.110669,40,64,41,0.418369,1.134421,1.498179,2.782386,27,41,35,0.0897046666666667,1.30160863157418
"MZT1",5.498951,6.828673,5.728128,164,272,223,0.116887,7.141711,7.390639,8.867802,172,184,154,0.163425333333333,0.959998865419239
"MZT2A",63.684719,92.455031,75.635054,212,324,405,0,69.984376,80.012849,72.272735,171,258,152,0.0151143333333333,0.985110708383259
"MZT2B",129.928365,126.872759,151.012867,397,549,777,6.01960966666667,141.99307,113.638867,132.537774,294,422,233,7.57932833333333,0.818200375825847
"N4BP1",37.278793,32.23578,32.92915,627,867,746,1.096776,30.110552,29.519936,32.218628,491,563,420,0.882845333333333,1.11362094532105
"N4BP2",1.63817,1.560007,1.157958,260,334,256,0,1.042816,1.103539,1.356496,135,154,124,0,1
"N4BP2L1",3.303237,3.077983,2.541903,65,78,78,0,2.666425,3.710565,4.363438,44,61,41,0,1
"N4BP2L2",26.681391,25.876444,30.001281,803,866,888,0.246494,47.898871,61.292301,70.866575,752,746,576,0.28199,0.972311796503873
"N4BP2L2.IT2",0.462846,0.562016,0.375973,37,61,43,0,0.555551,0.377421,0.569525,37,27,27,0,1
"N4BP3",4.503666,4.766685,4.880731,442,647,715,19.148097,4.216954,5.007818,4.358756,334,445,244,11.071258,1.66909670889314
"N6AMT1",3.578797,2.226572,2.008143,233,237,210,27.0032366666667,2.538603,3.329416,3.339502,126,191,133,24.5913466666667,1.09424631034136
"NAA10",42.403556,46.652991,49.243168,483,750,721,0.047116,45.707586,52.293722,47.02505,414,491,312,0.0419406666666667,1.00496701347677
"NAA11",0.171371,0.02402,0.02272,4,1,1,237.951777333333,0.079148,0.036517,0.353257,2,1,2,293.234937,0.812112184126297
"NAA15",9.532678,10.331968,8.25611,629,924,805,0.0987546666666667,15.640677,12.238152,10.964376,631,690,450,0.120585666666667,0.980518223060144
"NAA16",15.658386,13.435164,11.36614,261,401,281,0,17.506483,13.752164,19.21859,259,274,204,0,1
"NAA20",34.604658,38.560675,33.181539,459,694,638,3.04436433333333,36.107052,41.63222,35.004606,400,496,270,4.49055333333333,0.736604143116116
"NAA25",8.540478,7.937413,7.187697,668,806,893,0.325389666666667,9.148783,8.709362,7.903766,632,674,423,0.0450806666666667,1.26821757299755
"NAA30",9.178037,7.464793,6.92124,615,716,686,0,10.313734,11.06912,12.934609,577,657,486,0,1
"NAA35",8.832665,11.851566,8.986295,708,1097,903,7.22738933333333,11.400088,10.030011,14.037485,787,799,538,1.64185866666667,3.11424280077562
"NAA38",23.032039,28.627283,29.15498,118,192,201,22.99332,31.892177,31.522187,48.166089,130,159,143,27.0935046666667,0.854052218998095
"NAA40",26.314443,27.924464,23.854049,644,873,804,37.724871,25.327468,25.79098,36.011102,528,592,463,41.248681,0.916593609159065
"NAA50",61.021831,96.919234,52.97341,844,1128,1054,0.042514,64.326806,79.023365,78.929329,647,776,562,0,1.042514
"NAA60",38.508288,34.246858,25.220934,492,724,584,0.009777,32.118021,38.883778,31.150278,379,523,364,0,1.009777
"NAA80",12.320114,11.060429,10.357467,156,200,229,9.13468566666667,8.320568,9.727711,11.306808,97,121,93,7.74085,1.15946225672179
"NAAA",4.676792,1.466329,1.826694,50,33,32,0.746200333333333,9.308927,8.681152,7.45373,94,85,53,1.025348,0.862172986239073
"NAALAD2",3.216223,3.45903,2.858091,143,233,202,0,3.431301,4.176112,4.855543,141,172,148,0,1
"NAALADL1",0.263855,0.383845,0.151615,3,6,2,0,0.284492,0.753077,0.587023,1,5,2,0,1
"NAALADL2",0.182139,0.06952,0.019148,3,3,4,0,0.018187,3.508061,0.539485,2,6,8,0,1
"NAALADL2.AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NAB1",31.657992,17.201305,25.233697,365,315,374,2.28233133333333,28.66228,21.180315,21.485608,321,280,216,2.657258,0.897484217228682
"NAB2",10.622633,13.154751,16.020998,341,559,849,2.56934366666667,10.850772,8.889409,13.952784,269,305,215,2.60945766666667,0.988886419040053
"NABP1",7.857236,5.737899,7.045274,196,261,279,0.442111,4.873428,3.22713,2.369981,114,107,63,0.526832333333333,0.944511698184717
"NABP2",33.104756,38.027814,37.140417,554,881,897,0,26.511433,29.666529,27.285716,392,500,276,0,1
"NACA",441.12124,468.053198,466.037547,2562,3788,3853,0,377.940967,363.365607,381.949992,1798,1886,1395,0,1
"NACA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NACA4P",0.101764,0.229896,0.108381,2,4,2,0,0.108389,0.693617,0.270142,2,5,1,0,1
"NACAD",83.925015,89.373248,80.231877,3198,4443,4025,0.339355333333333,67.750867,66.802642,89.41676,1920,2431,1834,0.394156666666667,0.960692126901089
"NACC1",16.353424,12.625676,9.722291,596,671,687,1.09439666666667,13.178736,16.047245,25.911729,526,752,551,0.945080666666667,1.07676596788959
"NACC2",11.328846,17.244154,16.601741,1242,2554,2702,0,8.265771,5.393837,8.308217,687,537,472,0,1
"NADK",64.458054,56.727416,49.079842,667,884,808,0,69.771294,77.280182,82.125704,505,544,457,0,1
"NADK2",18.078868,13.197908,12.302905,348,428,419,1.80809133333333,16.500844,16.731198,17.201557,305,311,252,0.753734666666667,1.60120649189805
"NADSYN1",33.148712,34.838928,29.849381,673,894,871,11.750726,27.101432,32.02666,32.321718,437,518,328,5.26458533333333,2.03536632060137
"NAE1",68.484595,69.189958,74.759097,830,1180,1179,0.011154,71.914378,69.743897,63.119328,644,732,485,0.0262876666666667,0.985253972002002
"NAF1",2.761345,2.989263,4.232623,57,97,108,0,5.365063,5.37528,5.26276,70,84,48,0,1
"NAGA",7.706656,5.945459,7.302067,351,395,492,0.833529666666667,5.329382,6.644709,6.22368,215,269,159,0.704541666666667,1.07567312816251
"NAGK",172.495416,170.173309,143.759758,1202,1616,1301,0.0213576666666667,160.544396,146.933622,137.622398,958,995,666,0.287706333333333,0.793160397078112
"NAGLU",15.593497,11.252991,8.569781,253,269,220,0.387853333333333,13.465936,12.399158,17.180105,193,200,153,0.228973666666667,1.12927833278771
"NAGPA",3.621554,7.543078,7.76433,101,175,177,1.20835533333333,7.081703,8.081115,10.249495,118,126,72,0.616548666666667,1.36609270037442
"NAGS",2.178985,1.125344,1.570506,65,46,71,0.44433,0.750623,0.509148,0.355797,18,14,6,0.222203,1.18174313105106
"NAIF1",2.926272,4.783127,4.17574,56,92,106,7.83433866666667,2.819855,6.310193,7.17603,56,52,37,3.58306966666667,1.9276029624686
"NAIP",9.38295,12.980798,9.070152,517,879,612,0.0894086666666667,14.40647,12.78686,14.200315,607,535,456,0,1.08940866666667
"NALCN",14.033518,11.667195,11.553869,889,1132,1138,0.00919333333333333,24.679846,24.023411,23.082544,1236,1258,807,0,1.00919333333333
"NALCN.AS1",0.135907,0.065665,0.061732,6,4,4,0.0812526666666667,0.108189,0.199189,0.076283,4,8,2,0.14567,0.943773221491936
"NAMA",0.447963,0.022841,0.116417,4,1,2,0.0954106666666667,0.075516,0.665614,0.065798,2,6,1,0.205498333333333,0.908678706869497
"NAMPT",76.47176,90.642071,87.595915,1364,1574,1822,4.125857,46.500913,40.222249,49.805948,787,741,465,2.11868866666667,1.64359368563668
"NANOG",0.096716,0.039509,0.050714,8,5,6,5.713649,0.015179,0.121148,0.114969,1,5,6,6.28253333333333,0.921883730936121
"NANOGNB",0.08845,0.065218,0,1,1,0,31.1418396666667,0.318111,0.099334,0,3,1,0,34.3941736666667,0.908111034583555
"NANOGP8",0.111153,0.039995,0.024758,3,2,1,0.0484666666666667,0,0.091062,0,0,2,0,0,1.04846666666667
"NANOS1",6.013484,4.094696,3.124107,170,141,141,0.0202776666666667,9.354354,11.088621,20.09083,255,319,356,0.169488333333333,0.872413719390104
"NANOS2",0.043849,0,0.059733,1,0,2,5.99029533333333,0.108671,0.194993,0.15303,2,4,2,4.86856333333333,1.19114252267307
"NANOS3",15.391071,16.321389,18.902428,53,80,97,1.25041733333333,11.890939,10.952202,9.457645,34,32,19,1.853379,0.788685040905303
"NANP",1.884423,1.565501,1.365729,111,125,114,0,1.227081,1.837848,1.294349,60,96,45,0.0263216666666667,0.974353394728423
"NANS",20.646353,23.6782,21.980566,335,520,518,0,23.621647,26.027738,24.634926,319,379,238,0,1
"NAP1L1",199.076187,182.888297,208.150251,3834,4916,5674,20.9089606666667,141.608316,150.863093,139.933462,2635,2618,1885,10.9193416666667,1.83810157300354
"NAP1L2",44.925373,45.028009,39.525857,1776,2417,2209,0.131464666666667,46.1351,50.047109,47.885345,1508,1755,1119,4.43623366666667,0.208133928017933
"NAP1L3",99.261854,72.700848,58.268608,3991,3986,3401,3.56208333333333,83.713904,87.305065,90.262276,2768,3164,2132,4.96919166666667,0.764271544304575
"NAP1L4",164.706027,164.794597,132.538037,1783,2408,2251,0.391026333333333,169.03727,186.066404,224.358588,1510,1812,1356,0.640781,0.847783057783661
"NAP1L5",76.65537,85.104125,75.95313,2194,3320,3101,1.21591766666667,72.108792,84.436194,80.744649,1707,2155,1365,0.613419333333333,1.37342947421398
"NAP1L6P",0.310874,0.528949,0.125227,6,12,4,196.704911666667,0.161074,0.319021,0.39387,4,7,5,144.134957,1.36221428492012
"NAPA",118.924376,102.430392,79.43703,750,947,765,0.0896743333333333,155.396626,171.641597,154.508864,853,985,631,0.0490526666666667,1.0387222376506
"NAPA.AS1",0.809415,1.026675,0.890856,8,28,28,12.9247126666667,0.547937,0.351438,0.257268,4,3,3,10.887057,1.17141801092286
"NAPB",88.564044,73.364612,70.304533,5378,6087,6153,28.3880233333333,89.583329,90.706517,84.106541,4530,4968,3046,25.8610706666667,1.09407490483254
"NAPEPLD",4.453657,3.284719,2.807321,195,236,223,0.432906333333333,4.255125,6.368715,4.376884,204,217,151,0.298688,1.10334917496222
"NAPG",22.256751,25.473511,24.807703,1122,1647,1787,67.4787486666667,24.723261,26.237901,24.144083,1008,1166,745,73.071472,0.924495582680829
"NAPRT",14.630793,17.834489,16.35555,121,220,263,12.6349706666667,9.257205,7.387764,9.498199,65,73,50,5.363855,2.14256463521979
"NAPSA",0.450593,0.826699,1.070696,12,21,35,0.0114063333333333,0.424384,0.694217,1.260822,4,13,5,0.0118523333333333,0.999559224221453
"NAPSB",0.940651,0.797381,0.331107,8,9,4,0.227719,0.690895,0.843884,0.544219,5,7,3,0.221742666666667,1.00489164657697
"NARF",126.58623,114.380545,126.040197,1333,1829,1986,47.2832246666667,104.307843,100.216812,104.568797,997,1045,796,55.43052,0.855622536646245
"NARS1",89.431081,86.777912,73.597925,2329,3120,2882,0.017102,88.45273,97.285276,89.89355,1930,2338,1435,0.226709333333333,0.82913039981218
"NARS2",17.439647,26.195959,24.391753,291,511,435,65.4734313333333,20.881397,25.878354,27.312466,295,351,239,83.8695853333333,0.783242089286199
"NASP",66.27577,59.19145,34.062455,762,1178,800,0.398739,57.718474,105.490873,89.223523,841,932,844,1.12697866666667,0.657617785227747
"NAT1",1.381458,0.053487,0.209966,10,1,6,0,0.295242,0.322491,0.250877,3,5,3,0,1
"NAT10",16.055612,16.586102,13.009713,387,490,427,0.034395,16.220646,22.462524,22.211744,302,383,255,0,1.034395
"NAT14",36.114559,31.490302,37.66261,343,421,508,0,47.747116,42.121798,52.678606,293,330,225,0,1
"NAT16",8.499674,8.65066,6.285804,197,302,233,0,11.137624,9.130571,9.347203,230,205,113,0,1
"NAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NAT8",0.068371,0.100289,0.047397,1,2,1,0.205862,0.083594,0.076449,0.117745,1,1,1,0.153030333333333,1.04581984110855
"NAT8B",0,0,0,0,0,0,22.36757,0.134829,0,0.569595,1,0,3,14.7536446666667,1.48331198871355
"NAT8L",8.588817,12.451601,11.316947,776,1572,1642,2.85849266666667,8.856739,11.368864,13.419698,639,950,672,2.12923333333333,1.23304728527754
"NAT9",21.209223,22.342779,21.112254,273,419,407,58.2207563333333,19.693965,19.489489,20.439932,227,279,183,82.4491386666667,0.709662883039304
"NATD1",2.499761,2.991934,2.625057,202,332,311,0,2.810317,3.349423,4.105665,184,243,191,0,1
"NAV1",54.59291,44.941402,41.888123,7420,9205,8832,3.261504,34.047219,31.994291,33.604509,4917,5153,3634,4.26882133333333,0.808815431458927
"NAV2",11.604615,7.657755,6.450438,1092,1452,1371,0.255819,12.300872,11.158353,12.876156,1077,1312,966,0.764984666666667,0.711518362576899
"NAV2.AS2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"NAV2.AS4",0.124953,0,0,2,0,0,11.0099343333333,0,0,0.214373,0,0,2,15.212474,0.740783567846174
"NAV2.AS5",0,0.02821,0.013248,0,2,1,0,0.092598,0.258936,0.032602,4,1,1,0,1
"NAV3",10.310751,7.679239,7.645536,473,513,441,40.3672613333333,18.057848,13.705187,23.537518,764,685,569,51.4558636666667,0.788610813772958
"NAXD",16.423247,16.60535,14.569315,631,867,823,9.42729666666667,19.657652,20.881265,25.972408,621,716,584,7.442612,1.23507945961116
"NAXE",28.315392,20.603546,26.18345,334,385,466,0,18.135959,22.667941,22.165989,193,277,147,0,1
"NBAS",22.67495,23.73563,19.215655,1091,1565,1501,125.746723666667,21.5703,31.717314,20.711003,911,1107,687,148.561415333333,0.847456032588227
"NBDY",159.680644,155.17983,141.365539,643,848,824,14.9029656666667,167.17927,150.030136,152.805185,467,534,389,32.6476953333333,0.472631647104587
"NBEA",23.064343,18.072041,19.86399,1755,1809,1890,11.3034406666667,34.775406,39.889626,44.466584,2142,2612,1511,9.06032666666667,1.22296631852246
"NBEAL1",1.150476,1.220285,1.020645,35,36,38,0.0119543333333333,1.084362,0.837963,1.458087,20,19,18,0,1.01195433333333
"NBEAL2",35.133439,38.472905,30.707416,774,1245,1010,15.295345,47.640976,46.448452,47.035586,751,860,630,27.0305103333333,0.581343143817895
"NBL1",43.293699,32.246432,43.914563,884,960,1374,2.005569,25.769049,40.917449,33.746394,443,747,391,2.93356666666667,0.764082384943266
"NBN",10.028359,8.96925,8.466386,415,558,467,0.16554,13.819852,17.524369,17.357287,497,602,480,0.182367666666667,0.985767822360952
"NBPF1",25.181733,23.204867,21.59651,1257,1692,1604,0,45.297143,38.23814,54.764729,1542,1542,1372,0,1
"NBPF10",1.437844,0.788916,0.703136,301,225,213,0.016735,0.164013,0.147449,0.614563,27,25,48,0.121305333333333,0.90674232055735
"NBPF11",4.933783,4.869128,4.592943,375,494,489,1.08192133333333,4.694376,4.893327,5.773082,294,329,257,5.02417,0.345594718165877
"NBPF12",6.753326,5.456264,3.96488,408,524,400,14.4979846666667,7.11121,8.65075,10.067936,363,451,325,18.0938303333333,0.811674996378848
"NBPF14",28.267024,15.37669,15.572636,1855,1274,1568,0.369531,3.633294,3.023165,3.315542,177,187,138,0.406709333333333,0.973570706860076
"NBPF15",31.520065,29.074691,33.373302,1630,2248,2510,63.9858043333333,36.360606,33.02555,34.830729,1225,1316,852,44.0925746666667,1.44116420084064
"NBPF19",14.434172,6.029572,6.427504,871,538,601,1.03462333333333,2.433113,2.20825,3.424916,137,127,144,3.21051266666667,0.483224608119771
"NBPF20",10.761196,9.622212,8.482526,572,690,700,0.785262666666667,5.91408,6.422034,9.478411,315,321,279,4.80789833333333,0.307385316375201
"NBPF25P",1.096458,1.013466,1.189085,66,83,104,40.3195653333333,0.769896,0.517237,0.794417,38,28,28,43.23005,0.934196667951615
"NBPF26",2.829875,1.28231,1.936144,117,75,139,0.006874,2.015128,1.457148,1.903634,69,47,37,0.0120863333333333,0.994849912342788
"NBPF3",6.659102,5.074015,4.289719,190,201,183,0,5.682041,6.601441,6.290896,131,160,113,0,1
"NBPF4",0,0,0,0,0,0,1.784809,0,0,0,0,0,0,1.489322,1.11870179912442
"NBPF6",0,0,0,0,0,0,0,0.031395,0,0,1,0,0,0,1
"NBPF7",0,0,0,0,0,0,7.18135266666667,0,0,0,0,0,0,10.0229596666667,0.742210160798012
"NBPF8",3.836948,3.418308,3.339536,366,444,462,0.145174666666667,3.124307,3.374599,3.883742,246,289,217,0.173095333333333,0.976199149486572
"NBPF9",42.824068,29.817887,29.094394,2241,2338,2413,21.9129943333333,27.442378,26.205491,29.862735,1339,1334,1085,18.316501,1.18618761924498
"NBR1",23.096074,21.691751,19.792441,1503,1942,1883,0,16.1534,21.168109,21.463512,897,1188,835,0.0122143333333333,0.987933056338858
"NBR2",4.140925,3.391225,3.675278,78,88,104,0.307446,4.492107,4.920564,4.924573,77,85,58,0.0410056666666667,1.25594513254331
"NCALD",81.602377,45.397063,62.616202,3409,2521,3923,408.303600333333,63.277213,84.379568,81.905818,2230,2958,1869,365.912070333333,1.11553593742906
"NCAM1",284.482185,247.458307,183.895165,13642,17171,15103,0,290.597344,313.133447,348.343688,12444,13154,9405,0,1
"NCAM2",108.758114,77.255288,76.891399,3038,3169,3468,5.45040833333333,125.817714,121.536876,127.816262,2463,2392,1964,8.29915033333333,0.693655667680893
"NCAN",32.50058,27.688493,25.779076,1723,2299,1837,0.220054666666667,37.674162,31.055942,43.92385,1917,2028,1587,0.732314,0.704291870103611
"NCAPD2",23.834645,17.256585,21.008639,311,312,303,6.744649,23.25624,13.845398,13.623058,162,194,189,11.6844386666667,0.610563005862617
"NCAPD3",9.654224,8.455529,7.873445,238,374,268,1.50566433333333,13.814763,6.815065,20.734064,276,235,207,0,2.50566433333333
"NCAPG",0.83608,0.733091,0.582575,21,13,13,20.279844,1.852783,1.663684,1.025747,27,59,42,11.360646,1.72158024750486
"NCAPG2",1.869978,1.519455,1.929259,96,111,129,0,3.192781,2.734497,3.563442,78,92,84,0,1
"NCAPH",0.673454,0.308497,0.284726,25,24,26,0,0.531498,0.608306,0.75608,24,38,28,0,1
"NCAPH2",43.538115,48.788584,32.048608,649,1006,746,0.0477366666666667,38.877251,36.077666,38.607262,502,561,439,0.095678,0.95624505253064
"NCBP1",41.703055,64.934327,60.137359,806,1161,1074,0.035481,61.793172,58.820509,51.204898,758,859,662,0.0526153333333333,0.983722132111572
"NCBP2",47.041354,46.778982,40.74233,1208,1716,1555,0.00497266666666667,40.907215,43.420408,56.900894,991,1024,870,0.00862333333333333,0.996380545099426
"NCBP2AS2",11.031321,14.057391,12.848828,109,193,201,0.349185666666667,16.992459,15.147399,21.236386,135,138,117,0.833178333333333,0.735981678450996
"NCBP2L",0.037535,0,0,1,0,0,212.196048333333,0,0,0,0,0,0,222.509047333333,0.953858695551507
"NCBP3",51.076143,77.205651,59.153782,1042,1544,1196,16.8716293333333,82.914699,83.039292,93.332901,1057,1074,923,10.7669286666667,1.51880153603379
"NCCRP1",0.152091,0.101669,0.094701,4,4,4,0.0491223333333333,0.046655,0.116078,0,1,3,0,0.246856,0.841414191641483
"NCDN",40.40295,42.879504,37.1767,1814,2651,2670,0.440677,51.229303,57.319825,61.575057,1934,2285,1578,0.509593333333333,0.954347749283471
"NCEH1",2.764219,2.572896,2.43115,173,200,230,0,2.817667,5.575748,2.898964,156,211,115,0.0388966666666667,0.962559638590941
"NCF1",0.333009,0.717454,0.571243,3,9,4,0.481745333333333,0.743054,1.518898,1.145141,2,6,4,0.186984333333333,1.24832762465553
"NCF1B",0.114122,0,0.088242,2,0,3,0.415112666666667,0.073478,0.277873,0,1,5,0,0.364646333333333,1.03698125448376
"NCF1C",0,0,0.126511,0,0,4,0.969630666666667,0,0,0.090531,0,0,1,0.769510333333333,1.11309362232226
"NCF2",0.113767,0.022118,0.041612,3,1,2,0,0.207766,0.100729,0.775455,3,3,2,0,1
"NCF4",0,0,0,0,0,0,43.6571213333333,0,0,0,0,0,0,47.5462976666667,0.919887272145085
"NCF4.AS1",0,0,0,0,0,0,5.39004033333333,0,0,0,0,0,0,8.82717733333333,0.650241683505457
"NCK1",23.537201,15.324967,20.924855,235,269,296,33.706755,23.304872,25.130398,22.177646,177,233,129,38.899597,0.869852269435203
"NCK2",28.89432,31.478574,25.593763,530,837,816,6.29474366666667,23.155641,21.699542,27.040921,375,396,295,3.020654,1.81431768728835
"NCKAP1",203.043251,180.013284,163.858239,3284,3904,3745,10.2595373333333,144.124779,205.996773,207.949885,2511,3077,2012,9.65081933333333,1.05715222284308
"NCKAP1L",0.389175,0.696343,0.023106,7,8,5,0,0.63975,0.651906,0.33625,4,7,2,0,1
"NCKAP5",2.901935,1.964632,1.711578,97,46,41,0,2.332074,4.031738,4.049371,71,90,94,0,1
"NCKAP5.AS1",0,0.059292,0,0,2,0,3.40422766666667,0,0,0,0,0,0,2.823953,1.1517473323199
"NCKAP5.AS2",0.432944,0.599937,0.215041,7,6,5,1.235774,0.981121,0.903551,0.734384,12,10,7,1.44083,0.915989233170684
"NCKAP5L",13.835542,16.621391,12.333733,919,1554,1305,1.305971,12.739253,12.555158,17.832015,703,816,704,5.46793233333333,0.356523674206651
"NCKIPSD",14.75942,20.38838,14.263612,271,480,392,4.51190066666667,11.272508,14.199704,13.361683,184,232,156,4.78126933333333,0.953406656715757
"NCL",249.365379,322.327285,224.545635,4000,6411,5372,106.916026666667,290.105538,277.424643,325.898645,3730,3866,2964,46.3538986666667,2.27892591117594
"NCLN",13.694705,13.409832,17.77373,297,443,519,0.183145666666667,12.907629,21.44476,25.430775,315,443,309,0.022771,1.15680408093959
"NCMAP",0.879898,2.415129,2.568707,56,211,238,0.896194,0.153169,0.104802,0.067827,8,6,3,0.668479333333333,1.13648036395616
"NCOA1",9.30633,8.498485,7.612654,846,1155,1072,0.130285,11.173332,10.310777,10.327807,916,877,633,0.147061666666667,0.985374224286111
"NCOA2",6.640087,6.054582,5.196108,687,1004,802,4.50974433333333,10.126678,9.306168,13.732556,924,985,941,1.484649,2.2175141572646
"NCOA3",6.21012,7.822284,9.334892,794,1363,1117,17.950503,21.723001,10.15772,22.945897,801,765,663,23.5300773333333,0.772541510672232
"NCOA4",47.493979,49.501894,47.343109,2388,3316,3351,1.484769,46.183339,48.494568,53.729685,1915,2194,1480,2.87469666666667,0.641280908871146
"NCOA5",8.663268,10.168322,7.864955,331,705,481,8.968217,14.626326,13.842733,14.726367,460,493,429,20.500123,0.463635347574523
"NCOA6",12.295472,11.041575,9.80429,1021,1170,921,0.241143,12.739258,10.726705,15.567439,859,909,799,0.544147666666667,0.803772221266403
"NCOA7",86.311491,78.336876,90.579006,2813,3450,3706,27.792442,59.186277,56.401638,53.60646,1688,1552,1187,31.5121663333333,0.885589772911574
"NCOA7.AS1",0,0,0,0,0,0,1.18731866666667,0,0.258936,0,0,1,0,0.104978666666667,1.97951212331098
"NCOR1",46.151404,38.652608,37.010014,1688,2053,1704,0.095551,52.497349,56.003675,49.078792,1558,1811,1336,0.0862316666666667,1.0085795080546
"NCOR1P1",0,0,0,0,0,0,4.30173166666667,0,0,0,0,0,0,1.91311266666667,1.81995421163479
"NCOR2",77.102683,65.324387,58.782938,1568,1958,1794,0,70.601939,67.953366,45.328664,996,1484,733,0,1
"NCR1",0.083859,0.040193,0.029188,2,1,1,12.495271,0,0.09527,0.072285,0,2,1,13.564397,0.926593184736725
"NCR2",0,0,0,0,0,0,32.1925993333333,0,0,0,0,0,0,14.697178,2.1145583832542
"NCR3",0.170571,0,0,1,0,0,0.125859,0,0,0,0,0,0,0.0922943333333333,1.03072859177456
"NCR3LG1",6.632069,4.878013,4.102952,687,687,617,0.644734333333333,8.931423,8.677603,6.005456,765,809,365,0.344729333333333,1.22309694044997
"NCRNA00250",0,0,0,0,0,0,0.631355,0,0,0,0,0,0,0.153519333333333,1.41424157606952
"NCS1",313.314704,338.761871,261.178374,9030,14335,15076,0.288385666666667,207.092614,233.042152,119.318665,5253,6756,4571,1.32062033333333,0.55519019986179
"NCSTN",56.284825,44.193535,44.557792,1019,1022,1124,0,47.780226,55.018093,57.600002,596,714,524,0,1
"ND1",2486.128747,2512.350478,2551.541404,29978,41148,44592,152.582356333333,3219.435862,3205.670738,3153.994451,31932,34667,22210,178.699543,0.854661919386925
"ND2",2563.95713,2140.542913,2004.72923,34729,39313,39305,5.38966166666667,3266.25695,3239.845626,3155.427342,36734,39506,25153,6.69898166666667,0.829935950403831
"ND3",5838.611722,5387.762406,5503.950952,9761,12284,13355,5.85251533333333,6435.08985,6660.921296,4815.786921,8862,9981,4698,18.422459,0.352813994012464
"ND4",5367.768469,4971.85007,5632.779651,101847,128212,155486,11.8407476666667,5434.959965,5698.199442,5023.153285,85335,97315,56056,19.023811,0.641273914674218
"ND4L",17788.838569,16402.091033,17183.274089,15023,18891,21062,0,19445.188622,19240.507629,13851.517127,13496,14564,6826,0.0625773333333333,0.941107972690302
"ND5",3565.514548,3215.277564,3570.261424,94825,116097,137654,0.313474666666667,3096.275251,3361.055511,2939.949308,68054,80321,45870,0.0699273333333333,1.22762978918818
"ND6",5767.973024,5075.757271,6154.41981,26924,32172,41707,0.0123896666666667,4763.264295,5255.320207,4431.416896,18440,22109,12165,0,1.01238966666667
"NDC1",3.140139,2.83596,2.936849,231,248,289,0.0286953333333333,3.419177,3.38051,3.854869,209,202,168,0,1.02869533333333
"NDC80",0.637397,0.31514,0.042962,13,10,2,33.5103586666667,0.447292,0.088032,1.126418,4,2,19,36.8360183333333,0.912103339274028
"NDE1",2.697098,1.042508,0.987837,28,21,27,0,0.386214,0.51248,2.300549,14,13,23,0,1
"NDEL1",35.559788,39.715901,35.365834,617,947,1005,1.889074,50.494694,48.419805,51.467109,605,702,448,4.60774333333333,0.515193693482167
"NDFIP1",142.150491,129.955811,115.75896,7931,9754,8996,0.00581766666666667,124.725879,135.976167,113.76991,5761,6720,3723,0.0165086666666667,0.989482627791991
