"Hs_symbol","Heart","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"PCNAP4",0,0,0,0,0,0,0,0,0,1
"PCNP",190.30565,190.30565,67.321016,130.377364,81.116479,92.9382863333333,1014,1065,880,2.03650351169028
"PCNPP2",0,0,0,0,0,0,0,0,0,1
"PCNT",39.05295,39.05295,22.29216,18.330703,26.512024,22.3782956666667,842,922,766,1.71325363367307
"PCOLCE",12.2586,12.2586,21.849377,21.949656,36.923673,26.9075686666667,101,116,104,0.475089756415661
"PCOLCE2",215.21503,215.21503,30.663325,19.961027,25.165105,25.2631523333333,239,146,121,8.23263815614315
"PCP2",0.15181,0.15181,0.729787,1.250897,0,0.660228,5,5,0,0.693766157419342
"PCP4",11.06943,11.06943,39.164602,49.304178,42.492885,43.6538883333333,158,215,121,0.270288444085851
"PCP4L1",0.92351,0.92351,1.113572,0.847837,2.09301,1.351473,18,15,24,0.818002162899595
"PCSK1",0.08856,0.08856,105.306311,77.580719,33.542411,72.143147,7041,5543,1633,0.0148825972718948
"PCSK1N",0,0,91.076386,120.485586,104.436606,105.332859333333,510,919,349,0.00940443063667826
"PCSK2",1.89762,1.89762,20.320517,21.339906,24.035795,21.8987393333333,709,922,817,0.126540590633388
"PCSK4",0,0,5.093545,3.701283,6.677373,5.15740033333333,38,44,33,0.162406201621561
"PCSK5",3.76993,3.76993,1.850641,1.535234,1.772681,1.71951866666667,127,61,53,1.75396111762915
"PCSK6",12.01824,12.01824,2.578629,4.046299,2.949431,3.191453,48,66,32,3.10590146185583
"PCSK7",37.72462,37.72462,43.094864,35.162687,46.674001,41.6438506666667,1040,1070,763,0.908093884454712
"PCSK9",0,0,0.195829,0.065305,0.034387,0.098507,2,3,1,0.910326470382073
"PCTP",19.02677,19.02677,3.996981,2.864629,5.30843,4.05668,100,85,85,3.96045824533093
"PCYOX1",66.97322,66.97322,45.897321,44.896537,42.929259,44.5743723333333,1970,2183,1383,1.49147901594432
"PCYOX1L",5.7308,5.7308,13.255956,14.914142,13.652572,13.94089,483,608,361,0.450495251621557
"PCYT1A",80.15533,80.15533,24.046428,23.124861,22.732107,23.301132,595,611,410,3.33956994266769
"PCYT1B",0.16446,0.16446,4.207006,3.065618,6.585221,4.61928166666667,222,243,221,0.207225775299275
"PCYT2",18.34363,18.34363,25.285046,31.327271,26.066019,27.5594453333333,614,718,432,0.677311123315934
"PDAP1",68.74432,68.74432,163.358665,185.612768,150.424703,166.465378666667,681,912,645,0.416470082086778
"PDC",0.15181,0.15181,0.150942,0.199026,0.407368,0.252445333333333,2,3,4,0.919648921469892
"PDCD1",0.12651,0.12651,0,0,0.404379,0.134793,0,0,3,0.992700871436465
"PDCD10",75.09502,75.09502,66.564521,28.565086,45.891792,47.007133,255,268,200,1.58507736756536
"PDCD11",6.65431,6.65431,11.195719,13.028789,15.088733,13.1044136666667,739,839,602,0.542688989482039
"PDCD1LG2",3.52957,3.52957,0.129463,0.239568,0.090999,0.153343333333333,4,8,2,3.92733878029959
"PDCD2",54.49955,54.49955,36.037459,40.737987,40.248682,39.0080426666667,540,597,475,1.38720982834385
"PDCD2L",20.4057,20.4057,23.464483,23.79659,30.449259,25.903444,89,103,79,0.795649062625588
"PDCD4",120.97939,120.97939,24.522871,27.069866,41.381913,30.99155,200,240,229,3.81286277157562
"PDCD5",310.90551,310.90551,154.20064,216.916278,124.759447,165.292121666667,430,499,335,1.87564814781314
"PDCD6",55.84053,55.84053,41.760519,47.220596,43.177979,44.0530313333333,479,552,364,1.2616360834736
"PDCD6IP",88.18857,88.18857,41.733173,42.77024,48.223765,44.2423926666667,883,993,670,1.97134954062038
"PDCD7",15.66166,15.66166,12.943289,18.665932,25.162841,18.9240206666667,161,193,114,0.836259923574328
"PDCL",7.31215,7.31215,7.577234,7.09985,10.26397,8.31368466666667,168,193,162,0.892466332873484
"PDCL2",0,0,0,0,0,0,0,0,0,1
"PDCL3",54.25918,54.25918,13.485456,14.473015,14.617644,14.1920383333333,148,168,109,3.6373776044755
"PDE10A",7.70432,7.70432,5.874833,7.874129,5.685085,6.47801566666667,497,587,398,1.16398793316248
"PDE11A",0.27832,0.27832,0.326881,0.979727,0.606487,0.637698333333333,39,56,41,0.78055889413903
"PDE12",11.47426,11.47426,5.651978,6.982653,6.720159,6.45159666666667,480,579,408,1.67403853939133
"PDE1A",18.87496,18.87496,1.58638,0.997591,2.42171,1.66856033333333,100,66,105,7.44782111602998
"PDE1B",2.4922,2.4922,4.747355,5.447288,6.248562,5.48106833333333,168,217,123,0.538830918050805
"PDE1C",128.54455,128.54455,1.744699,1.513598,2.08721,1.78183566666667,153,158,130,46.5680095888722
"PDE2A",25.07384,25.07384,60.294206,99.661109,96.854443,85.6032526666667,981,1689,1200,0.301072294597957
"PDE3A",118.34802,118.34802,0.134821,0.119538,0.303637,0.185998666666667,22,17,36,100.630821394965
"PDE3B",5.59164,5.59164,5.601049,4.752444,6.270684,5.54139233333333,430,399,340,1.00768149410801
"PDE4A",4.87055,4.87055,3.239841,3.825499,4.429259,3.831533,151,208,169,1.21504913657839
"PDE4B",1.85966,1.85966,120.453869,152.801299,185.986902,153.08069,1623,1423,1180,0.0185594963262431
"PDE4C",1.32833,1.32833,12.42242,12.596029,9.466879,11.4951093333333,201,198,90,0.186339305874554
"PDE4D",13.44778,13.44778,9.20407,9.73529,14.583939,11.174433,782,975,1053,1.1867312424324
"PDE4DIP",1716.29303,1716.29303,525.377028,676.503857,766.921339,656.267408,6993,8314,6005,2.61277679236455
"PDE5A",15.92733,15.92733,14.635485,12.233485,14.354209,13.7410596666667,59,64,54,1.14831161278568
"PDE6A",0.15181,0.15181,0.027576,0.134724,0.154322,0.105540666666667,2,9,6,1.04185222192942
"PDE6B",3.41571,3.41571,4.558743,5.403379,4.441588,4.80123666666667,90,89,74,0.761167015538641
"PDE6C",0.31627,0.31627,0.312388,0.041753,0.095354,0.149831666666667,8,2,3,1.14475017357613
"PDE6D",29.3498,29.3498,42.406085,46.450504,46.22844,45.028343,509,576,389,0.65937198738612
"PDE6G",0,0,0.842618,0,0.395018,0.412545333333333,4,0,1,0.707941880803354
"PDE6H",0,0,0,0,0,0,0,0,0,1
"PDE7A",151.92319,151.92319,10.340026,9.060849,11.613801,10.3382253333333,412,368,313,13.4874008501507
"PDE7B",9.7917,9.7917,0.268817,0.281642,0.239457,0.263305333333333,19,12,12,8.54243207501169
"PDE8A",40.48249,40.48249,8.681617,24.839516,9.218056,14.2463963333333,155,186,111,2.72080622155325
"PDE8B",5.83201,5.83201,0.676834,1.153425,2.386373,1.405544,34,63,50,2.84011017882026
"PDE9A",3.84584,3.84584,10.025432,11.13742,12.181834,11.1148953333333,145,141,139,0.39999024891837
"PDF",0,0,2.176371,2.476077,0,1.550816,74,94,0,0.392031412693036
"PDGFA",7.67902,7.67902,1.438889,4.241145,1.593775,2.424603,35,87,31,2.53431419641926
"PDGFB",5.23742,5.23742,2.870552,5.1408,3.28618,3.765844,79,121,60,1.30877552853178
"PDGFC",14.92792,14.92792,2.982917,3.983861,3.705021,3.55726633333333,38,51,51,3.49506015996871
"PDGFD",30.26066,30.26066,4.755695,1.965574,2.443696,3.05498833333333,234,106,88,7.70918617521711
"PDGFRA",31.07031,31.07031,0.385987,0.517871,0.795458,0.566438666666667,5,11,21,20.4733901699737
"PDGFRB",61.39422,61.39422,3.495955,11.449283,11.349665,8.76496766666667,31,174,106,6.38959821781967
"PDGFRL",9.12121,9.12121,0.520225,0.153408,0.619499,0.431044,6,3,7,7.0726057339956
"PDHA1",1305.75,1305.75,141.083995,155.611844,148.113485,148.269774666667,941,1148,703,8.7542839996784
"PDHA2",0,0,0,0,0,0,0,0,0,1
"PDHB",376.25942,376.25942,48.330313,48.842369,50.192621,49.1217676666667,835,908,620,7.52685784166577
"PDHX",178.08499,178.08499,29.066848,46.135734,36.025051,37.0758776666667,588,725,488,4.70337129370439
"PDIA2",0.20241,0.20241,67.50859,66.11664,92.280687,75.3019723333333,566,663,575,0.0157585703649592
"PDIA3",241.32623,241.32623,171.548807,153.539572,146.89943,157.329269666667,3113,3188,2031,1.53052073384898
"PDIA4",12.87849,12.87849,16.609454,19.088015,16.374806,17.357425,502,646,415,0.756015072920086
"PDIA5",10.20918,10.20918,11.922533,9.705742,13.041658,11.5566443333333,100,100,54,0.892689137514526
"PDIA6",124.14208,124.14208,33.495034,36.654828,32.874105,34.3413223333333,966,1145,674,3.54095635753754
"PDIK1L",6.30009,6.30009,3.930505,4.678366,5.329445,4.64610533333333,212,268,210,1.29294258059656
"PDILT",0,0,0,0,0,0,0,0,0,1
"PDK1",37.30714,37.30714,9.203874,7.963796,7.516421,8.22803033333333,204,220,148,4.15117187701774
"PDK2",98.91643,98.91643,17.411888,18.920086,19.530018,18.620664,192,235,166,5.09240818761281
"PDK3",8.28626,8.28626,2.097785,5.041648,2.346349,3.16192733333333,361,447,295,2.23124030196907
"PDK4",225.24709,225.24709,0.215042,0.104281,0.052192,0.123838333333333,2,3,1,201.316402270196
"PDLIM1",450.36768,450.36768,14.289226,15.671279,27.919415,19.2933066666667,144,201,247,22.2421947992047
"PDLIM2",0.53133,0.53133,8.454681,9.846386,9.048352,9.116473,78,93,65,0.151369948795395
"PDLIM3",168.57161,168.57161,1.321957,6.923734,3.204671,3.81678733333333,23,106,26,35.2042966120849
"PDLIM4",0.15181,0.15181,15.271607,15.352258,13.148693,14.5908526666667,110,119,50,0.0738772936045106
"PDLIM5",1693.18006,1693.18006,4.194808,2.975849,3.740449,3.63703533333333,107,126,111,365.358453885694
"PDLIM7",3.56752,3.56752,39.736061,47.812617,63.961474,50.503384,327,458,365,0.0886838814319463
"PDP1",132.40304,132.40304,29.621674,40.099746,29.181196,32.9675386666667,963,1219,896,3.92736845931414
"PDP2",2.53016,2.53016,11.756501,7.090421,6.925662,8.59086133333333,462,484,277,0.368075387320096
"PDPK1",34.06854,34.06854,45.322626,56.42438,48.82325,50.1900853333333,1536,1895,1297,0.685065081873667
"PDPN",10.04472,10.04472,0.656515,0.800975,3.466364,1.64128466666667,12,12,31,4.1815712404595
"PDPR",14.47249,14.47249,7.32799,7.431872,9.158146,7.97266933333333,826,915,744,1.72440211771986
"PDRG1",8.13445,8.13445,14.734262,17.779008,19.724156,17.4124753333333,358,471,340,0.496101139832258
"PDS5A",28.22388,28.22388,9.683811,7.521447,10.144041,9.116433,692,651,537,2.8887533777963
"PDS5B",19.03942,19.03942,16.821483,12.620738,16.969022,15.4704143333333,825,627,645,1.2166919176674
"PDSS1",13.73874,13.73874,6.554615,6.802008,10.18214,7.84625433333333,58,69,58,1.66609950885804
"PDSS2",27.41423,27.41423,12.635795,19.6477,12.003999,14.762498,188,189,126,1.80264765140652
"PDX1",0,0,0,0,0,0,0,0,0,1
"PDXDC1",49.38864,49.38864,32.695317,32.074363,25.984857,30.2515123333333,935,1151,675,1.61235845045024
"PDXK",24.93468,24.93468,44.429492,63.747839,48.054579,52.0773033333333,1631,2351,1209,0.488620905194191
"PDXP",16.09179,16.09179,38.284964,40.545419,53.251572,44.0273183333333,723,853,715,0.37958711805733
"PDYN",0,0,2.283351,1.039908,2.991316,2.10485833333333,54,22,41,0.322075886446778
"PDZD11",76.60046,76.60046,33.027409,37.406297,38.844819,36.426175,289,356,245,2.07342748758055
"PDZD2",71.86907,71.86907,4.89463,3.442228,4.080792,4.13921666666667,227,164,150,14.1790227434142
"PDZD3",0,0,0,0,0,0,0,0,0,1
"PDZD4",0.49338,0.49338,78.151233,76.522395,87.567964,80.7471973333333,2358,2383,1765,0.0182682715581132
"PDZD7",0.10121,0.10121,9.614522,12.628339,10.970913,11.071258,323,433,271,0.0912257860779713
"PDZD8",9.53869,9.53869,25.164015,27.259227,26.303086,26.2421093333333,951,1023,694,0.386852936791679
"PDZD9",0.45543,0.45543,0.514809,0.521249,0.361642,0.4659,6,9,3,0.992857630124838
"PDZK1",0.45543,0.45543,0.954028,1.294231,1.924443,1.39090066666667,17,16,13,0.608737125841838
"PDZK1IP1",0.13916,0.13916,0,0,0.222966,0.074322,0,0,1,1.06035248277518
"PDZRN3",131.34037,131.34037,0.946969,2.350437,4.336477,2.54462766666667,27,41,30,37.3354784889019
"PDZRN4",0.15181,0.15181,1.545293,3.069783,6.342967,3.652681,65,137,193,0.24755834324339
"PEA15",521.09818,521.09818,76.274801,103.577472,105.657254,95.1698423333333,1299,1951,1170,5.42891791576782
"PEAK1",30.50102,30.50102,6.977859,6.039167,11.91051,8.30917866666667,622,749,921,3.38386673281882
"PEAR1",10.5634,10.5634,0.102055,0.298552,0.168098,0.189568333333333,6,10,7,9.7206689821658
"PEBP1",593.73894,593.73894,303.402503,332.772564,379.130439,338.435168666667,4353,5254,3697,1.75214295659519
"PEBP4",184.24592,184.24592,0.213701,0.281711,0.434357,0.309923,2,1,1,141.417411557779
"PECR",6.17358,6.17358,5.196164,7.799369,9.35228,7.449271,48,72,62,0.849017625307556
"PEF1",46.49161,46.49161,24.332936,25.918748,28.719386,26.32369,380,430,348,1.73811114091838
"PEG10",2.93498,2.93498,384.585055,362.050482,363.886095,370.173877333333,13702,14691,9685,0.0106014464925994
"PEG3",5.69285,5.69285,0,0,0,0,0,0,0,6.69285
"PELI1",8.95675,8.95675,5.489626,4.416847,9.844841,6.58377133333333,248,209,312,1.31290219105587
"PELI2",2.35304,2.35304,14.688628,9.690862,11.473868,11.9511193333333,1017,777,627,0.258899629730846
"PELI3",1.73316,1.73316,5.136781,8.011221,5.08099,6.07633066666667,123,184,95,0.386239723487578
"PELO",14.75081,14.75081,9.453661,8.799566,10.539514,9.59758033333333,304,335,216,1.4862647420051
"PELP1",13.43513,13.43513,28.238353,28.337134,34.36241,30.3126323333333,701,874,566,0.461000207402982
"PEMT",2.45425,2.45425,35.195355,33.186065,44.164757,37.5153923333333,148,167,118,0.0896849231108702
"PENK",0,0,12.339469,21.619105,6.431818,13.463464,115,211,48,0.0691397302886777
"PEPD",36.45954,36.45954,41.059934,45.325195,43.107608,43.1642456666667,413,441,340,0.848187021753502
"PER1",11.84113,11.84113,22.913293,23.713387,21.806434,22.811038,280,362,267,0.539293163111999
"PER2",2.391,2.391,1.359423,1.586779,1.785967,1.57738966666667,95,123,110,1.31567222599506
"PER3",11.66402,11.66402,2.750191,2.076304,2.13947,2.32198833333333,116,98,69,3.81218075720715
"PERP",171.81021,171.81021,10.478881,11.772419,13.143869,11.7983896666667,581,700,520,13.5024963687489
"PES1",19.10267,19.10267,28.995788,26.340199,34.711496,30.0158276666667,412,431,353,0.648142303860063
"PES1P1",0,0,0,0,0,0,0,0,0,1
"PES1P2",0,0,0,0,0,0,0,0,0,1
"PET100",329.59071,329.59071,240.07776,308.541334,256.248601,268.289231666667,128,186,82,1.22764177369414
"PET117",13.43513,13.43513,2.857411,3.126322,2.026245,2.66999266666667,37,44,18,3.93328578858196
"PEX1",35.10591,35.10591,23.171419,13.810858,22.620462,19.8675796666667,399,356,306,1.7302394708321
"PEX10",14.39658,14.39658,3.389731,6.790043,5.103164,5.09431266666667,82,138,87,2.52638498254493
"PEX11A",16.87614,16.87614,2.601017,2.824436,2.782763,2.736072,68,74,44,4.78474183581044
"PEX11B",45.27713,45.27713,20.564623,21.424085,24.802309,22.2636723333333,299,355,285,1.98924440376044
"PEX11G",0,0,0.805624,1.517906,1.459941,1.261157,6,14,11,0.442251466837553
"PEX12",13.19476,13.19476,1.795669,2.730484,1.895814,2.14065566666667,57,92,45,4.51968044464601
"PEX13",34.34686,34.34686,6.012,8.497618,6.748229,7.085949,263,281,205,4.371392894019
"PEX14",3.95969,3.95969,10.781957,9.096865,11.457253,10.4453583333333,193,218,185,0.433336367071659
"PEX16",1.79641,1.79641,34.983785,39.653564,27.746735,34.128028,156,144,109,0.0796062335181468
"PEX19",118.22152,118.22152,43.659086,46.517169,24.617627,38.2646273333333,529,582,457,3.03635939258713
"PEX2",67.74491,67.74491,9.356334,10.080345,11.607141,10.34794,124,148,119,6.0579197634108
"PEX26",7.96999,7.96999,13.841096,14.33623,18.236919,15.471415,1068,1258,932,0.544579199783382
"PEX3",37.53486,37.53486,17.821461,21.305763,18.216738,19.114654,148,168,109,1.91576051966889
"PEX5",14.33333,14.33333,28.351484,35.40759,33.987842,32.5823053333333,807,842,589,0.456589559525574
"PEX5L",0.20241,0.20241,6.91667,8.639969,10.212536,8.589725,522,606,706,0.125385243059629
"PEX6",3.25125,3.25125,6.350105,6.06314,6.425357,6.279534,255,277,188,0.584000294524347
"PEX7",25.80759,25.80759,2.036934,3.188511,1.937878,2.38777433333333,34,56,23,7.91303887517892
"PF4",0,0,0,0,0,0,0,0,0,1
"PF4V1",0,0,0,0,0,0,0,0,0,1
"PFAS",3.80788,3.80788,21.364879,19.081114,21.593996,20.6799963333333,312,326,272,0.221765720163329
"PFDN1",215.99938,215.99938,82.961452,95.86256,83.791943,87.5386516666667,553,730,499,2.45089998452841
"PFDN2",89.30184,89.30184,64.488558,86.328796,68.789586,73.2023133333333,295,414,205,1.21696798850925
"PFDN4",102.07912,102.07912,62.749931,84.993062,68.540102,72.094365,296,336,242,1.41021978917253
"PFDN5",749.00193,749.00193,206.650381,217.778908,273.415602,232.614963666667,944,1057,754,3.21041905119631
"PFDN6",102.61046,102.61046,46.366562,50.322568,48.063911,48.2510136666667,194,225,153,2.10372238632977
"PFKFB1",0.18976,0.18976,0.620351,0.420318,0.445354,0.495341,11,8,6,0.795644605477948
"PFKFB2",103.40746,103.40746,6.461258,5.668395,5.804325,5.97799266666667,302,296,177,14.9623917632855
"PFKFB3",4.55428,4.55428,105.274126,136.879401,68.258672,103.470733,1059,1028,645,0.0531658947965838
"PFKFB4",0.60724,0.60724,15.3794,14.822855,14.237076,14.8131103333333,446,432,296,0.101639713258182
"PFKL",3.88379,3.88379,28.575871,50.145754,35.107189,37.942938,979,1255,865,0.125408873875926
"PFKM",676.75334,676.75334,137.680783,141.827264,125.315874,134.941307,2291,2636,1835,4.98563207134679
"PFKP",277.95023,277.95023,213.233392,268.995697,199.868492,227.365860333333,2349,2819,1618,1.22150583100658
"PFN1",150.68341,150.68341,121.547279,133.316042,137.979143,130.947488,945,1152,762,1.1495740638882
"PFN1P2",0.34157,0.34157,2.439374,2.084618,2.316485,2.280159,55,50,37,0.408995417600183
"PFN2",91.54103,91.54103,380.484613,412.620567,375.033273,389.379484333333,4825,5424,3739,0.237054030024237
"PFN3",0,0,0,0,0,0,0,0,0,1
"PFN4",2.90968,2.90968,1.350146,1.400999,0.873992,1.208379,11,14,10,1.7703845218597
"PGA3",0,0,0,0.390894,0.144246,0.17838,0,7,2,0.848622685381626
"PGA4",0,0,0.068502,0.188001,0.0965,0.117667666666667,3,9,3,0.894720344717854
"PGA5",0,0,0.112645,0.190985,0.443093,0.248907666666667,1,2,3,0.800699704782019
"PGAM1",184.46099,184.46099,141.217734,161.317146,158.301426,153.612102,3087,3833,2454,1.1995244072162
"PGAM1P1",0,0,0,0,0,0,0,0,0,1
"PGAM1P11",0,0,0,0,0,0,0,0,0,1
"PGAM1P13",0,0,0,0,0,0,0,0,0,1
"PGAM1P3",0.21506,0.21506,0,0.207346,0,0.0691153333333333,0,1,0,1.1365097498056
"PGAM1P5",0.27832,0.27832,0,0,0,0,0,0,0,1.27832
"PGAM1P6",0,0,0,0,0,0,0,0,0,1
"PGAM2",16.57252,16.57252,0,0.182075,0.613896,0.265323666666667,0,2,4,13.8877667927389
"PGAM3P",0,0,0,0,0,0,0,0,0,1
"PGAM4",0.0506,0.0506,0,0.123513,0.096147,0.07322,0,3,1,0.978923240342148
"PGAM4P2",0,0,0,0.14032,0,0.0467733333333333,0,1,0,0.955316655627452
"PGAM5",9.27302,9.27302,7.749207,11.238121,12.563095,10.5168076666667,268,326,234,0.89200239314002
"PGAP1",4.02295,4.02295,14.650956,13.12552,12.111473,13.295983,1111,1164,845,0.351353943272037
"PGAP2",31.26007,31.26007,9.615786,11.010917,13.729103,11.4519353333333,115,146,103,2.59076755029727
"PGAP3",2.59341,2.59341,7.718571,6.289369,8.936418,7.64811933333333,118,111,113,0.415513461539499
"PGBD1",5.6802,5.6802,8.294897,8.543257,9.32106,8.719738,337,376,269,0.68728189998537
"PGBD2",4.22536,4.22536,1.908102,3.499131,2.200937,2.53605666666667,57,54,55,1.47773649932081
"PGBD4",4.02295,4.02295,0.779046,0.791844,0.715919,0.762269666666667,69,76,45,2.85027319882371
"PGBD4P4",0,0,0,0,0,0,0,0,0,1
"PGBD5",1.92292,1.92292,10.66973,11.986604,9.888961,10.8484316666667,718,788,510,0.246692565077882
"PGC",0,0,0.077109,0,0,0.025703,1,0,0,0.974941089184686
"PGD",22.7714,22.7714,209.888186,172.351722,210.836046,197.691984666667,2385,2168,1698,0.119639451183095
"PGDP1",0,0,0.060553,0,0.085827,0.0487933333333333,1,0,1,0.953476693851347
"PGF",2.66931,2.66931,1.750893,2.576202,3.9527,2.75993166666667,39,56,62,0.975898054884863
"PGGT1B",15.88938,15.88938,2.430298,2.104909,2.75793,2.43104566666667,136,148,100,4.92251681873077
"PGK1",755.90926,755.90926,471.422083,555.397847,591.5714,539.463776666667,3821,4690,3179,1.40048101774419
"PGK2",0,0,0,0,0,0,0,0,0,1
"PGLS",1.15122,1.15122,15.269485,19.28163,21.226681,18.5925986666667,154,208,142,0.109797584108121
"PGLYRP1",0,0,0,0.973599,0,0.324533,0,7,0,0.754983077054328
"PGLYRP2",0,0,0,0,0,0,0,0,0,1
"PGLYRP3",0,0,0,0,0,0,0,0,0,1
"PGLYRP4",0,0,0,0,0,0,0,0,0,1
"PGM1",205.17031,205.17031,10.310727,10.292142,10.222486,10.2751183333333,265,333,215,18.2854231685078
"PGM2",11.87908,11.87908,3.176821,2.167744,2.715076,2.686547,62,58,52,3.49353473589242
"PGM2L1",0.93616,0.93616,43.208623,42.994238,44.516472,43.573111,4953,5268,3653,0.0434378475399664
"PGM3",14.86466,14.86466,20.86291,58.7562,84.171642,54.5969173333333,412,505,312,0.285351432434335
"PGM5",138.04528,138.04528,0.541678,0.662011,0.641102,0.614930333333333,13,14,11,86.0998627185363
"PGM5P2",0.86025,0.86025,0.337625,0.736982,0.969319,0.681308666666667,8,17,13,1.10642979298269
"PGP",21.64548,21.64548,14.822627,13.221736,15.571729,14.5386973333333,380,363,262,1.45736026091591
"PGPEP1",16.52192,16.52192,12.282303,11.952722,13.702886,12.6459703333333,381,482,283,1.28403620790519
"PGPEP1L",0.69579,0.69579,0.058283,0.085501,0,0.047928,1,1,0,1.61823140521105
"PGR",6.62901,6.62901,0.282398,0.258936,0.096515,0.212616333333333,12,17,12,6.29136338534117
"PGRMC1",35.71314,35.71314,106.929451,101.293809,92.937468,100.386909333333,2452,2518,1519,0.362109272700057
"PGRMC2",112.45276,112.45276,29.227088,28.83983,30.5686,29.5451726666667,632,657,499,3.71426153775875
"PGS1",7.65372,7.65372,20.606816,19.590739,19.616161,19.9379053333333,433,434,317,0.413303998763582
"PHACTR1",27.08531,27.08531,20.810906,19.464363,19.829139,20.0348026666667,465,512,344,1.33518295584042
"PHACTR2",16.85084,16.85084,1.314038,1.711565,1.728701,1.584768,170,217,160,6.90616720726967
"PHACTR3",16.55987,16.55987,14.124972,15.302703,20.018551,16.4820753333333,431,507,415,1.00444996747716
"PHACTR4",14.81406,14.81406,13.748433,10.989079,13.383196,12.7069026666667,619,584,466,1.1537296488183
"PHAX",68.87083,68.87083,42.120167,41.411103,51.164984,44.8987513333333,656,761,638,1.52228171726444
"PHB",151.94849,151.94849,75.337101,89.215695,88.871213,84.4746696666667,527,685,438,1.78940135827921
"PHB2",111.84552,111.84552,97.747782,100.5414,92.840318,97.0431666666667,704,782,556,1.15097791958984
"PHBP14",0,0,0,0,0,0,0,0,0,1
"PHBP15",0,0,0.169023,0,0,0.056341,1,0,0,0.94666400338527
"PHBP4",0,0,0.240745,0.220376,0,0.153707,2,2,0,0.866771199273299
"PHBP5",0,0,0,0.246958,0.190311,0.145756333333333,0,2,1,0.872785923941362
"PHBP6",0,0,0,0,0,0,0,0,0,1
"PHBP7",0,0,0,0,0,0,0,0,0,1
"PHBP9",1.01206,1.01206,1.352138,1.015339,1.038404,1.13529366666667,11,9,6,0.942287251355434
"PHC1",14.68755,14.68755,50.973977,61.338456,55.552745,55.9550593333333,1454,1452,1222,0.275437339257037
"PHC2",30.24801,30.24801,44.771822,40.578228,51.760135,45.703395,886,933,759,0.669073629443855
"PHC3",4.97176,4.97176,3.509586,3.103565,3.256853,3.29000133333333,456,529,376,1.39201821537895
"PHEX",0.0506,0.0506,0.451066,0.097082,0.317542,0.288563333333333,12,9,15,0.815326629916005
"PHF1",34.9288,34.9288,35.974605,46.961896,42.511657,41.8160526666667,544,742,452,0.839143212937316
"PHF10",83.69754,83.69754,12.221127,11.717147,15.524052,13.1541086666667,559,599,509,5.98395434107873
"PHF11",54.84112,54.84112,6.023213,5.766354,6.009398,5.93298833333333,47,61,34,8.05440847657564
"PHF12",12.81524,12.81524,19.044126,17.034833,25.219097,20.4326853333333,403,471,390,0.644587450668804
"PHF13",5.07296,5.07296,8.301782,7.413117,7.487179,7.734026,301,366,240,0.69532195118265
"PHF14",14.48514,14.48514,35.534592,29.021645,41.474406,35.3435476666667,1097,1099,945,0.426076731474472
"PHF19",4.8832,4.8832,4.577791,4.675431,4.34532,4.53284733333333,56,64,45,1.06332230867024
"PHF2",16.88879,16.88879,8.848662,7.514573,10.313131,8.892122,548,558,488,1.80838752291975
"PHF20",12.57487,12.57487,21.82429,26.228106,28.172617,25.4083376666667,676,753,634,0.51403727759565
"PHF20L1",43.1518,43.1518,19.048383,18.655447,21.765483,19.8231043333333,537,542,510,2.12032746382212
"PHF21A",33.08178,33.08178,27.646264,29.555983,31.206762,29.4696696666667,577,586,490,1.11854773526754
"PHF21B",0.20241,0.20241,3.929309,2.952581,6.984523,4.62213766666667,156,122,113,0.213870607816849
"PHF23",14.33333,14.33333,31.863619,24.822025,31.020771,29.2354716666667,424,478,380,0.507130504496292
"PHF3",22.78405,22.78405,4.229418,4.396794,5.13446,4.58689066666667,412,472,368,4.25711749505032
"PHF5A",33.60047,33.60047,43.928736,48.056126,61.958442,51.3144346666667,138,139,92,0.661394321098274
"PHF6",9.94351,9.94351,7.18125,7.519348,7.988359,7.56298566666667,431,484,349,1.27800167208034
"PHF7",28.08473,28.08473,4.250347,5.429108,5.536521,5.071992,28,45,30,4.7899816073539
"PHF8",8.33686,8.33686,15.484964,13.990082,14.536887,14.6706443333333,394,437,292,0.595818512716761
"PHGDH",2.93498,2.93498,13.428846,23.295561,23.96082,20.228409,157,212,167,0.18536386782448
"PHGR1",0,0,0,0,0,0,0,0,0,1
"PHIP",3.80788,3.80788,3.022763,3.241801,4.309434,3.524666,486,548,492,1.06259334943176
"PHKA1",20.29185,20.29185,4.242003,4.02114,4.509212,4.25745166666667,346,358,262,4.04984227149338
"PHKA2",29.91909,29.91909,5.295046,11.81834,8.237092,8.45015933333333,174,205,146,3.27180621081592
"PHKB",75.87936,75.87936,27.768588,24.54025,31.736719,28.0151856666667,963,915,801,2.64962495443622
"PHKBP1",0,0,0,0,0,0,0,0,0,1
"PHKG1",3.83319,3.83319,0.299479,0.500331,0.589135,0.462981666666667,3,8,5,3.30365725704013
"PHKG2",13.0556,13.0556,19.355594,20.70012,24.491928,21.5158806666667,309,373,278,0.624252731131606
"PHLDA1",8.46337,8.46337,4.350973,4.3852,3.801862,4.179345,339,366,213,1.82713644292859
