"Hs_symbol","DRG","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"HLA-DMA",90.3115,90.3115,164.66803,164.66803,0.551171520540203
"HLA-DMB",65.09662,65.09662,52.78936,52.78936,1.22880473015481
"HLA-DOA",10.52711,10.52711,12.16545,12.16545,0.875557614817572
"HLA-DOB",0.95131,0.95131,1.79999,1.79999,0.696898917496134
"HLA-DPA1",291.44512,291.44512,629.99643,629.99643,0.463465569844825
"HLA-DPA2",0,0,0,0,1
"HLA-DPA3",0,0,5.80342,5.80342,0.1469848987715
"HLA-DPB1",251.37521,251.37521,817.44364,817.44364,0.308359913457205
"HLA-DPB2",0.16726,0.16726,0.96206,0.96206,0.594915547944507
"HLA-DQA1",45.95548,45.95548,133.63372,133.63372,0.348764633406846
"HLA-DQA2",5.38377,5.38377,16.23094,16.23094,0.370482980034751
"HLA-DQB1",164.22079,164.22079,476.43868,476.43868,0.346056565840036
"HLA-DQB2",5.37332,5.37332,43.75837,43.75837,0.142393925426686
"HLA-DQB3",0,0,0,0,1
"HLA-DRA",535.55485,535.55485,546.60724,546.60724,0.979816939600725
"HLA-DRB1",220.2225,220.2225,685.85818,685.85818,0.322078860588077
"HLA-DRB5",115.11868,115.11868,40.3446,40.3446,2.80855734485277
"HLA-DRB6",2.50894,2.50894,1.86206,1.86206,1.2260190212644
"HLA-DRB9",0.15681,0.15681,0,0,1.15681
"HLA-E",322.01242,322.01242,212.08845,212.08845,1.51586076110648
"HLA-F",147.10771,147.10771,71.1927,71.1927,2.05156075337257
"HLA-G",10.65256,10.65256,6.02066,6.02066,1.65975278677503
"HLA-H",25.19397,25.19397,29.54466,29.54466,0.857562991370668
"HLA-J",1.70399,1.70399,10.89304,10.89304,0.227359026792141
"HLA-K",1.63081,1.63081,4.22067,4.22067,0.503921910406136
"HLA-L",2.50894,2.50894,18.34128,18.34128,0.181422325719911
"HLA-N",0,0,0,0,1
"HLA-P",0.39725,0.39725,2.04826,2.04826,0.458376253994082
"HLA-S",0,0,0,0,1
"HLA-T",0,0,0,0,1
"HLA-U",0,0,18.43438,18.43438,0.0514552046424944
"HLA-W",0,0,0,0,1
"HLA-Z",0,0,0,0,1
"HLCS",10.03577,10.03577,7.13789,7.13789,1.35609721930378
"HLF",4.66245,4.66245,9.80684,9.80684,0.523969078842659
"HLFP1",0,0,0,0,1
"HLTF",6.80551,6.80551,13.37579,13.37579,0.542962160688213
"HLX",4.75654,4.75654,5.21376,5.21376,0.92641814296014
"HM13",114.66916,114.66916,85.96503,85.96503,1.33006519977053
"HMBOX1",50.86883,50.86883,40.93425,40.93425,1.23690849365376
"HMBS",38.0314,38.0314,20.76195,20.76195,1.79356169828531
"HMCN1",0.31362,0.31362,3.2586,3.2586,0.30846287512328
"HMCN2",1.46355,1.46355,4.1586,4.1586,0.477561741557787
"HMG20A",18.46164,18.46164,13.56199,13.56199,1.33646843597613
"HMG20B",86.79898,86.79898,67.15824,67.15824,1.28816383756388
"HMGA1",70.98219,70.98219,36.83772,36.83772,1.9023923745934
"HMGA1P1",0,0,0,0,1
"HMGA1P2",0.17772,0.17772,0,0,1.17772
"HMGA1P3",0,0,1.45861,1.45861,0.406733886220263
"HMGA1P5",0.33453,0.33453,0,0,1.33453
"HMGA1P6",0,0,0,0,1
"HMGA1P7",0,0,0,0,1
"HMGA1P8",0.44952,0.44952,0,0,1.44952
"HMGA2",0.14636,0.14636,0.65172,0.65172,0.694040152083888
"HMGB1",138.81774,138.81774,261.89851,261.89851,0.531831618216475
"HMGB1P1",0.17772,0.17772,0.55862,0.55862,0.755617148503163
"HMGB1P10",0.03136,0.03136,0.49655,0.49655,0.689158397647924
"HMGB1P11",0.02091,0.02091,0,0,1.02091
"HMGB1P12",0,0,0,0,1
"HMGB1P13",0,0,0.77586,0.77586,0.563107452164022
"HMGB1P14",0.05227,0.05227,0,0,1.05227
"HMGB1P15",0,0,0,0,1
"HMGB1P16",0,0,0,0,1
"HMGB1P17",0,0,0,0,1
"HMGB1P18",0,0,0,0,1
"HMGB1P19",0.02091,0.02091,0,0,1.02091
"HMGB1P20",0,0,0,0,1
"HMGB1P21",0.09409,0.09409,0,0,1.09409
"HMGB1P22",0,0,0,0,1
"HMGB1P23",0.07318,0.07318,0,0,1.07318
"HMGB1P24",0.07318,0.07318,0,0,1.07318
"HMGB1P25",0,0,0,0,1
"HMGB1P26",0,0,0,0,1
"HMGB1P27",0,0,0,0,1
"HMGB1P28",0,0,0,0,1
"HMGB1P29",0,0,0,0,1
"HMGB1P3",0.17772,0.17772,0.18621,0.18621,0.992842751283499
"HMGB1P30",0,0,0,0,1
"HMGB1P31",0.49133,0.49133,2.1724,2.1724,0.47009519606607
"HMGB1P32",0,0,0,0,1
"HMGB1P35",0,0,0,0,1
"HMGB1P36",0,0,0,0,1
"HMGB1P37",0.18817,0.18817,0,0,1.18817
"HMGB1P38",0,0,0,0,1
"HMGB1P39",0.04182,0.04182,0.71379,0.71379,0.60790411894106
"HMGB1P4",4.44292,4.44292,0,0,5.44292
"HMGB1P41",0,0,1.76896,1.76896,0.361146423205825
"HMGB1P44",0,0,0,0,1
"HMGB1P45",0,0,0,0,1
"HMGB1P46",0,0,0,0,1
"HMGB1P47",0,0,0,0,1
"HMGB1P48",0,0,0,0,1
"HMGB1P5",4.69381,4.69381,3.32067,3.32067,1.31780719194014
"HMGB1P7",0,0,0,0,1
"HMGB1P8",0,0,0,0,1
"HMGB1P9",0,0,0,0,1
"HMGB2",73.31341,73.31341,42.67217,42.67217,1.70161936079659
"HMGB2P1",0,0,0,0,1
"HMGB3",23.74088,23.74088,6.08272,6.08272,3.49313258183297
"HMGB3P1",0,0,0,0,1
"HMGB3P10",0.15681,0.15681,0,0,1.15681
"HMGB3P11",0,0,0,0,1
"HMGB3P12",0,0,0,0,1
"HMGB3P13",0,0,0,0,1
"HMGB3P14",0,0,0,0,1
"HMGB3P15",0,0,0,0,1
"HMGB3P16",0,0,0,0,1
"HMGB3P17",0,0,0,0,1
"HMGB3P18",0,0,0,0,1
"HMGB3P19",0,0,0,0,1
"HMGB3P2",0,0,0,0,1
"HMGB3P20",0,0,0,0,1
"HMGB3P21",0,0,0.71379,0.71379,0.583502062679792
"HMGB3P22",1.52627,1.52627,15.08267,15.08267,0.157080260926824
"HMGB3P23",0,0,0,0,1
"HMGB3P24",0.33453,0.33453,3.19653,3.19653,0.318007973254093
"HMGB3P27",0,0,0,0,1
"HMGB3P3",0,0,0,0,1
"HMGB3P30",0,0,0,0,1
"HMGB3P31",0,0,0,0,1
"HMGB3P32",0.03136,0.03136,0,0,1.03136
"HMGB3P4",0,0,0,0,1
"HMGB3P5",0,0,0,0,1
"HMGB3P6",0.02091,0.02091,0,0,1.02091
"HMGB3P7",0.07318,0.07318,0,0,1.07318
"HMGB3P8",0,0,0,0,1
"HMGB3P9",0.02091,0.02091,0,0,1.02091
"HMGB4",0,0,1.61378,1.61378,0.382587669964572
"HMGCL",44.37693,44.37693,38.04806,38.04806,1.16207898676656
"HMGCLL1",15.30455,15.30455,38.3584,38.3584,0.414258455628278
"HMGCR",37.32053,37.32053,25.91365,25.91365,1.42383251621389
"HMGCS1",113.88512,113.88512,41.67907,41.67907,2.69183747443419
"HMGCS2",0,0,0.93103,0.93103,0.517858345028301
"HMGN1",58.30157,58.30157,63.58929,63.58929,0.918133176568437
"HMGN1P10",0,0,0,0,1
"HMGN1P11",0,0,0,0,1
"HMGN1P12",0,0,0,0,1
"HMGN1P13",0,0,0,0,1
"HMGN1P14",0,0,0,0,1
"HMGN1P15",0,0,0,0,1
"HMGN1P16",0,0,0,0,1
"HMGN1P17",0,0,0,0,1
"HMGN1P18",0.17772,0.17772,0,0,1.17772
"HMGN1P19",0,0,0,0,1
"HMGN1P2",0,0,0,0,1
"HMGN1P20",0,0,0,0,1
"HMGN1P24",0,0,0,0,1
"HMGN1P26",0,0,0,0,1
"HMGN1P28",0,0,0,0,1
"HMGN1P3",0.04182,0.04182,3.13446,3.13446,0.25198453969805
"HMGN1P30",0,0,0,0,1
"HMGN1P32",0,0,0,0,1
"HMGN1P33",0,0,0,0,1
"HMGN1P34",0,0,0,0,1
"HMGN1P35",0.02091,0.02091,0,0,1.02091
"HMGN1P36",0,0,0,0,1
"HMGN1P38",0.02091,0.02091,1.64482,1.64482,0.38600358436491
"HMGN1P4",0,0,0,0,1
"HMGN1P5",0,0,0,0,1
"HMGN1P6",0,0,0,0,1
"HMGN1P7",0,0,0,0,1
"HMGN1P8",0,0,0,0,1
"HMGN1P9",0,0,0,0,1
"HMGN2",259.592,259.592,382.653,382.653,0.6792387913036
"HMGN2P10",0.14636,0.14636,0,0,1.14636
"HMGN2P11",0,0,0,0,1
"HMGN2P13",0,0,0,0,1
"HMGN2P16",0,0,0,0,1
"HMGN2P17",0.03136,0.03136,0,0,1.03136
"HMGN2P18",0.12545,0.12545,0,0,1.12545
"HMGN2P19",0.14636,0.14636,0,0,1.14636
"HMGN2P20",0,0,0,0,1
"HMGN2P21",0,0,0,0,1
"HMGN2P22",0,0,0,0,1
"HMGN2P23",0,0,0,0,1
"HMGN2P24",0,0,0,0,1
"HMGN2P25",0,0,0,0,1
"HMGN2P26",0,0,0,0,1
"HMGN2P27",0,0,0,0,1
"HMGN2P28",0.17772,0.17772,0,0,1.17772
"HMGN2P3",0.29271,0.29271,0,0,1.29271
"HMGN2P30",0,0,0,0,1
"HMGN2P31",0,0,0,0,1
"HMGN2P32",0,0,0,0,1
"HMGN2P34",0,0,0,0,1
"HMGN2P35",0,0,0,0,1
"HMGN2P36",0,0,0,0,1
"HMGN2P39",0,0,0,0,1
"HMGN2P4",0.09409,0.09409,0,0,1.09409
"HMGN2P41",0,0,0,0,1
"HMGN2P42",9.85806,9.85806,22.28263,22.28263,0.466358826300981
"HMGN2P46",0.44952,0.44952,0.21724,0.21724,1.19082514541093
"HMGN2P5",13.14059,13.14059,0,0,14.14059
"HMGN2P6",0,0,0,0,1
"HMGN2P7",0.12545,0.12545,0,0,1.12545
"HMGN2P8",0.01045,0.01045,0.18621,0.18621,0.851830620210587
"HMGN2P9",0,0,0,0,1
"HMGN3",93.24906,93.24906,129.75444,129.75444,0.72080963369198
"HMGN3P1",0,0,0,0,1
"HMGN4",36.11833,36.11833,17.90679,17.90679,1.96322749657663
"HMGN5",12.60744,12.60744,120.19587,120.19587,0.112276433182088
"HMGXB3",12.15792,12.15792,15.48612,15.48612,0.798121086101521
"HMGXB4",3.12573,3.12573,6.17583,6.17583,0.574948124467832
"HMHA1",54.2559,54.2559,43.54113,43.54113,1.24055900692237
"HMHB1",0.22999,0.22999,0,0,1.22999
"HMMR",0.77359,0.77359,0.93103,0.93103,0.918468382158744
"HMOX1",95.08895,95.08895,19.48954,19.48954,4.68965872342668
"HMOX2",188.99661,188.99661,70.13753,70.13753,2.67083507116426
"HMP19",12.22064,12.22064,60.02035,60.02035,0.216659524240684
"HMSD",2.2685,2.2685,38.82392,38.82392,0.0820737888183785
"HMX1",5.23742,5.23742,1.30344,1.30344,2.70787170492828
"HMX2",0,0,0,0,1
"HMX3",0.01045,0.01045,0.0931,0.0931,0.924389351385967
"HN1",219.85661,219.85661,56.91692,56.91692,3.81333485965759
"HN1L",12.7747,12.7747,116.25451,116.25451,0.117476931164524
"HNF1A",0.84677,0.84677,0.89999,0.89999,0.971989326259612
"HNF1A-AS1",0.08363,0.08363,0.77586,0.77586,0.610200128388499
"HNF1B",0.02091,0.02091,0.06207,0.06207,0.961245492293352
"HNF4A",0,0,0.12414,0.12414,0.889568914903838
"HNF4G",0.12545,0.12545,0.9931,0.9931,0.564673122271838
"HNF4GP1",0,0,0,0,1
"HNMT",19.27705,19.27705,37.73772,37.73772,0.523444590956824
"HNRNPA0",44.72191,44.72191,43.85148,43.85148,1.01940694041757
"HNRNPA1",328.24296,328.24296,895.55699,895.55699,0.367230375394207
"HNRNPA1L2",5.78102,5.78102,6.02066,6.02066,0.965866456999769
"HNRNPA1P1",0,0,0,0,1
"HNRNPA1P10",0.11499,0.11499,0,0,1.11499
"HNRNPA1P11",0,0,0,0,1
"HNRNPA1P12",0.02091,0.02091,0,0,1.02091
"HNRNPA1P13",0,0,0,0,1
"HNRNPA1P14",0,0,0,0,1
"HNRNPA1P15",0.01045,0.01045,0,0,1.01045
"HNRNPA1P17",0,0,0,0,1
"HNRNPA1P18",0,0,0,0,1
"HNRNPA1P19",0,0,0,0,1
"HNRNPA1P2",0.01045,0.01045,0,0,1.01045
"HNRNPA1P20",0,0,0,0,1
"HNRNPA1P21",0,0,0,0,1
"HNRNPA1P22",0.07318,0.07318,0,0,1.07318
"HNRNPA1P23",0,0,0,0,1
"HNRNPA1P24",0,0,0,0,1
"HNRNPA1P25",0.01045,0.01045,0.24827,0.24827,0.809480320763937
"HNRNPA1P26",0.01045,0.01045,0.21724,0.21724,0.830115671519175
"HNRNPA1P27",0.02091,0.02091,0,0,1.02091
"HNRNPA1P28",0.01045,0.01045,0.52758,0.52758,0.661471084984093
"HNRNPA1P29",0,0,0,0,1
"HNRNPA1P3",0,0,0,0,1
"HNRNPA1P30",0,0,0,0,1
"HNRNPA1P31",0,0,0,0,1
"HNRNPA1P4",0.06272,0.06272,1.05517,1.05517,0.517095909340833
"HNRNPA1P6",0.01045,0.01045,0,0,1.01045
"HNRNPA1P7",1.43219,1.43219,1.05517,1.05517,1.18344954431993
"HNRNPA1P8",0.01045,0.01045,0.21724,0.21724,0.830115671519175
"HNRNPA1P9",0.01045,0.01045,0.21724,0.21724,0.830115671519175
"HNRNPA2B1",269.33506,269.33506,416.17005,416.17005,0.648021256559525
"HNRNPA3",93.2177,93.2177,179.25416,179.25416,0.522693623270609
"HNRNPA3P1",0.03136,0.03136,0.06207,0.06207,0.971084768423927
"HNRNPA3P2",0,0,0,0,1
"HNRNPA3P3",0.02091,0.02091,0,0,1.02091
"HNRNPA3P4",0,0,0,0,1
"HNRNPA3P5",0.03136,0.03136,0,0,1.03136
"HNRNPAB",59.77557,59.77557,34.94463,34.94463,1.69081083878176
"HNRNPC",193.23045,193.23045,286.91217,286.91217,0.674617019488964
"HNRNPCL1",0,0,0,0,1
"HNRNPD",96.70931,96.70931,114.48556,114.48556,0.846073829490025
"HNRNPF",50.85837,50.85837,47.948,47.948,1.05945840483779
"HNRNPH1",131.95996,131.95996,247.96411,247.96411,0.534052719486355
"HNRNPH2",55.33265,55.33265,52.0135,52.0135,1.06260952398917
"HNRNPH3",52.86553,52.86553,269.56399,269.56399,0.199086101590977
"HNRNPK",161.90002,161.90002,190.82995,190.82995,0.849189712034018
"HNRNPKP1",0,0,0,0,1
"HNRNPKP2",0,0,0,0,1
"HNRNPKP3",0.06272,0.06272,0,0,1.06272
"HNRNPKP4",0.04182,0.04182,0.15517,0.15517,0.901875914367582
"HNRNPKP5",0.17772,0.17772,0,0,1.17772
"HNRNPL",98.4133,98.4133,141.45437,141.45437,0.697860655310188
"HNRNPM",92.1514,92.1514,92.4512,92.4512,0.996791908504118
"HNRNPR",44.43966,44.43966,71.53408,71.53408,0.626459451887995
"HNRNPU",66.83198,66.83198,100.17874,100.17874,0.670417322848654
"HNRNPU-AS1",14.10235,14.10235,26.34813,26.34813,0.552226057138093
"HNRNPUL1",28.05835,28.05835,78.14438,78.14438,0.367156202373434
"HNRNPUL2",26.26027,26.26027,25.13779,25.13779,1.0429447172083
"HNRPCP",0.29271,0.29271,1.64482,1.64482,0.488770502340424
"HNRPDL",159.7256,159.7256,257.58475,257.58475,0.621558695940112
"HNRPLL",17.6985,17.6985,26.62744,26.62744,0.676808998589808
"HOGA1",1.54718,1.54718,17.9999,17.9999,0.134062810856899
"HOMER1",1.22311,1.22311,1.1793,1.1793,1.02010278529803
"HOMER2",25.55986,25.55986,15.39302,15.39302,1.62019322858143
"HOMER3",24.60855,24.60855,105.54768,105.54768,0.240348264739317
"HOMEZ",3.03164,3.03164,4.74825,4.74825,0.70136824250859
"HOOK1",0.18817,0.18817,0.71379,0.71379,0.693299645814248
"HOOK2",16.68447,16.68447,35.06877,35.06877,0.49029867112186
"HOOK3",3.25117,3.25117,17.84473,17.84473,0.225589329218301
"HOPX",49.49936,49.49936,92.57534,92.57534,0.539665257962194
"HORMAD1",0.53315,0.53315,0.37241,0.37241,1.11712243425798
"HORMAD2",0,0,0.34138,0.34138,0.745500902056091
"HOTAIR",0,0,0,0,1
"HOTAIRM1",13.42285,13.42285,128.76134,128.76134,0.111149052560647
"HOTTIP",0,0,0,0,1
"HOXA1",0.51224,0.51224,0.31034,0.31034,1.15408214661843
"HOXA10",16.07814,16.07814,0.68275,0.68275,10.1489466646858
"HOXA11",0.10454,0.10454,0.21724,0.21724,0.907413492819822
"HOXA11-AS",0.07318,0.07318,0,0,1.07318
"HOXA13",0,0,0.03103,0.03103,0.969903882525242
"HOXA2",1.08721,1.08721,6.331,6.331,0.284710135042968
"HOXA3",1.85035,1.85035,6.95168,6.95168,0.358458841402068
"HOXA4",10.46438,10.46438,36.12393,36.12393,0.308813748975391
"HOXA5",10.19258,10.19258,23.30676,23.30676,0.460471901643823
"HOXA6",2.77029,2.77029,5.67928,5.67928,0.56447551233067
"HOXA7",27.2534,27.2534,15.51715,15.51715,1.7105493381122
"HOXA9",11.96975,11.96975,0.27931,0.27931,10.1380822474615
"HOXB-AS3",1.50537,1.50537,14.12061,14.12061,0.165692389394343
"HOXB-AS5",0,0,0,0,1
"HOXB1",0,0,0,0,1
"HOXB13",0,0,0,0,1
"HOXB2",29.72052,29.72052,45.43423,45.43423,0.66159210565137
"HOXB3",5.79148,5.79148,25.97571,25.97571,0.251762789561424
"HOXB4",1.89216,1.89216,2.79309,2.79309,0.762481248797155
"HOXB5",12.68062,12.68062,14.08958,14.08958,0.906626957145262
"HOXB6",12.55517,12.55517,34.26187,34.26187,0.384414383014854
"HOXB7",34.52933,34.52933,39.50667,39.50667,0.87712295283715
"HOXB8",37.20554,37.20554,116.00624,116.00624,0.326525662221092
"HOXB9",1.25447,1.25447,4.87239,4.87239,0.383910128584784
"HOXC10",2.36259,2.36259,2.63792,2.63792,0.92431664247702
"HOXC11",0.03136,0.03136,0.0931,0.0931,0.943518433812094
"HOXC12",0,0,0,0,1
"HOXC13",0,0,0,0,1
"HOXC4",4.34884,4.34884,3.72412,3.72412,1.13224050193475
"HOXC5",1.7249,1.7249,2.48274,2.48274,0.782401212838168
"HOXC6",6.63825,6.63825,2.32757,2.32757,2.29544382236888
"HOXC8",2.06988,2.06988,0.52758,0.52758,2.00963615653517
"HOXC9",8.48859,8.48859,0.40345,0.40345,6.76090348783355
"HOXD1",53.90046,53.90046,13.77923,13.77923,3.71470367536062
"HOXD10",0.61678,0.61678,0.55862,0.55862,1.03731506075888
"HOXD11",0.18817,0.18817,0,0,1.18817
"HOXD12",0,0,0,0,1
"HOXD13",0,0,0,0,1
"HOXD3",6.53371,6.53371,5.67928,5.67928,1.12792247068546
"HOXD4",2.2476,2.2476,4.09653,4.09653,0.637217871767654
"HOXD8",8.14361,8.14361,17.90679,17.90679,0.483615145669889
"HOXD9",4.86108,4.86108,0.55862,0.55862,3.760429097535
"HP",4.59973,4.59973,34.04463,34.04463,0.159788532508404
"HP1BP3",25.55986,25.55986,66.56859,66.56859,0.393079979913744
"HPCA",6.71142,6.71142,17.78266,17.78266,0.41056059152431
"HPCAL1",136.88376,136.88376,88.82019,88.82019,1.53510875450163
"HPCAL4",0.11499,0.11499,24.67227,24.67227,0.043431687186213
"HPD",0.67951,0.67951,2.69998,2.69998,0.453924075265272
"HPDL",3.7216,3.7216,0.83793,0.83793,2.56897705570941
"HPGD",1.69354,1.69354,3.53791,3.53791,0.593563997523089
"HPGDS",6.15736,6.15736,5.61721,5.61721,1.08162805774639
"HPN",0.43907,0.43907,11.38959,11.38959,0.116151543352121
"HPR",10.26576,10.26576,2.1724,2.1724,3.55117891816921
"HPRT1",70.2086,70.2086,16.51025,16.51025,4.0666809440185
"HPRTP3",0,0,0,0,1
"HPRTP4",0,0,0,0,1
"HPS1",34.39343,34.39343,37.95496,37.95496,0.908573131637152
"HPS3",8.33178,8.33178,12.28959,12.28959,0.702187200658561
"HPS4",22.36096,22.36096,26.78261,26.78261,0.840848286032162
"HPS5",12.11611,12.11611,10.42753,10.42753,1.14776421501409
"HPS6",14.46824,14.46824,3.22757,3.22757,3.65889624536081
"HPSE",1.64127,1.64127,3.0724,3.0724,0.648578233965229
"HPSE2",0.03136,0.03136,40.00322,40.00322,0.0251531465089815
"HPX",0.5227,0.5227,4.2517,4.2517,0.289944208541996
"HPYR1",0.01045,0.01045,0,0,1.01045
"HR",16.0886,16.0886,12.38269,12.38269,1.27691816817097
"HRAS",316.27321,316.27321,191.4196,191.4196,1.64886118669824
"HRASLS",6.1051,6.1051,3.44481,3.44481,1.59851602205719
"HRASLS2",0.5227,0.5227,0,0,1.5227
"HRASLS5",6.241,6.241,7.75858,7.75858,0.826732187181027
"HRC",0.66905,0.66905,2.94826,2.94826,0.422730519266715
"HRCT1",5.97965,5.97965,5.98962,5.98962,0.998573599137006
"HRG",0.34498,0.34498,0.37241,0.37241,0.980013261343185
"HRH1",19.91474,19.91474,0.80689,0.80689,11.5749934971138
"HRH2",0.56451,0.56451,0.37241,0.37241,1.1399727486684
"HRH3",2.94801,2.94801,7.47927,7.47927,0.465607298741519
"HRH4",0.03136,0.03136,0.0931,0.0931,0.943518433812094
"HRK",0.12545,0.12545,0.93103,0.93103,0.582823674412101
"HRNR",0.04182,0.04182,0.03103,0.03103,1.01046526289245
"HRSP12",25.49714,25.49714,37.67565,37.67565,0.685111691723345
"HS1BP3",24.25312,24.25312,18.58955,18.58955,1.28911179685087
"HS2ST1",5.57194,5.57194,20.79299,20.79299,0.301562107815403
"HS3ST1",5.65558,5.65558,3.56895,3.56895,1.45669792840806
"HS3ST2",62.96402,62.96402,14.9275,14.9275,4.01594851671637
"HS3ST3A1",0.9304,0.9304,0.27931,0.27931,1.50893841211278
"HS3ST3B1",1.34856,1.34856,0.24827,0.24827,1.88145192947039
"HS3ST4",12.37745,12.37745,2.60688,2.60688,3.70887027015038
"HS3ST5",7.29684,7.29684,12.97234,12.97234,0.593804616835834
"HS3ST6",0.01045,0.01045,0.18621,0.18621,0.851830620210587
"HS6ST1",35.12521,35.12521,13.65509,13.65509,2.4650281915703
"HS6ST1P1",0.34498,0.34498,0.34138,0.34138,1.0026838032474
"HS6ST2",14.16508,14.16508,1.30344,1.30344,6.58366616886049
"HS6ST3",0.17772,0.17772,0.9931,0.9931,0.590898600170588
"hsa-mir-3654",0,0,0,0,1
"HSBP1",91.39871,91.39871,119.54415,119.54415,0.766513430971142
"HSBP1L1",40.40444,40.40444,33.20671,33.20671,1.21041865762595
"HSBP1P2",0,0,0,0,1
"HSCB",19.45476,19.45476,21.13436,21.13436,0.924117977660072
"HSD11B1",1.56809,1.56809,4.40687,4.40687,0.474967957431934
"HSD11B1L",44.09468,44.09468,24.45503,24.45503,1.77154299169948
"HSD11B2",0.87813,0.87813,1.1793,1.1793,0.861804249070803
"HSD17B1",1.07675,1.07675,2.66895,2.66895,0.566033878902683
"HSD17B10",196.74297,196.74297,49.25144,49.25144,3.93507071638146
"HSD17B11",35.67926,35.67926,30.35155,30.35155,1.16993450084605
"HSD17B12",69.67545,69.67545,180.12312,180.12312,0.390206672676575
"HSD17B13",6.30372,6.30372,1.24137,1.24137,3.2585963049385
"HSD17B14",9.33536,9.33536,27.15502,27.15502,0.367087645471394
"HSD17B1P1",0.43907,0.43907,6.73444,6.73444,0.186060012101716
"HSD17B2",1.7249,1.7249,0.62069,0.62069,1.68132091886789
"HSD17B3",3.34526,3.34526,15.64129,15.64129,0.261113170914034
"HSD17B4",142.30935,142.30935,382.90128,382.90128,0.373297400831797
"HSD17B6",1.26493,1.26493,8.72064,8.72064,0.233002148006716
"HSD17B7",10.5062,10.5062,13.34475,13.34475,0.802119242231478
"HSD17B7P1",0,0,0,0,1
"HSD17B7P2",3.01073,3.01073,6.11376,6.11376,0.563798891163042
"HSD17B8",28.35106,28.35106,13.49992,13.49992,2.02422220260526
"HSD3B1",0.01045,0.01045,0,0,1.01045
"HSD3B2",0.04182,0.04182,3.2586,3.2586,0.244639083266801
"HSD3B7",9.22037,9.22037,8.72064,8.72064,1.05140916647464
"HSD3BP1",0,0,0,0,1
"HSD3BP2",0,0,0.37241,0.37241,0.728645229924002
"HSD3BP3",0,0,0,0,1
"HSD3BP4",0.01045,0.01045,0.37241,0.37241,0.736259572576708
"HSD3BP5",0.01045,0.01045,0,0,1.01045
"HSDL1",70.60585,70.60585,23.4309,23.4309,2.93095424237339
"HSDL2",17.5626,17.5626,22.49987,22.49987,0.789902242012403
"HSF1",68.07599,68.07599,94.15809,94.15809,0.725907697390732
"HSF2",10.71528,10.71528,4.22067,4.22067,2.24401848804847
"HSF2BP",0.83631,0.83631,2.60688,2.60688,0.509113139333718
"HSF4",54.29771,54.29771,146.91641,146.91641,0.373844321938316
"HSF5",0.03136,0.03136,0.12414,0.12414,0.917465796075222
"HSFX1",0,0,0,0,1
"HSFX2",0.16726,0.16726,0.71379,0.71379,0.681098617683614
"HSFY1",0,0,0,0,1
"HSFY1P1",0,0,0,0,1
"HSFY2",0,0,0,0,1
"HSFY3P",0,0,0,0,1
"HSFY4P",0,0,0,0,1
"HSFY5P",0,0,0,0,1
"HSFY6P",0,0,0,0,1
"HSFY7P",0,0,0,0,1
"HSFY8P",0,0,0,0,1
"HSH2D",0.3868,0.3868,2.23447,2.23447,0.428756488698303
"HSP90AA1",1270.20481,1270.20481,510.39021,510.39021,2.48578245172116
"HSP90AA4P",0.02091,0.02091,0,0,1.02091
"HSP90AA5P",0.08363,0.08363,0.18621,0.18621,0.91352290066683
"HSP90AA6P",0.07318,0.07318,0,0,1.07318
"HSP90AB1",852.69574,852.69574,398.51153,398.51153,2.13684881635331
"HSP90AB2P",0.17772,0.17772,0.43448,0.43448,0.821008309631365
"HSP90AB3P",0.14636,0.14636,0.27931,0.27931,0.896076791395362
"HSP90AB6P",0,0,0,0,1
"HSP90B1",263.16724,263.16724,335.94637,335.94637,0.784003816393689
"HSP90B2P",0.08363,0.08363,0.15517,0.15517,0.938069721339716
"HSP90B3P",0,0,0,0,1
"HSPA12A",133.49669,133.49669,9.6827,9.6827,12.5901401331124
"HSPA12B",7.74636,7.74636,6.70341,6.70341,1.13538809436341
"HSPA13",15.50318,15.50318,10.86201,10.86201,1.39126336936152
"HSPA14",15.27319,15.27319,12.38269,12.38269,1.21598796654484
"HSPA1A",25.35078,25.35078,141.17506,141.17506,0.185340382483398
"HSPA1B",49.63526,49.63526,276.98119,276.98119,0.182153547871351
"HSPA1L",1.32765,1.32765,2.97929,2.97929,0.584941032194185
"HSPA2",28.49741,28.49741,349.35319,349.35319,0.0841933535698647
"HSPA4",75.44602,75.44602,30.10328,30.10328,2.45781216643389
"HSPA4L",7.42229,7.42229,2.20344,2.20344,2.62913930025223
"HSPA5",92.78909,92.78909,67.90306,67.90306,1.36117452548552
"HSPA6",3.07346,3.07346,24.48607,24.48607,0.159830840926043
"HSPA7",3.77387,3.77387,23.4309,23.4309,0.195402952817948
"HSPA8",2284.60194,2284.60194,673.25825,673.25825,3.38980196386177
"HSPA8P1",0.02091,0.02091,0.0931,0.0931,0.933958466745952
"HSPA9",184.95094,184.95094,211.00225,211.00225,0.8771177664388
"HSPA9P1",0.01045,0.01045,0,0,1.01045
"HSPB1",740.39962,740.39962,393.60811,393.60811,1.87882509561195
"HSPB11",47.66992,47.66992,32.24464,32.24464,1.46399299255459
"HSPB1P1",2.45667,2.45667,0,0,3.45667
"HSPB1P2",0.95131,0.95131,0,0,1.95131
"HSPB2",38.41819,38.41819,19.61368,19.61368,1.91223449670316
