"Hs_symbol","DRG","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"NCF2",9.51308,9.51308,0,0.023394,0.023706,0.0157,0,1,1,10.3505759574678
"NCF4",21.36783,21.36783,0,0,0,0,0,0,0,22.36783
"NCK1",12.68062,12.68062,12.313194,11.63506,6.282591,10.0769483333333,122,132,90,1.23505315618667
"NCK2",18.15848,18.15848,15.496729,13.843041,13.342075,14.2272816666667,468,386,345,1.25816809719485
"NCKAP1",54.72633,54.72633,99.408261,123.759811,75.379879,99.5159836666667,1953,1736,1120,0.55440267276099
"NCKAP1L",9.51308,9.51308,0.484125,0.168554,0,0.217559666666667,5,5,0,8.63455014798727
"NCKAP5",1.12902,1.12902,0.524596,1.32351,0.441033,0.763046333333333,40,23,11,1.20758028858761
"NCKAP5L",10.68392,10.68392,11.001945,8.87968,6.873384,8.91833633333333,1103,810,659,1.17801207857138
"NCKIPSD",22.64321,22.64321,19.846656,15.854198,12.484591,16.061815,602,458,367,1.38573826993201
"NCL",185.93361,185.93361,175.100715,115.942811,99.485916,130.176480666667,3793,3176,2747,1.42505431652049
"NCLN",49.96979,49.96979,14.697165,17.97129,16.587023,16.4184926666667,534,417,434,2.92618833187212
"NCMAP",20.66742,20.66742,0.047851,0.012901,0.029768,0.0301733333333333,4,1,2,21.0327905983459
"NCOA1",7.42229,7.42229,4.53212,3.705939,2.413559,3.55053933333333,557,358,269,1.85083335909341
"NCOA2",4.03522,4.03522,3.249358,1.431399,1.5192,2.06665233333333,336,199,201,1.64192723944253
"NCOA3",2.69711,2.69711,10.721642,1.271456,0.935882,4.30966,294,209,151,0.69629882139346
"NCOA4",52.6669,52.6669,41.003295,29.028064,21.340085,30.457148,2370,1982,1434,1.70603196449977
"NCOA5",9.60716,9.60716,5.572735,4.590461,3.878013,4.680403,369,304,243,1.86732525843677
"NCOA6",6.06328,6.06328,8.80701,12.219386,10.253138,10.4265113333333,721,508,419,0.618148426405096
"NCOA7",121.74647,121.74647,2.048217,0.624534,0.791002,1.15458433333333,74,39,36,56.9699074206579
"NCOR1",15.07457,15.07457,24.273748,24.222984,16.527462,21.6747313333333,875,600,454,0.708919976324894
"NCOR1P1",0,0,0,0,0,0,0,0,0,1
"NCOR2",68.3687,68.3687,44.060208,39.870479,37.718773,40.54982,1539,1102,969,1.66953069832794
"NCR1",0,0,0,0,0,0,0,0,0,1
"NCR2",0,0,0,0,0,0,0,0,0,1
"NCR3",0.21953,0.21953,0,0,0,0,0,0,0,1.21953
"NCR3LG1",0.22999,0.22999,0.530172,0.268942,0.104334,0.301149333333333,74,25,13,0.945310402495435
"NCS1",136.35061,136.35061,14.509378,21.052408,9.105584,14.8891233333333,860,729,609,8.64431643700922
"NCSTN",39.28587,39.28587,41.392685,42.870668,34.594093,39.6191486666667,1042,926,814,0.99179503565174
"NCSTNP1",0,0,0,0,0,0,0,0,0,1
"NDC80",3.01073,3.01073,6.048928,6.02115,4.103583,5.39122033333333,216,221,134,0.627537432731287
"NDE1",3.60661,3.60661,13.932698,7.852728,3.643492,8.476306,230,185,148,0.486118747115173
"NDEL1",87.12306,87.12306,11.682727,11.489228,7.350294,10.174083,332,299,251,7.88637958031992
"NDFIP1",177.58091,177.58091,22.125395,21.003307,17.303706,20.144136,1115,1108,935,8.44588353007188
"NDFIP2",17.20717,17.20717,8.242005,6.783312,4.934316,6.653211,219,196,165,2.3790236542544
"NDN",110.74894,110.74894,15.950936,14.062296,12.30784,14.107024,583,495,434,7.39715115300009
"NDNF",0.21953,0.21953,0.828861,0.450631,0.685159,0.654883666666667,45,25,24,0.736927933101441
"NDOR1",9.07401,9.07401,4.161942,2.16105,1.781946,2.701646,162,85,77,2.72149470802989
"NDP",8.49905,8.49905,0,0,0,0,0,0,0,9.49905
"NDRG1",300.4146,300.4146,98.53146,36.319063,40.881667,58.5773966666667,104,72,94,5.05921065477909
"NDRG2",646.03199,646.03199,108.937037,78.248354,62.734263,83.3065513333333,1929,1649,1458,7.6747533823528
"NDRG3",76.32415,76.32415,23.000793,19.179724,17.299102,19.8265396666667,1432,1142,1023,3.71276991941964
"NDRG4",642.82263,642.82263,70.742147,37.352301,29.69635,45.930266,1242,991,872,13.7187083064903
"NDST1",13.60056,13.60056,13.614879,7.303165,5.927462,8.948502,1547,1104,903,1.46761391815572
"NDST2",11.37388,11.37388,10.364753,8.382691,7.227865,8.65843633333333,215,129,110,1.28114733823891
"NDST3",1.24402,1.24402,0.010039,0,0,0.00334633333333333,1,0,0,2.23653580568225
"NDST4",2.01761,2.01761,0,0,0.003846,0.001282,0,0,0,3.0137463771445
"NDUFA1",244.01564,244.01564,532.713474,544.494998,543.952763,540.387078333333,2105,2076,2055,0.452570166163337
"NDUFA10",274.71884,274.71884,144.446776,120.058401,117.091424,127.198867,2413,1950,1746,2.1507119871816
"NDUFA11",741.19412,741.19412,236.761728,205.259824,199.855239,213.958930333333,1934,1425,1513,3.45272521987847
"NDUFA12",228.46019,228.46019,255.290811,357.384967,269.381866,294.019214666667,990,1068,910,0.777780492227464
"NDUFA12P1",0,0,0,0,0,0,0,0,0,1
"NDUFA13",600.09742,600.09742,343.975855,315.74408,291.292231,317.004055333333,2274,1977,1811,1.89021935386933
"NDUFA2",215.52868,215.52868,80.395855,73.610152,66.000668,73.3355583333333,748,655,579,2.91285469369919
"NDUFA3",377.72141,377.72141,682.734669,592.477488,766.585901,680.599352666667,1154,1056,1074,0.555636399181283
"NDUFA4",260.75238,260.75238,859.03987,980.613701,871.500309,903.71796,3407,3469,3175,0.289319314496642
"NDUFA4L2",24.23221,24.23221,0.763051,0.761971,0.998479,0.841167,14,15,16,13.7044657002868
"NDUFA5",96.66749,96.66749,74.63029,63.393611,65.212641,67.745514,591,717,597,1.42071073903091
"NDUFA6",126.79572,126.79572,196.533071,189.550651,161.597653,182.560458333333,1975,1874,1622,0.696205060503454
"NDUFA7",255.52542,255.52542,54.753087,57.457018,55.062545,55.75755,423,422,402,4.51967042270147
"NDUFA8",181.82521,181.82521,117.038336,124.821258,115.434652,119.098082,1504,1526,1398,1.52229916544379
"NDUFA9",118.15032,118.15032,161.532701,145.435671,116.196488,141.054953333333,1299,1087,883,0.838762163543939
"NDUFA9P1",0,0,0.050282,0,0,0.0167606666666667,1,0,0,0.983515622489986
"NDUFAB1",345.00061,345.00061,136.55361,150.468254,117.05996,134.693941333333,1184,1203,961,2.54986041823376
"NDUFAF1",31.37224,31.37224,8.233092,10.392902,9.542245,9.389413,229,282,204,3.1158872979638
"NDUFAF2",161.42959,161.42959,19.804409,23.72429,18.322683,20.6171273333333,146,168,136,7.51393038933234
"NDUFAF3",271.74992,271.74992,50.054283,53.047575,47.416371,50.172743,641,609,565,5.32998436296448
"NDUFAF4",52.88643,52.88643,24.44278,28.632456,20.40751,24.4942486666667,223,277,195,2.11367005572734
"NDUFAF5",50.942,50.942,43.10052,50.770417,50.851526,48.240821,345,362,376,1.0548564980263
"NDUFAF6",30.22231,30.22231,9.598517,13.730039,11.938913,11.755823,156,181,130,2.44769075268605
"NDUFB1",223.75593,223.75593,759.712053,705.656437,598.957909,688.108799666667,1272,1128,949,0.326154491291822
"NDUFB10",450.35532,450.35532,156.861463,158.148795,134.196242,149.7355,1492,1439,1207,2.99435315502984
"NDUFB11",173.05436,173.05436,96.084018,89.237744,75.51417,86.9453106666667,845,735,602,1.97912041791184
"NDUFB11P1",0,0,0,0,0,0,0,0,0,1
"NDUFB1P2",0,0,0,0,6.503989,2.16799633333333,0,0,1,0.315656931000236
"NDUFB2",378.00367,378.00367,310.308194,298.688989,299.238358,302.745180333333,1526,1395,1432,1.24776850643055
"NDUFB3",216.92951,216.92951,181.233438,164.363712,161.827362,169.141504,1016,898,873,1.28087212629788
"NDUFB4",253.86324,253.86324,414.798192,404.088051,429.182069,416.022770666667,1616,1604,1480,0.611149457360726
"NDUFB5",109.93353,109.93353,664.258521,718.080123,572.753592,651.697412,1358,1491,1357,0.169961651387703
"NDUFB6",88.65978,88.65978,50.651368,52.235423,45.395729,49.4275066666667,430,538,396,1.77799351835229
"NDUFB7",857.03412,857.03412,127.698106,112.952262,106.060425,115.570264333333,901,737,695,7.36066032711779
"NDUFB8",581.74032,581.74032,284.804683,260.237266,240.982101,262.008016666667,1926,1646,1599,2.21567512422467
"NDUFB8P1",0,0,0,0,0,0,0,0,0,1
"NDUFB9",388.25897,388.25897,218.931695,204.087573,191.912349,204.977205666667,2213,2013,1814,1.88981576257491
"NDUFC1",149.16713,149.16713,61.403135,69.339752,64.297112,65.013333,750,782,669,2.2748000013876
"NDUFC2",401.84908,401.84908,113.452903,78.055915,129.598465,107.035761,711,485,758,3.72884937608761
"NDUFS1",51.14063,51.14063,89.375692,53.525937,49.628267,64.176632,3523,2685,2270,0.7999896343217
"NDUFS2",150.48433,150.48433,227.84279,197.302942,190.077136,205.074289333333,3473,2939,2899,0.735095729263771
"NDUFS3",254.21868,254.21868,451.070515,463.331878,339.745394,418.049262333333,1180,1125,932,0.609042188927625
"NDUFS4",223.71411,223.71411,60.200684,53.743585,51.765027,55.236432,583,509,482,3.99588135321245
"NDUFS5",1116.70975,1116.70975,333.112609,329.842826,327.493303,330.149579333333,1903,1813,1790,3.37524134033376
"NDUFS5P1",0,0,0,0,0,0,0,0,0,1
"NDUFS5P2",0,0,0,0,0,0,0,0,0,1
"NDUFS5P6",0,0,0,0,0,0,0,0,0,1
"NDUFS6",90.59376,90.59376,214.85999,214.139609,234.153738,221.051112333333,1354,1274,1287,0.412489534673006
"NDUFS7",347.85453,347.85453,83.649905,81.967774,73.20683,79.6081696666667,1389,1205,1054,4.32778130855215
"NDUFS8",347.68727,347.68727,237.051623,210.981045,174.037541,207.356736333333,1255,1167,979,1.6735109031568
"NDUFV1",379.49858,379.49858,357.006278,297.206115,298.093734,317.435375666667,3760,3051,2945,1.19490046984698
"NDUFV2",250.9466,250.9466,519.647184,402.538544,323.016393,415.067373666667,1770,1739,1512,0.605542794138546
"NDUFV3",56.47213,56.47213,15.128574,14.523002,13.706289,14.4526216666667,984,984,908,3.71924785578456
"NEAT1",23.43771,23.43771,118.539445,183.000798,102.261616,134.600619666667,7786,8163,5789,0.18021827673113
"NEB",5.65558,5.65558,2.042699,1.041767,0.763953,1.28280633333333,61,51,28,2.91552546653468
"NEBL",43.12246,43.12246,332.888163,161.326015,133.03315,209.082442666667,11909,9436,6336,0.210024500095937
"NECAB1",33.15987,33.15987,0.318817,0.246099,0.532399,0.365771666666667,13,16,28,25.0114062501907
"NECAB2",19.31886,19.31886,0.586583,0.688094,0.672053,0.64891,8,12,12,12.3226009909577
"NECAB3",80.70434,80.70434,46.519225,34.812434,27.638518,36.3233923333333,988,851,689,2.18909201152732
"NECAP1",48.55851,48.55851,12.016698,11.376904,8.593091,10.662231,341,307,252,4.24948794102947
"NECAP1P2",0,0,0,0,0,0,0,0,0,1
"NECAP2",34.09027,34.09027,5.535866,5.540865,3.522996,4.86657566666667,138,130,107,5.98138880222403
"NEDD1",1.95488,1.95488,5.656921,1.831078,1.680461,3.05615333333333,154,113,94,0.728493170047812
"NEDD4",5.57194,5.57194,40.825868,23.891001,21.05508,28.5906496666667,356,289,186,0.222095157559287
"NEDD4L",40.20582,40.20582,26.856451,20.413226,14.658301,20.6426593333333,479,374,298,1.90391667518123
"NEDD8",549.82447,549.82447,464.773798,500.278798,404.205833,456.419476333333,1227,1119,1018,1.20419986139506
"NEDD9",13.75737,13.75737,0.829083,0.952683,0.419005,0.733590333333333,69,58,31,8.51260515027483
"NEFH",2363.06914,2363.06914,0.239387,0.327183,0.155118,0.240562666666667,20,25,12,1905.64265999729
"NEFHP1",0.07318,0.07318,0,0,0,0,0,0,0,1.07318
"NEFL",0,0,0.975447,0.517933,0.65777,0.71705,66,36,45,0.582394222649311
"NEFM",0,0,0.438543,0.160015,0.440625,0.346394333333333,12,8,11,0.742724456901309
"NEGR1",19.5593,19.5593,0.064235,0.180449,0.364224,0.202969333333333,13,11,12,17.0904606047037
"NEIL1",19.10978,19.10978,12.441645,11.849586,7.041654,10.444295,216,191,130,1.75718818852537
"NEIL2",35.72108,35.72108,4.860595,3.451734,2.654942,3.655757,137,124,107,7.8872415377349
"NEIL3",0.30316,0.30316,0.982841,0.661089,0.528595,0.724175,41,30,22,0.755816549944176
"NEK1",13.21377,13.21377,2.101337,2.132383,1.549301,1.92767366666667,195,158,120,4.85497074412096
"NEK10",0.49133,0.49133,1.733132,1.323766,1.512005,1.52296766666667,69,46,41,0.591101511011569
"NEK11",2.55076,2.55076,0.421747,0.18045,0.047909,0.216702,6,2,2,2.9183481246846
"NEK2",0.42861,0.42861,5.894034,5.207409,4.696916,5.26611966666667,149,128,99,0.227989581431017
"NEK3",13.24513,13.24513,60.286007,16.328015,10.088522,28.900848,198,181,151,0.476412240883603
"NEK4",3.13618,3.13618,5.321638,3.38134,4.569997,4.424325,191,128,134,0.762524369391583
"NEK4P1",0,0,0,0,0,0,0,0,0,1
"NEK4P2",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"NEK5",0.08363,0.08363,0.267543,0.256481,0.162408,0.228810666666667,18,18,11,0.881852696591175
"NEK6",17.77168,17.77168,5.293883,2.75189,3.103732,3.71650166666667,200,139,121,3.98000071380589
"NEK7",25.81075,25.81075,26.272293,20.255684,16.56145,21.029809,1294,1263,1051,1.21702144580554
"NEK8",2.45667,2.45667,0.535144,0.581978,0.480235,0.532452333333333,34,35,17,2.25564601574339
"NEK9",15.71226,15.71226,26.846885,19.837595,11.615167,19.4332156666667,1352,1061,928,0.81789671643623
"NELL1",9.17855,9.17855,0,0,0.09224,0.0307466666666667,0,0,1,9.87492885416397
"NELL2",37.93731,37.93731,0.905689,1.530108,0.301355,0.912384,32,27,15,20.3606127221311
"NEMF",21.89053,21.89053,29.89817,16.855176,11.382509,19.3786183333333,628,416,336,1.12326211844097
"NENF",119.68705,119.68705,10.479978,8.780637,9.784112,9.68157566666667,161,126,142,11.2986186463689
"NEO1",5.24787,5.24787,7.459327,5.707426,5.356929,6.17456066666667,362,317,222,0.870836597567275
"NES",20.91831,20.91831,96.504428,76.068154,71.520035,81.3642056666667,12238,8952,8488,0.266114507176878
"NET1",13.61102,13.61102,3.080357,1.401752,2.056198,2.17943566666667,121,83,74,4.59547590573463
"NETO1",0.49133,0.49133,0,0,0,0,0,0,0,1.49133
"NETO2",10.86163,10.86163,4.946056,6.773489,5.600436,5.773327,154,176,127,1.75122653904056
"NEU1",33.60939,33.60939,9.660908,8.712431,7.294471,8.55593666666667,425,367,302,3.62176845737432
"NEU2",0,0,0,0,0,0,0,0,0,1
"NEU3",1.49491,1.49491,5.559378,4.043394,3.168158,4.25697666666667,515,388,360,0.474590274638211
"NEU4",6.241,6.241,0.094393,0,0.103709,0.066034,4,0,4,6.79246628156325
"NEURL1B",4.16066,4.16066,2.779895,2.366699,1.859275,2.33528966666667,400,310,248,1.5472898955603
"NEURL2",14.39506,14.39506,7.814728,9.349784,5.581068,7.58186,126,98,75,1.79390714833381
"NEURL3",0.30316,0.30316,0,0,0,0,0,0,0,1.30316
"NEURL4",21.68145,21.68145,16.185662,10.598964,11.356411,12.713679,528,327,331,1.65392889829199
"NEUROD1",0,0,0,0.026038,0,0.00867933333333333,0,1,0,0.991395349298324
"NEUROD2",0,0,0.047091,0.050295,0.064503,0.053963,3,3,4,0.948799910433288
"NEUROD4",0,0,0,0,0,0,0,0,0,1
"NEUROD6",0,0,0,0,0,0,0,0,0,1
"NEUROG1",0,0,0,0,0,0,0,0,0,1
"NEUROG2",0.5227,0.5227,0.020789,0.044747,0.022011,0.0291823333333333,1,2,1,1.47952403639524
"NEUROG3",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"NEXN",3.02119,3.02119,119.063093,76.705301,67.412633,87.727009,3385,2684,2256,0.0453209236434421
"NF1",6.126,6.126,14.096304,12.244546,6.825561,11.0554703333333,789,557,433,0.591100952759731
"NF1P1",0,0,0,0,0,0,0,0,0,1
"NF1P8",0,0,0,0,0,0,0,0,0,1
"NF2",8.22724,8.22724,5.182182,4.862675,3.859989,4.63494866666667,623,550,424,1.63750205118698
"NFAM1",1.8608,1.8608,0.024294,0.032562,0.327366,0.128074,3,4,4,2.53600384371947
"NFASC",13.09877,13.09877,0.377994,0.187329,0.550096,0.371806333333333,24,18,20,10.2775221672447
"NFAT5",1.11857,1.11857,1.521659,0.896945,0.600353,1.006319,323,187,149,1.0559487299876
"NFATC1",6.09464,6.09464,1.650417,1.138282,0.655138,1.14794566666667,46,47,29,3.30298857652669
"NFATC2",2.11169,2.11169,1.542038,1.278855,1.020691,1.280528,255,203,161,1.36446033550125
"NFATC2IP",7.63137,7.63137,11.652251,11.089276,6.909805,9.88377733333333,638,550,474,0.793049116648595
"NFATC3",2.81211,2.81211,3.94492,3.412712,2.624735,3.32745566666667,460,435,327,0.880912548536026
"NFATC4",41.83663,41.83663,4.814475,3.626137,3.555584,3.998732,108,63,86,8.56949922500346
"NFE2",0.64814,0.64814,0.179737,0.196677,0.284468,0.220294,6,7,6,1.3506089516133
"NFE2L1",180.68573,180.68573,149.931222,78.557315,70.072119,99.5202186666667,6281,4714,3844,1.80745458386322
"NFE2L2",40.98986,40.98986,40.700938,25.586816,21.041686,29.1098133333333,1040,834,601,1.39455730047701
"NFE2L3",2.06988,2.06988,0.372751,1.381388,1.971956,1.24203166666667,19,22,8,1.36924025010054
"NFIA",5.61376,5.61376,2.028158,1.122888,0.837852,1.32963266666667,218,194,158,2.83897117971961
"NFIB",2.64484,2.64484,5.368674,2.653147,2.605468,3.54242966666667,440,379,286,0.802398774987453
"NFIC",24.45174,24.45174,8.178297,6.083537,4.210873,6.157569,1060,830,715,3.55591961460658
"NFIL3",13.80964,13.80964,4.629932,3.847612,3.882771,4.120105,190,155,155,2.8924484947086
"NFIX",5.4465,5.4465,4.273426,1.282925,0.650399,2.06891666666667,90,70,46,2.10057837999294
"NFKB1",8.67676,8.67676,2.645106,2.073345,1.618908,2.112453,200,146,119,3.10904614463255
"NFKB2",9.9835,9.9835,12.574454,9.751884,8.232033,10.1861236666667,195,166,138,0.981886158896092
"NFKBIA",95.18304,95.18304,20.908728,8.76934,16.07035,15.2494726666667,142,133,97,5.91914839164627
"NFKBIB",27.26385,27.26385,4.91555,5.343445,4.422568,4.89385433333333,179,174,156,4.79547820517903
"NFKBID",4.52655,4.52655,2.458911,2.40251,3.422247,2.76122266666667,34,33,29,1.46934932860485
"NFKBIE",15.69135,15.69135,3.714624,3.462567,2.179716,3.118969,65,56,34,4.05231260541169
"NFKBIL1",28.37197,28.37197,5.816527,5.000595,4.162933,4.99335166666667,150,129,113,4.90075864617767
"NFKBIZ",1.67263,1.67263,7.675366,4.574074,3.159453,5.13629766666667,195,114,109,0.435544386074709
"NFRKB",4.7879,4.7879,3.933623,2.328754,2.223006,2.828461,324,177,170,1.51180853089531
"NFS1",60.39236,60.39236,15.014916,20.679217,12.710229,16.1347873333333,388,385,284,3.58290761394918
"NFU1",79.56486,79.56486,37.03992,36.272956,34.65524,35.989372,372,365,333,2.178054280024
"NFX1",11.69795,11.69795,11.601254,6.36172,8.655424,8.87279933333333,674,491,418,1.28615497705176
"NFXL1",3.07346,3.07346,0.998531,0.544709,1.591233,1.04482433333333,46,28,36,1.992083101515
"NFYA",3.62751,3.62751,3.557835,1.535416,1.659445,2.25089866666667,237,120,127,1.42345562703892
"NFYB",18.47209,18.47209,9.009166,11.292311,6.350175,8.883884,189,241,196,1.97008483709441
"NFYC",28.60195,28.60195,109.845286,85.11715,69.595709,88.1860483333333,1061,947,835,0.331912340026128
"NGB",10.39121,10.39121,0,0,0,0,0,0,0,11.39121
"NGDN",42.05616,42.05616,11.454082,13.295137,10.681044,11.8100876666667,159,152,128,3.36111360986523
"NGEF",3.36617,3.36617,1.01102,0.913535,0.988367,0.970974,29,16,16,2.21523470121879
"NGF",4.23384,4.23384,0.362259,0.126808,0.448812,0.312626333333333,6,2,7,3.98730382523181
"NGFR",568.36974,568.36974,0.166366,0.263523,0.233979,0.221289333333333,13,19,17,466.203809744237
"NGLY1",25.32987,25.32987,11.390978,13.342994,11.991123,12.2416983333333,379,344,282,1.98840581753171
"NGRN",310.31447,310.31447,49.593711,45.457895,38.364099,44.4719016666667,1463,1257,1085,6.84630417003673
"NHEJ1",10.81982,10.81982,2.657353,2.988171,1.866172,2.50389866666667,91,81,65,3.37333385592582
"NHLH1",1.65172,1.65172,0.10885,0.07711,0.05786,0.0812733333333333,6,4,3,2.45240488066539
"NHLH2",1.4531,1.4531,0,0,0,0,0,0,0,2.4531
"NHLRC1",3.97249,3.97249,0.608887,0.479733,0.296969,0.461863,28,21,13,3.40147469359304
"NHLRC2",0.78404,0.78404,1.804715,1.812026,1.083319,1.56668666666667,318,311,209,0.695075103310883
"NHLRC3",5.04925,5.04925,4.205864,2.450059,3.122372,3.25943166666667,189,131,146,1.42020120837717
"NHLRC4",1.94443,1.94443,0.152876,0.120702,0.063908,0.112495333333333,7,5,3,2.64668975390459
"NHP2",267.56835,267.56835,41.300685,40.146608,40.193347,40.54688,474,404,374,6.46422426906666
"NHS",0.82586,0.82586,0.012736,0.011664,0,0.00813333333333333,2,2,0,1.81112948022748
"NHSL1",0.77359,0.77359,5.387207,4.491669,3.452478,4.44378466666667,590,502,415,0.325800910322561
"NHSL2",0.24044,0.24044,0.354447,0.306729,0.186096,0.282424,74,35,33,0.96726199759206
"NICN1",21.06467,21.06467,15.132966,8.302395,9.070651,10.8353373333333,313,281,247,1.86430427613217
"NID1",19.44431,19.44431,16.7105,12.457578,11.19851,13.4555293333333,2081,1487,1304,1.41428995981884
"NID2",12.45063,12.45063,71.791198,59.076598,54.599069,61.8222883333333,2205,1574,1368,0.214106018052563
"NIF3L1",27.01296,27.01296,15.254527,17.359595,14.592361,15.7354943333333,213,202,162,1.67386510622542
"NIN",5.82284,5.82284,4.77503,2.974191,1.661693,3.13697133333333,281,187,169,1.64923550352536
"NINJ1",126.38802,126.38802,6.391425,6.594516,5.822358,6.269433,157,152,135,17.5237903698954
"NINJ2",15.05366,15.05366,2.379842,0.957321,1.187489,1.50821733333333,26,15,17,6.40042622569123
"NINL",2.87483,2.87483,18.038177,13.961128,17.535783,16.511696,569,354,330,0.221270972269048
"NIP7",9.33536,9.33536,4.285773,4.737125,3.494509,4.172469,113,106,79,1.99814827309743
"NIPA1",20.45834,20.45834,2.586365,1.763591,1.586784,1.97891333333333,287,227,178,7.2034119824455
"NIPA2",30.34776,30.34776,11.740885,10.795833,9.565302,10.7006733333333,461,458,375,2.67914154228161
"NIPA2P1",0,0,0,0,0,0,0,0,0,1
"NIPAL1",0.34498,0.34498,0.292939,0.401974,0.191294,0.295402333333333,27,15,14,1.03827202205132
"NIPAL2",8.5095,8.5095,6.428071,5.02755,2.391494,4.615705,267,277,187,1.69337598752071
"NIPAL3",44.73237,44.73237,4.348167,3.002738,2.541292,3.297399,482,327,257,10.6418719788412
"NIPAL4",0.15681,0.15681,3.240084,2.655764,1.921617,2.60582166666667,214,162,125,0.320817307936749
"NIPBL",13.48557,13.48557,18.047091,18.432093,20.540781,19.006655,620,443,325,0.724037576496421
"NIPSNAP1",54.86223,54.86223,21.144017,18.181647,16.445978,18.5905473333333,793,683,610,2.85148898851592
"NIPSNAP3A",44.52329,44.52329,14.810728,12.093584,9.97276,12.2923573333333,356,309,257,3.42477175856843
"NIPSNAP3B",3.15709,3.15709,8.364677,8.006345,7.601957,7.990993,233,208,182,0.462361610113588
"NISCH",52.31147,52.31147,21.747596,14.784979,9.84932,15.4606316666667,1487,1067,876,3.23872565036234
"NIT1",46.93815,46.93815,46.795657,31.231594,50.233112,42.7534543333333,342,316,292,1.09564263508855
"NIT2",62.74449,62.74449,22.585947,23.572999,17.122318,21.0937546666667,539,496,378,2.88518139907531
"NKAIN1",4.05612,4.05612,0.0163,0.138506,0.035251,0.0633523333333333,1,4,2,4.75488682490626
"NKAIN2",14.01872,14.01872,0,0.144038,0.018051,0.0540296666666667,0,2,1,14.2488589030859
"NKAIN3",2.97937,2.97937,0.111239,0.129395,0.092338,0.110990666666667,22,24,22,3.58182126942561
"NKAIN4",90.2906,90.2906,0.076182,0,0.104911,0.0603643333333333,2,0,1,86.0936162507666
"NKAP",19.97746,19.97746,5.899402,5.238252,4.28303,5.140228,175,161,134,3.41639756699588
"NKAPL",1.8608,1.8608,0.069677,0,0,0.0232256666666667,2,0,0,2.79586419027149
"NKAPP1",2.06988,2.06988,2.504518,1.041503,0.854755,1.46692533333333,26,13,11,1.24441545048789
"NKD1",1.11857,1.11857,0.175082,0.432616,0.546573,0.384757,54,46,41,1.52992185632569
"NKD2",5.83329,5.83329,1.326502,0.195801,0.694593,0.738965333333333,20,5,9,3.92951479193758
"NKG7",5.15379,5.15379,0,0.159958,0,0.0533193333333333,0,1,0,5.84228334680398
"NKIRAS1",18.23165,18.23165,11.464309,8.181106,8.251709,9.29904133333333,273,262,225,1.86732428558723
"NKIRAS2",16.18268,16.18268,27.476342,19.368747,16.725893,21.1903273333333,1225,955,781,0.774331975454411
"NKPD1",0.20908,0.20908,0.034668,0.047791,0.028178,0.036879,4,5,3,1.16607627312348
"NKRF",5.76012,5.76012,1.234841,0.755473,0.968678,0.986330666666667,62,50,64,3.40332056159834
"NKTR",5.61376,5.61376,9.419458,4.079469,4.297538,5.932155,790,474,362,0.954069838311463
"NLE1",11.37388,11.37388,1.771912,2.271847,1.178294,1.74068433333333,91,87,60,4.51488697530896
"NLGN1",1.35901,1.35901,1.215341,0.399872,0.406499,0.673904,60,39,26,1.40928631510529
"NLGN2",15.69135,15.69135,1.990929,1.705568,0.916075,1.537524,147,95,95,6.57780970741558
"NLGN3",15.84816,15.84816,0.704665,0.382857,0.634862,0.574128,49,29,42,10.7031702631552
"NLGN4X",15.72271,15.72271,0.063056,0.017616,0.026639,0.0357703333333333,5,2,3,16.145191131496
"NLGN4Y",0,0,0.218063,0.017945,0.155473,0.130493666666667,1,2,1,0.884569307626963
"NLK",11.71886,11.71886,14.008557,7.615519,8.30222,9.975432,322,309,229,1.15884823485763
"NLN",5.66603,5.66603,4.104048,3.470311,2.457182,3.343847,234,190,157,1.53459134265088
"NLRC3",0.50179,0.50179,0.227558,0.304914,0.09491,0.209127333333333,31,42,13,1.2420445379064
"NLRC4",2.49849,2.49849,0.61839,0.377483,0.454636,0.483503,44,26,20,2.35826284139634
"NLRC5",17.52079,17.52079,2.026926,1.612107,3.242289,2.293774,34,34,17,5.62296927475898
"NLRP1",12.367,12.367,0.1793,0.056939,0.142526,0.126255,11,6,12,11.8685377645382
"NLRP10",0,0,0.015766,0.038563,0.012673,0.022334,1,3,1,0.978153910561519
"NLRP11",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"NLRP12",0.24044,0.24044,0.038741,0.054401,0.083166,0.0587693333333333,2,3,4,1.17158663454552
"NLRP13",0,0,0,0,0,0,0,0,0,1
"NLRP14",0.07318,0.07318,0.012545,0,0,0.00418166666666667,1,0,0,1.06871100680654
"NLRP2",4.652,4.652,9.379364,10.080717,6.495224,8.65176833333333,244,191,186,0.585592173869348
"NLRP3",4.15021,4.15021,0.174112,0.440904,0.013505,0.209507,2,2,1,4.25810681542149
"NLRP4",0.04182,0.04182,0,0,0,0,0,0,0,1.04182
"NLRP5",0,0,0,0,0,0,0,0,0,1
"NLRP6",0.24044,0.24044,0,0,0,0,0,0,0,1.24044
"NLRP7",0.04182,0.04182,0,0.016192,0.015729,0.0106403333333333,0,1,1,1.03085139751333
