"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"SLC9A3R1",1.943138,1.639551,3.390049,2.324246,30,20,32,"Slc9a3r1",21.598267,18.662131,21.047384,1636,343,644,20.4359273333333,0.155078245429146
"SLC9A3R2",15.352448,21.06514,21.946993,19.4548603333333,203,306,181,"Slc9a3r2",57.255249,53.23913,55.305122,3593,771,1400,55.2665003333333,0.363535322299324
"SLC9A4",0.20535,0.22948,0.111657,0.182162333333333,11,14,4,"Slc9a4",0,0,0.048285,0,0,1,0.016095,1.16343681775162
"SLC9A5",2.32436,4.209131,3.406529,3.31334,89,151,80,"Slc9a5",3.869635,4.079011,4.418137,594,155,272,4.122261,0.842077356073812
"SLC9A6",41.78858,41.424277,50.780297,44.6643846666667,2102,2379,1420,"Slc9a6",73.843167,73.664484,75.064742,8452,2108,3492,74.1907976666667,0.607313475634405
"SLC9A7",15.142793,16.258396,19.56023,16.9871396666667,1988,2374,1439,"Slc9a7",13.283009,11.157935,15.779493,865,178,388,13.4068123333333,1.24851627483544
"SLC9A8",3.926313,4.0421,4.431737,4.13338333333333,322,359,265,"Slc9a8",15.532455,14.941103,15.009271,1972,465,780,15.160943,0.317641324106727
"SLC9A9",2.982075,8.652134,6.446313,6.02684066666667,78,172,86,"Slc9a9",68.087297,65.573074,66.426465,9780,2293,3732,66.695612,0.103800533876061
"SLC9B1",4.500381,2.411035,3.207611,3.373009,26,20,18,"Slc9b1",0.559479,0.228444,1.302084,8,3,4,0.696669,2.57740843971334
"SLC9B2",50.842958,43.948004,48.896481,47.8958143333333,793,741,549,"Slc9b2",3.224673,1.862418,1.064832,102,25,34,2.050641,16.0280460183068
"SLC9C1",0,0,0.07852,0.0261733333333333,0,0,3,"Slc9c1",0,0,0,0,0,0,0,1.02617333333333
"SLCO1A2",0.079485,0.164369,0,0.0812846666666667,3,3,0,"Slco1a6",6.809558,12.936049,7.355953,67,30,27,9.03385333333333,0.107763650787534
"SLCO1A2",0.079485,0.164369,0,0.0812846666666667,3,3,0,"Gm6614",0,0,0,0,0,0,0,1.08128466666667
"SLCO1A2",0.079485,0.164369,0,0.0812846666666667,3,3,0,"Slco1a4",9.853061,11.604038,14.096629,848,195,445,11.8512426666667,0.0841385300015604
"SLCO1A2",0.079485,0.164369,0,0.0812846666666667,3,3,0,"Gm5724",0.010454,0,0,1,0,0,0.00348466666666667,1.0775298343705
"SLCO1A2",0.079485,0.164369,0,0.0812846666666667,3,3,0,"Slco1a5",0.719115,0.525798,0.596544,35,4,17,0.613819,0.670016071608196
"SLCO1A2",0.079485,0.164369,0,0.0812846666666667,3,3,0,"Slco1a1",0,0,0,0,0,0,0,1.08128466666667
"SLCO1B1",0,0,0,0,0,0,0,"Slco1b2",0.022095,0,0,2,0,0,0.007365,0.992688846644463
"SLCO1B3",0,0,0,0,0,0,0,"Slco1b2",0.022095,0,0,2,0,0,0.007365,0.992688846644463
"SLCO1C1",0.03224,0.029828,0.086814,0.0496273333333333,1,1,2,"Slco1c1",0.589566,0.367954,0.370703,60,9,15,0.442741,0.727523050452807
"SLCO2A1",0.226065,0.735235,0.294974,0.418758,7,11,6,"Slco2a1",0.93316,0.927185,1.083254,245,69,103,0.981199666666667,0.716110558602624
"SLCO2B1",13.787149,3.018155,4.827294,7.210866,154,160,188,"Slco2b1",1.210975,1.139165,1.240064,174,50,70,1.19673466666667,3.73775955949163
"SLCO3A1",17.61478,11.063869,19.088555,15.9224013333333,398,307,315,"Slco3a1",12.602147,10.839285,12.564377,1511,331,589,12.0019363333333,1.30152931836384
"SLCO4A1",7.377758,8.632168,6.921074,7.64366666666667,82,136,72,"Slco4a1",0.920911,0.969948,0.594065,90,25,26,0.828308,4.72768629063958
"SLCO4C1",0.553602,0.294689,0.167487,0.338592666666667,37,21,8,"Slco4c1",0.075279,0.079884,0.076746,15,4,6,0.077303,1.24254055420496
"SLCO5A1",4.452098,3.704455,3.563047,3.90653333333333,534,486,306,"Slco5a1",5.882257,5.6473,6.219161,2126,503,886,5.91623933333333,0.709422143575328
"SLCO6A1",0,0,0.229681,0.0765603333333333,0,0,1,"Slco6d1",0,0,0,0,0,0,0,1.07656033333333
"SLCO6A1",0,0,0.229681,0.0765603333333333,0,0,1,"Slco6c1",0.088579,0.31023,0.193321,8,7,8,0.197376666666667,0.899099141734848
"SLF1",5.085204,2.587058,2.625129,3.43246366666667,127,96,62,"Slf1",6.538142,8.249008,7.832172,645,155,249,7.539774,0.519037584210855
"SLF2",9.429446,8.658473,8.757352,8.94842366666667,606,656,433,"Slf2",4.79629,4.748404,4.703647,1050,259,408,4.749447,1.7303270500044
"SLFN12",0.233836,0.673809,0.494169,0.467271333333333,5,13,5,"Slfn1",0.097962,0.057107,0.035676,7,1,1,0.0635816666666667,1.37955681196711
"SLFN12",0.233836,0.673809,0.494169,0.467271333333333,5,13,5,"Slfn2",0.537657,0.825151,1.0469,34,13,26,0.803236,0.813687910696844
"SLFN12",0.233836,0.673809,0.494169,0.467271333333333,5,13,5,"Slfn4",0.087872,0.056762,0.228789,9,2,11,0.124474333333333,1.30485088884495
"SLFN12",0.233836,0.673809,0.494169,0.467271333333333,5,13,5,"Slfn3",0.33855,0.152294,0.329211,34,4,13,0.273351666666667,1.15229073926946
"SLFN13",0.383416,0.70087,0.332028,0.472104666666667,8,14,5,"Slfn9",0.362695,0.356613,0.319801,88,21,31,0.346369666666667,1.09338817050988
"SLFN13",0.383416,0.70087,0.332028,0.472104666666667,8,14,5,"Slfn8",0.412428,0.459958,0.49266,42,9,21,0.455015333333333,1.01174512250272
"SLFN14",0.010346,0.030444,0.058122,0.0329706666666667,1,3,4,"Slfn14",0.006497,0,0,1,0,0,0.00216566666666667,1.03073843080502
"SLFN5",1.550744,1.468038,1.964257,1.661013,221,224,160,"Slfn5",1.401524,1.648686,1.620328,305,102,154,1.556846,1.04074042785526
"SLFNL1",0.117842,0.277409,0.171443,0.188898,4,12,7,"Slfnl1",0,0.059344,0,0,1,0,0.0197813333333333,1.16583620540874
"SLIRP",280.618042,302.266537,270.972362,284.618980333333,232,269,152,"Slirp",105.204996,68.806461,92.912667,653,123,238,88.974708,3.17443631307293
"SLIT1",24.120518,25.179252,28.283442,25.8610706666667,2270,2294,1661,"Slit1",37.091686,33.979068,42.050753,4831,1123,2069,37.707169,0.693955961146801
"SLIT2",52.62647,50.283637,55.856366,52.9221576666667,1622,1764,1407,"Slit2",10.599556,17.473519,11.040137,1237,359,526,13.0377373333333,3.8412285674149
"SLIT3",17.035781,18.533247,22.026604,19.198544,1113,1188,961,"Slit3",0.726977,0.91362,0.893935,139,48,77,0.844844,10.9486460643827
"SLITRK1",13.498241,14.087619,22.742636,16.7761653333333,929,1044,1105,"Slitrk1",4.737385,4.497291,4.512051,1079,251,402,4.58224233333333,3.18441304978579
"SLITRK2",0,0,0,0,0,0,0,"Slitrk2",2.184967,2.372081,2.1211,441,121,186,2.22604933333333,0.309976660823951
"SLITRK3",18.907751,16.773045,17.717843,17.7995463333333,912,770,605,"Slitrk3",15.915422,17.706047,18.305521,2774,751,1232,17.3089966666667,1.02679282079721
"SLITRK4",0.062071,0.008365,0,0.0234786666666667,7,1,0,"Slitrk4",7.0844,6.518303,8.546104,1607,396,670,7.38293566666667,0.122090721838217
"SLITRK5",2.436311,2.064779,2.874373,2.45848766666667,619,551,523,"Slitrk5",7.578749,7.212413,6.495682,1201,272,445,7.09561466666667,0.427205074483947
"SLITRK6",0.283122,0.049444,0.074417,0.135661,3,3,2,"Slitrk6",0.156543,0.139719,0.191763,27,6,13,0.162675,0.976765648181994
"SLK",5.231577,5.541459,7.434022,6.06901933333333,533,607,500,"Slk",18.239855,32.447791,19.567201,3994,1007,1809,23.4182823333333,0.289496993966829
"SLMAP",26.249604,25.276962,28.903046,26.8098706666667,514,557,388,"Slmap",42.33457,47.729028,44.634382,4003,991,1730,44.8993266666667,0.605888423345063
"SLPI",0,0,0,0,0,0,0,"Slpi",0.98738,0.892742,1.75636,16,3,10,1.21216066666667,0.452046731988424
"SLTM",67.209566,64.47109,74.427007,68.7025543333333,815,866,669,"Sltm",13.402235,15.877345,15.375107,1941,553,853,14.8848956666667,4.38797684265558
"SLU7",27.701946,30.995084,43.155201,33.9507436666667,452,592,439,"Slu7",39.504482,43.323964,43.9774,2245,606,883,42.2686153333333,0.807762009424444
"SLURP1",0,0,0,0,0,0,0,"Slurp1",0.016761,0,0.226778,2,0,1,0.0811796666666667,0.924915655399858
"SLX1A",35.842019,32.039729,25.866162,31.2493033333333,207,231,116,"Slx1b",5.253115,4.037063,5.200939,523,111,211,4.83037233333333,5.53125966740718
"SLX1B",1.540208,3.855389,2.975884,2.79049366666667,20,44,25,"Slx1b",5.253115,4.037063,5.200939,523,111,211,4.83037233333333,0.650128919725367
"SLX4",4.564424,4.656208,4.959847,4.72682633333333,379,441,302,"Slx4",3.1877,3.277864,3.777667,331,73,129,3.41441033333333,1.29730267485329
"SLX4IP",2.282602,2.849861,3.21634,2.78293433333333,188,254,189,"Slx4ip",2.429032,1.86101,2.206495,417,84,152,2.16551233333333,1.19504646799144
"SMAD1",113.73426,98.769286,135.96185,116.155132,877,852,741,"Smad1",12.094282,11.724344,10.757396,1405,322,516,11.5253406666667,9.35344874984371
"SMAD2",27.188551,24.669874,26.863322,26.2405823333333,1501,1320,966,"Smad2",20.203875,15.928772,17.628992,2767,636,1062,17.9205463333333,1.43973550517102
"SMAD3",0.899767,2.587882,2.590906,2.026185,36,97,66,"Smad3",1.20361,0.809376,1.043162,168,42,65,1.018716,1.49906425668593
"SMAD4",23.017658,25.008667,27.517892,25.1814056666667,520,603,459,"Smad4",24.29831,18.248014,24.414929,1736,343,661,22.3204176666667,1.12268167924322
"SMAD5",2.93212,2.608698,3.388246,2.97635466666667,250,261,228,"Smad5",5.85458,7.195184,5.545508,1149,274,487,6.198424,0.552392394038843
"SMAD6",0,0.01405,0.114927,0.0429923333333333,0,1,4,"Smad6",0.720797,0.537052,1.791811,21,13,12,1.01655333333333,0.517215347639371
"SMAD7",4.138061,6.018541,4.009212,4.721938,100,151,66,"Smad7",1.844933,2.262158,0.977097,113,38,48,1.69472933333333,2.12338134640115
"SMAGP",0.356606,0.653642,0.920601,0.643616333333333,6,9,8,"Smagp",1.138806,0.268045,0.881423,33,1,9,0.762758,0.932411785017191
"SMAP1",36.871282,47.353709,40.765247,41.6634126666667,1511,1740,1053,"Smap1",87.282136,67.458948,84.293459,3248,607,1233,79.678181,0.52880979885586
"SMAP2",63.655197,49.437213,63.230348,58.7742526666667,1132,1283,919,"Smap2",29.486651,27.725629,30.202593,3202,715,1344,29.138291,1.98333252096699
"SMARCA1",23.87416,23.476015,25.891423,24.413866,1253,1086,845,"Smarca1",11.499293,13.311666,14.54648,1683,448,726,13.1191463333333,1.79995768866007
"SMARCA2",120.852011,124.964066,141.896797,129.237624666667,758,972,597,"Smarca2",68.954319,76.057514,67.740816,4909,1113,1835,70.9175496666667,1.81092967252513
"SMARCA4",113.577472,119.113432,177.854403,136.848435666667,3056,3469,2821,"Smarca4",24.130875,21.365549,21.679432,5465,1144,1929,22.391952,5.89298557327181
"SMARCA5",52.7097,49.075704,62.934588,54.906664,1569,1691,1190,"Smarca5",18.001079,26.761514,18.030477,3003,783,1225,20.9310233333333,2.54920452868364
"SMARCAD1",19.098504,19.254195,27.618521,21.9904066666667,1177,1235,948,"Smarcad1",8.11725,5.610665,7.074509,801,186,339,6.93414133333333,2.89765529762851
"SMARCAL1",6.355798,9.248928,10.302593,8.635773,174,183,179,"Smarcal1",20.524285,16.330168,21.01832,1756,415,627,19.2909243333333,0.474880929114236
"SMARCB1",238.978838,222.488752,347.048681,269.505423666667,685,704,604,"Smarcb1",21.589295,20.575364,23.771715,1462,336,633,21.9787913333333,11.7719604892477
"SMARCC1",24.173995,23.244019,21.169191,22.8624016666667,1226,1131,1055,"Smarcc1",24.719721,15.984558,17.971123,2573,639,1005,19.5584673333333,1.16070917543432
"SMARCD1",92.684073,81.477569,113.653458,95.9383666666667,1093,1037,954,"Smarcd1",38.440837,39.336432,45.972087,2095,456,808,41.2497853333333,2.29441086864378
"SMARCD2",9.68541,11.41543,13.576093,11.5589776666667,145,202,166,"Smarcd2",25.878747,25.919722,21.430665,1082,239,374,24.4097113333333,0.494258966657026
"SMARCD3",135.541193,137.073024,146.833117,139.815778,1016,1109,832,"Smarcd3",14.724354,16.103125,15.344774,568,138,244,15.390751,8.5911730341093
"SMARCE1",51.217066,51.599698,59.150457,53.9890736666667,1321,1301,1116,"Smarce1",29.985164,26.115691,27.797904,1386,300,527,27.966253,1.89838408394302
"SMC1A",17.481219,16.981022,23.677098,19.3797796666667,1776,1712,1584,"Smc1a",38.892422,37.717786,27.872408,4100,1098,1543,34.8275386666667,0.568830023638427
"SMC1B",0.052707,0.065255,0.04937,0.0557773333333333,3,4,2,"Smc1b",0,0,0.030932,0,0,2,0.0103106666666667,1.04500265924805
"SMC2",5.013272,5.426356,6.166694,5.53544066666667,391,453,309,"Smc2",1.835575,1.316489,3.157668,309,66,122,2.103244,2.10600283660153
"SMC3",11.680277,11.627055,12.442713,11.9166816666667,871,821,662,"Smc3",10.171112,10.007742,10.757158,1819,448,721,10.312004,1.14185617921163
"SMC4",2.445382,7.763932,12.044912,7.41807533333333,89,120,157,"Smc4",20.321546,24.417658,22.201953,1411,319,604,22.313719,0.361078184623111
"SMC5",9.49617,23.700724,58.632273,30.6097223333333,355,343,306,"Smc5",10.74291,12.144803,18.617986,1244,336,537,13.835233,2.13071964109585
"SMC6",6.124132,5.852073,5.234648,5.736951,307,353,225,"Smc6",25.986616,29.410284,30.638273,1765,463,694,28.678391,0.226998525627619
"SMCHD1",13.052738,13.245507,17.009355,14.4358666666667,627,666,570,"Smchd1",11.096844,11.541385,9.193971,1385,344,547,10.6107333333333,1.32944803945774
"SMCO1",0.141158,0.131292,0.263731,0.178727,3,3,4,"Smco1",0.062643,0.081091,0.297879,3,1,6,0.147204333333333,1.02747781345549
"SMCO2",0.294061,1.615681,2.425176,1.44497266666667,3,4,3,"Smco2",0,0,0,0,0,0,0,2.44497266666667
"SMCO3",0.113252,0.070371,0,0.0612076666666667,3,2,0,"Smco3",7.315195,8.256973,9.040487,498,117,238,8.20421833333333,0.1152957946275
"SMCO4",20.171359,18.49541,0.938039,13.2016026666667,6,9,2,"Smco4",1.782285,0.797482,2.581533,46,5,26,1.72043333333333,5.22034577824611
"SMCR8",3.157476,3.696821,3.595302,3.48319966666667,361,462,292,"Smcr8",4.629943,4.140658,4.781222,1455,319,582,4.51727433333333,0.812575086140058
"SMDT1",58.967874,61.591481,54.980477,58.5132773333333,343,389,257,"Smdt1",306.768476,254.804231,276.435685,2296,418,935,279.336130666667,0.212292568895079
"SMG1",10.862303,11.785535,11.648134,11.4319906666667,1366,1445,1056,"Smg1",17.928123,20.711838,16.027929,5130,1135,2069,18.22263,0.646737239736012
"SMG5",26.392487,30.737588,36.718473,31.2828493333333,1052,1260,857,"Smg5",39.534353,34.432736,35.898622,4155,884,1585,36.6219036666667,0.858086544991508
"SMG6",18.25516,14.930775,22.338625,18.5081866666667,574,639,465,"Smg6",10.178733,7.638117,10.625604,1396,319,580,9.480818,1.86132291073718
"SMG7",82.750919,43.822891,41.268088,55.9472993333333,1276,1372,1033,"Smg7",13.779587,12.115657,17.698548,2517,566,975,14.531264,3.6666236137209
"SMG8",10.121936,7.369507,7.565367,8.35227,328,306,226,"Smg8",5.151522,4.618052,4.591893,673,150,240,4.78715566666667,1.6160391284907
"SMG9",32.107889,38.490209,42.122396,37.573498,329,439,315,"Smg9",25.146618,24.692913,28.279529,865,201,348,26.0396866666667,1.42655121989826
"SMIM1",0.282399,0,0,0.094133,1,0,0,"Smim1",5.83731,6.052809,3.502297,131,42,62,5.13080533333333,0.178464808538476
"SMIM10L1",10.936866,11.075812,12.206908,11.4065286666667,692,751,552,"Smim10l1",34.753284,33.758977,36.893832,2897,725,1207,35.1353643333333,0.34333481606057
"SMIM10L2A",9.512514,12.993288,11.86883,11.4582106666667,646,979,568,"Smim10l2a",4.62173,4.389273,4.179309,447,103,161,4.39677066666667,2.30845656340656
"SMIM10L2B",13.312005,14.843948,15.26647,14.474141,461,577,372,"Smim10l2a",4.62173,4.389273,4.179309,447,103,161,4.39677066666667,2.86729638069977
"SMIM11A",12.443849,10.424766,11.76682,11.545145,136,120,90,"Smim11",12.756988,9.952007,11.928618,158,32,58,11.545871,0.999942132355737
"SMIM11B",1.793039,7.87911,5.817521,5.16322333333333,23,103,55,"Smim11",12.756988,9.952007,11.928618,158,32,58,11.545871,0.491255117586761
"SMIM12",17.958935,21.553832,22.410745,20.6411706666667,382,438,325,"Smim12",38.683657,31.820472,37.358103,1365,272,518,35.9540773333333,0.585623352775362
"SMIM13",19.445841,21.24784,25.08982,21.9278336666667,1223,1440,1125,"Smim13",36.380155,36.905873,36.20816,6456,1626,2580,36.4980626666667,0.611440486152049
"SMIM14",30.818767,36.260655,46.816741,37.9653876666667,896,1025,851,"Smim14",81.753706,70.318667,87.871049,5513,1232,2257,79.9811406666667,0.481166199264288
"SMIM15",17.789009,22.604782,25.915537,22.1031093333333,375,433,360,"Smim15",21.962531,20.349392,22.673988,1287,298,486,21.6619703333333,1.01946604789925
"SMIM17",2.164615,3.172158,4.283852,3.206875,54,57,56,"Smim17",3.948026,1.634512,3.764578,304,51,85,3.11570533333333,1.02215165063647
"SMIM18",18.192701,18.276758,19.511942,18.660467,173,185,133,"Smim18",5.843077,4.944677,6.16248,87,18,36,5.650078,2.95642652612496
"SMIM19",113.63398,128.08167,127.74828,123.154643333333,184,217,128,"Smim19",10.747484,12.092114,10.722517,478,132,197,11.1873716666667,10.1871549279904
"SMIM20",13.338744,16.092141,18.295469,15.9087846666667,84,103,72,"Smim20",257.13579,175.390874,237.819056,878,196,315,223.448573333333,0.0753347834452709
"SMIM22",2.5189,1.739987,3.236366,2.49841766666667,12,9,10,"Smim22",0.16649,0,0,1,0,0,0.0554966666666667,3.31447533388705
"SMIM23",0,0,0,0,0,0,0,"Smim23",0,0,0,0,0,0,0,1
"SMIM24",0.170058,0.155405,0.479143,0.268202,1,1,3,"Smim24",0.84829,0.43547,0.814613,21,3,9,0.699457666666667,0.746239241420743
"SMIM26",27.333367,23.605451,25.726928,25.5552486666667,105,107,71,"Smim26",22.0414,16.959958,21.805577,218,41,85,20.2689783333333,1.24854368886391
"SMIM29",24.12601,32.323993,33.292505,29.9141693333333,199,304,198,"AI413582",94.490938,68.147562,76.139765,1524,261,487,79.592755,0.383584967821653
"SMIM3",1.311952,1.971982,1.256729,1.51355433333333,27,44,20,"Smim3",3.006292,1.87639,2.786553,237,37,87,2.55641166666667,0.706766980013094
"SMIM31",0.02524,0,0.035838,0.0203593333333333,1,0,1,"Smim31",0.163234,0,0.184309,9,0,4,0.115847666666667,0.91442529640396
"SMIM32",0.621399,0.477166,0.329882,0.476149,11,10,4,"Gm45623",0,0,0,0,0,0,0,1.476149
"SMIM38",0.519821,0.15859,0.296732,0.325047666666667,9,6,7,"Smim38",2.07223,0.768185,1.796686,16,3,8,1.54570033333333,0.520504180840348
"SMIM4",35.526933,34.835398,39.58509,36.6491403333333,53,46,41,"Smim4",25.761581,27.81433,18.460005,102,30,35,24.011972,1.50524478171227
"SMIM40",0,0,0,0,0,0,0,"Smim40",0.476408,0.379745,0.466839,12,2,5,0.440997333333333,0.693963810249938
"SMIM41",0,0,0,0,0,0,0,"Smim41",0.531825,0.498059,0.674075,31,5,13,0.567986333333333,0.637760660754058
"SMIM43",0.319633,0,0.055813,0.125148666666667,4,0,1,"Smim43",4.13674,4.347408,4.285201,344,82,143,4.25644966666667,0.214051068309795
"SMIM5",0.068848,0.124638,0.077614,0.0903666666666667,4,8,2,"Smim5",9.409758,8.084865,8.705078,300,59,104,8.73323366666667,0.112025119709274
"SMIM7",27.092567,38.402598,46.949607,37.4815906666667,328,543,340,"Smim7",50.312194,54.346509,43.373468,2827,670,977,49.344057,0.764372062161511
"SMIM8",9.771858,10.263653,9.629728,9.888413,143,165,118,"Smim8",42.692528,47.420743,44.848091,367,89,135,44.9871206666667,0.236770922861721
"SMIM9",0.11171,0,0,0.0372366666666667,1,0,0,"Smim9",0.31872,0.259789,0.343603,5,1,2,0.307370666666667,0.79337611980484
"SMLR1",0,0,0,0,0,0,0,"Smlr1",0.012439,0.025548,0.015837,2,1,1,0.0179413333333333,0.98237488473468
"SMN1",18.688473,16.8559,31.755954,22.4334423333333,250,275,296,"Smn1",62.309083,68.045561,41.608106,323,87,125,57.3209166666667,0.401801680643451
"SMNDC1",11.174347,10.480882,12.658504,11.437911,247,266,230,"Smndc1",11.752461,12.264202,12.360434,867,220,359,12.125699,0.947599895441759
"SMO",2.300139,2.22238,3.243276,2.58859833333333,41,50,65,"Smo",3.065517,2.805124,3.671312,455,100,225,3.180651,0.858382661775243
"SMOC1",1.370474,0.7229,1.421722,1.17169866666667,31,32,29,"Smoc1",2.26722,2.927767,2.410555,320,100,136,2.53518066666667,0.614310518029159
"SMOC2",3.272836,0.864241,3.08169,2.40625566666667,44,32,24,"Smoc2",10.915084,14.551396,10.486395,1011,275,377,11.9842916666667,0.262336656793626
"SMOX",6.418159,36.794673,37.406239,26.8730236666667,62,99,54,"Smox",30.387124,24.839475,33.165723,1038,244,425,29.4641073333333,0.91494634527395
"SMPD1",19.487114,26.746967,16.272057,20.8353793333333,279,407,220,"Smpd1",35.395287,29.22387,30.109717,2467,513,953,31.5762913333333,0.670284382893842
"SMPD2",2.710099,1.29663,5.161216,3.05598166666667,26,28,25,"Smpd2",7.396671,5.000955,7.99648,312,58,140,6.79803533333333,0.520128659757291
"SMPD3",43.90157,44.161538,52.708006,46.9237046666667,1691,1885,1393,"Smpd3",8.976734,8.548428,8.947334,2003,464,781,8.82416533333333,4.87814516965241
"SMPD4",37.990784,37.270279,46.667938,40.6430003333333,776,922,659,"Smpd4",19.492358,32.221691,27.859088,1051,234,432,26.524379,1.51294967756887
"SMPDL3A",4.166074,3.852603,5.198315,4.405664,88,88,77,"Smpdl3a",23.400378,19.435389,30.814515,1252,294,557,24.550094,0.211571198133361
"SMPDL3B",0.236282,0.197732,0,0.144671333333333,5,5,0,"Smpdl3b",0.07502,0.205868,0.031881,6,4,1,0.104256333333333,1.03659929201221
"SMPX",0,0,0.155817,0.051939,0,0,1,"Smpx",4.758968,4.474201,9.349419,115,19,65,6.194196,0.146220508865758
"SMS",58.131254,66.047666,68.556366,64.2450953333333,1127,1332,878,"Sms",85.580697,83.87735,87.274865,4458,1057,1787,85.5776373333333,0.753602169601055
"SMTN",11.37498,11.358264,15.73916,12.8241346666667,189,222,218,"Smtn",11.208481,15.49959,14.607643,963,273,480,13.7719046666667,0.935839688829114
"SMTNL1",1.252578,0.954995,1.226222,1.14459833333333,23,21,17,"Smtnl1",0.072453,0,0.111678,5,0,3,0.061377,2.02058112558811
"SMTNL2",7.054611,12.17351,12.249241,10.492454,53,78,38,"Smtnl2",1.323161,0.73941,1.366133,89,20,51,1.14290133333333,5.36303460230865
"SMU1",8.163393,8.279771,9.326754,8.58997266666667,794,874,644,"Smu1",34.931302,48.614356,42.520874,2027,587,787,42.0221773333333,0.222907655099929
"SMURF1",9.942275,8.781639,10.644688,9.789534,721,697,567,"Smurf1",9.229484,6.760321,7.225687,1615,344,553,7.73849733333333,1.23471274161095
"SMURF2",9.613402,9.191335,9.171009,9.32524866666667,456,492,383,"Smurf2",8.165132,8.072483,8.213839,1453,332,583,8.15048466666667,1.12838270788862
"SMYD1",0,0,0,0,0,0,0,"Smyd1",1.404713,1.439658,2.217103,110,30,61,1.687158,0.372140380282812
"SMYD2",40.083822,40.047012,46.311117,42.147317,454,557,422,"Smyd2",41.598646,38.143988,43.952134,2050,455,795,41.2315893333333,1.02168347630582
"SMYD3",79.31513,80.173185,76.68835,78.725555,353,418,277,"Smyd3",12.526079,9.215169,10.974964,1319,317,467,10.905404,6.69658543296809
"SMYD4",4.042784,4.094708,4.328254,4.15524866666667,138,143,110,"Smyd4",5.573293,5.794804,4.557165,457,96,173,5.30842066666667,0.817201156845279
"SMYD5",30.497037,35.371056,50.938428,38.935507,251,317,247,"Smyd5",21.493215,16.520194,19.511243,1481,299,533,19.174884,1.9794664990391
"SNAI1",0.241807,0.21896,0.951714,0.470827,5,5,14,"Snai1",0.269699,0.282204,0.360275,16,4,9,0.304059333333333,1.12788349609859
"SNAI2",0.415775,1.215046,1.273808,0.968209666666667,12,38,25,"Snai2",0.130203,0.155492,0.326425,10,3,10,0.20404,1.63467132874877
"SNAI3",0.449975,1.088687,0.711935,0.750199,9,25,10,"Snai3",0,0,0,0,0,0,0,1.750199
"SNAP23",14.659358,31.744641,11.327436,19.2438116666667,90,101,75,"Snap23",7.523255,8.318903,9.461151,288,79,144,8.43443633333333,2.1457362105611
"SNAP25",294.995264,260.276607,264.387974,273.219948333333,6930,6383,4489,"Snap25",515.832494,497.418531,545.27532,42122,10045,17554,519.508781666667,0.526830589592134
"SNAP29",15.238978,14.497076,15.551282,15.0957786666667,385,447,297,"Snap29",12.019785,11.116371,11.687036,1707,388,653,11.6077306666667,1.2766594633261
"SNAP47",16.067289,16.40754,18.028644,16.834491,296,360,255,"Snap47",102.155992,104.694769,99.067111,6078,1361,2183,101.972624,0.17319643131557
"SNAP91",351.32439,441.960654,535.376232,442.887092,4354,5211,3453,"Snap91",147.300345,126.854271,166.840211,11136,2386,4255,146.998275666667,2.99927205232956
"SNAPC1",1.304931,1.26936,0.973446,1.182579,38,39,20,"Snapc1",15.809433,15.064586,15.657011,1706,463,705,15.5103433333333,0.132194646467073
"SNAPC2",8.824965,48.550448,12.429028,23.268147,83,153,67,"Snapc2",30.439531,22.11713,24.147375,803,144,283,25.568012,0.913434810252269
"SNAPC3",17.688104,17.856369,20.173816,18.572763,776,870,662,"Snapc3",11.031122,10.432724,13.741421,644,151,284,11.735089,1.53691607494851
"SNAPC4",4.780728,4.752134,6.220468,5.25111,259,323,233,"Snapc4",14.227417,17.252553,15.877068,672,156,267,15.7856793333333,0.372407328643913
"SNAPC5",9.527086,12.92075,13.674885,12.040907,85,133,72,"Snapc5",17.523935,19.42994,17.295948,754,206,293,18.0832743333333,0.683368418449084
"SNAPIN",11.020716,15.632722,12.940152,13.1978633333333,116,177,94,"Snapin",46.174342,41.287428,46.211338,2416,512,980,44.5577026666667,0.311645726238991
"SNCA",247.47494,287.173947,254.685514,263.111467,1778,2074,1313,"Snca",11.784686,11.24674,11.9764,515,123,206,11.6692753333333,20.846611984595
"SNCAIP",6.795763,3.897846,8.900883,6.53149733333333,156,113,155,"Sncaip",0.475825,0.796118,0.540499,59,19,23,0.604147333333333,4.69501596071184
"SNCB",32.317737,45.968272,29.404101,35.8967033333333,271,514,250,"Sncb",88.135521,83.601438,89.210876,2286,483,939,86.9826116666667,0.419363583717214
"SNCG",253.522276,325.593587,393.65872,324.258194333333,1789,2525,1964,"Sncg",1931.95762,1872.374414,1802.081067,53247,12492,19276,1868.804367,0.17395306165382
"SND1",82.769285,92.013323,93.040245,89.2742843333333,1378,1567,1043,"Snd1",105.138281,86.792506,113.731056,2612,601,1003,101.887281,0.877409563708203
"SNED1",3.094796,1.420484,0.657524,1.724268,215,126,40,"Sned1",8.937601,11.46534,7.974054,1180,328,544,9.45899833333333,0.26047121465902
